onset	duration	CTI	correct	correct_response	cue	cue_switch	experiment_exp_id	key_press	response_time	stim_color	stim_number	switch_type	task_type	task_switch	worker_id	first_trial_of_block
3.618	1.0	0.1	True	89.0	Magnitude	stay	twobytwo	89.0	1.098	blue	8.0	cue_stay	magnitude	stay	s061	1
6.948	1.0	0.1	True	71.0	Color	n/a	twobytwo	71.0	1.399	orange	7.0	task_switch	color	switch	s061	0
10.263	1.0	0.9	True	71.0	Magnitude	n/a	twobytwo	71.0	0.739	orange	3.0	task_switch	magnitude	switch	s061	0
13.188	1.0	0.1	True	71.0	Color	n/a	twobytwo	71.0	0.882	orange	2.0	task_switch	color	switch	s061	0
16.505	1.0	0.9	True	89.0	High-Low	n/a	twobytwo	89.0	1.065	blue	8.0	task_switch	magnitude	switch	s061	0
18.749	1.0	0.1	True	71.0	High-Low	stay	twobytwo	71.0	1.068	blue	2.0	cue_stay	magnitude	stay	s061	0
20.992	1.0	0.1	True	89.0	Magnitude	switch	twobytwo	89.0	1.157	orange	9.0	cue_switch	magnitude	stay	s061	0
23.9	1.0	0.9	True	71.0	High-Low	switch	twobytwo	71.0	0.784	orange	3.0	cue_switch	magnitude	stay	s061	0
26.008	1.0	0.1	True	71.0	Orange-Blue	n/a	twobytwo	71.0	1.031	orange	8.0	task_switch	color	switch	s061	0
29.188	1.0	0.9	True	89.0	High-Low	n/a	twobytwo	89.0	0.672	orange	7.0	task_switch	magnitude	switch	s061	0
32.503	1.0	0.9	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.556	blue	2.0	task_switch	color	switch	s061	0
34.613	1.0	0.1	True	71.0	Color	switch	twobytwo	71.0	0.891	orange	1.0	cue_switch	color	stay	s061	0
37.657	1.0	0.9	True	71.0	High-Low	n/a	twobytwo	71.0	0.936	blue	2.0	task_switch	magnitude	switch	s061	0
40.571	1.0	0.9	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.864	blue	8.0	task_switch	color	switch	s061	0
43.084	1.0	0.1	True	89.0	Color	switch	twobytwo	89.0	1.013	blue	8.0	cue_switch	color	stay	s061	0
45.463	1.0	0.1	True	89.0	High-Low	n/a	twobytwo	89.0	1.1	orange	7.0	task_switch	magnitude	switch	s061	0
47.569	1.0	0.1	True	71.0	Magnitude	switch	twobytwo	71.0	1.123	orange	3.0	cue_switch	magnitude	stay	s061	0
49.948	1.0	0.1	True	71.0	Orange-Blue	n/a	twobytwo	71.0	1.057	orange	9.0	task_switch	color	switch	s061	0
52.856	1.0	0.9	False	71.0	High-Low	n/a	twobytwo	89.0	0.82	orange	3.0	task_switch	magnitude	switch	s061	0
54.968	1.0	0.1	True	89.0	High-Low	stay	twobytwo	89.0	1.172	orange	9.0	cue_stay	magnitude	stay	s061	0
58.145	1.0	0.9	True	89.0	Color	n/a	twobytwo	89.0	0.581	blue	2.0	task_switch	color	switch	s061	0
61.188	1.0	0.9	True	89.0	High-Low	n/a	twobytwo	89.0	0.783	orange	9.0	task_switch	magnitude	switch	s061	0
64.096	1.0	0.9	True	89.0	High-Low	stay	twobytwo	89.0	0.793	blue	7.0	cue_stay	magnitude	stay	s061	0
66.203	1.0	0.1	True	89.0	Orange-Blue	n/a	twobytwo	89.0	1.128	blue	7.0	task_switch	color	switch	s061	0
68.31	1.0	0.1	True	71.0	Color	switch	twobytwo	71.0	0.856	orange	4.0	cue_switch	color	stay	s061	0
71.218	1.0	0.9	True	71.0	Color	stay	twobytwo	71.0	0.576	orange	2.0	cue_stay	color	stay	s061	0
74.124	1.0	0.9	True	71.0	Magnitude	n/a	twobytwo	71.0	0.8	orange	2.0	task_switch	magnitude	switch	s061	0
76.367	1.0	0.1	True	89.0	Magnitude	stay	twobytwo	89.0	0.814	orange	8.0	cue_stay	magnitude	stay	s061	0
79.273	1.0	0.9	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.624	blue	4.0	task_switch	color	switch	s061	0
81.38	1.0	0.1	True	71.0	Color	switch	twobytwo	71.0	1.158	orange	4.0	cue_switch	color	stay	s061	0
83.621	1.0	0.1	True	71.0	Orange-Blue	switch	twobytwo	71.0	0.863	orange	4.0	cue_switch	color	stay	s061	0
86.53	1.0	0.9	True	71.0	High-Low	n/a	twobytwo	71.0	0.719	orange	4.0	task_switch	magnitude	switch	s061	0
89.573	1.0	0.9	True	71.0	Color	n/a	twobytwo	71.0	0.81	orange	9.0	task_switch	color	switch	s061	0
92.363	1.0	0.1	True	71.0	Color	stay	twobytwo	71.0	0.916	orange	2.0	cue_stay	color	stay	s061	0
95.541	1.0	0.9	True	89.0	Color	stay	twobytwo	89.0	0.469	blue	3.0	cue_stay	color	stay	s061	0
97.787	1.0	0.1	True	71.0	High-Low	n/a	twobytwo	71.0	1.038	orange	3.0	task_switch	magnitude	switch	s061	0
99.893	1.0	0.1	True	71.0	Color	n/a	twobytwo	71.0	1.045	orange	3.0	task_switch	color	switch	s061	0
102.937	1.0	0.9	True	71.0	Magnitude	n/a	twobytwo	71.0	0.941	blue	1.0	task_switch	magnitude	switch	s061	0
106.524	1.0	0.9	True	89.0	Color	n/a	twobytwo	89.0	0.489	blue	4.0	task_switch	color	switch	s061	0
108.903	1.0	0.1	True	71.0	Orange-Blue	switch	twobytwo	71.0	0.801	orange	6.0	cue_switch	color	stay	s061	0
111.811	1.0	0.9	True	89.0	High-Low	n/a	twobytwo	89.0	0.583	orange	8.0	task_switch	magnitude	switch	s061	0
114.718	1.0	0.9	True	89.0	High-Low	stay	twobytwo	89.0	0.671	orange	9.0	cue_stay	magnitude	stay	s061	0
116.959	1.0	0.1	True	89.0	High-Low	stay	twobytwo	89.0	0.817	blue	9.0	cue_stay	magnitude	stay	s061	0
119.866	1.0	0.9	True	71.0	High-Low	stay	twobytwo	71.0	0.583	blue	4.0	cue_stay	magnitude	stay	s061	0
122.774	1.0	0.9	True	89.0	Magnitude	switch	twobytwo	89.0	0.686	blue	8.0	cue_switch	magnitude	stay	s061	0
124.882	1.0	0.1	False	89.0	Color	n/a	twobytwo	71.0	0.888	blue	4.0	task_switch	color	switch	s061	0
127.26	1.0	0.1	True	89.0	Magnitude	n/a	twobytwo	89.0	1.28	blue	6.0	task_switch	magnitude	switch	s061	0
130.574	1.0	0.9	True	89.0	Magnitude	stay	twobytwo	89.0	0.697	blue	8.0	cue_stay	magnitude	stay	s061	0
133.481	1.0	0.9	True	89.0	Magnitude	stay	twobytwo	89.0	0.659	blue	8.0	cue_stay	magnitude	stay	s061	0
136.389	1.0	0.9	True	71.0	Color	n/a	twobytwo	71.0	0.62	orange	3.0	task_switch	color	switch	s061	0
139.297	1.0	0.9	True	89.0	High-Low	n/a	twobytwo	89.0	0.906	blue	9.0	task_switch	magnitude	switch	s061	0
142.476	1.0	0.9	True	71.0	High-Low	stay	twobytwo	71.0	0.9	orange	2.0	cue_stay	magnitude	stay	s061	0
145.522	1.0	0.9	True	71.0	Color	n/a	twobytwo	71.0	0.608	orange	7.0	task_switch	color	switch	s061	0
147.628	1.0	0.1	True	89.0	Orange-Blue	switch	twobytwo	89.0	1.251	blue	4.0	cue_switch	color	stay	s061	0
150.279	1.0	0.1	True	89.0	Magnitude	n/a	twobytwo	89.0	1.077	blue	9.0	task_switch	magnitude	switch	s061	0
153.459	1.0	0.9	True	71.0	Magnitude	stay	twobytwo	71.0	0.698	orange	1.0	cue_stay	magnitude	stay	s061	0
156.64	1.0	0.9	True	71.0	High-Low	switch	twobytwo	71.0	0.74	orange	1.0	cue_switch	magnitude	stay	s061	0
159.546	1.0	0.9	True	71.0	High-Low	stay	twobytwo	71.0	0.699	orange	3.0	cue_stay	magnitude	stay	s061	0
161.652	1.0	0.1	True	71.0	Color	n/a	twobytwo	71.0	0.856	orange	7.0	task_switch	color	switch	s061	0
164.697	1.0	0.9	True	71.0	High-Low	n/a	twobytwo	71.0	0.97	blue	2.0	task_switch	magnitude	switch	s061	0
166.803	1.0	0.1	True	71.0	Magnitude	switch	twobytwo	71.0	1.053	orange	2.0	cue_switch	magnitude	stay	s061	0
169.044	1.0	0.1	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.809	orange	1.0	task_switch	color	switch	s061	0
171.423	1.0	0.1	True	89.0	High-Low	n/a	twobytwo	89.0	1.367	orange	6.0	task_switch	magnitude	switch	s061	0
174.468	1.0	0.9	True	71.0	High-Low	stay	twobytwo	71.0	0.664	orange	2.0	cue_stay	magnitude	stay	s061	0
177.648	1.0	0.9	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.53	orange	4.0	task_switch	color	switch	s061	0
179.755	1.0	0.1	True	71.0	Orange-Blue	stay	twobytwo	71.0	0.895	orange	6.0	cue_stay	color	stay	s061	0
183.479	1.0	0.9	True	71.0	Color	switch	twobytwo	71.0	0.572	orange	9.0	cue_switch	color	stay	s061	0
186.797	1.0	0.9	True	71.0	Color	stay	twobytwo	71.0	0.553	orange	3.0	cue_stay	color	stay	s061	0
