onset	duration	correct	correct_response	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	response_time	trial_id	worker_id
3.019	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s628
3.525048	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.702	stim	s628
5.627	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s628
6.133864	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.686	stim	s628
8.235	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s628
8.741727999999998	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.709	stim	s628
10.843	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s628
11.349727999999999	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.791	stim	s628
13.451	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s628
13.958	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.629	stim	s628
16.059	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s628
16.566	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.564	stim	s628
18.667	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s628
19.173728	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.819	stim	s628
21.276	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s628
21.782	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.548	stim	s628
23.884	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s628
24.39	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.536	stim	s628
26.492	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s628
26.999727999999998	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.811	stim	s628
29.105	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s628
29.612	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.651	stim	s628
31.713	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s628
32.219864	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	1.019	stim	s628
34.321	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s628
34.827728	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.524	stim	s628
36.929	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s628
37.436	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.589	stim	s628
39.538	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s628
40.044	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.634	stim	s628
42.146	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s628
42.652	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.628	stim	s628
44.758	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s628
45.266	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.572	stim	s628
47.367	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s628
47.874	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.668	stim	s628
49.975	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s628
50.482	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.604	stim	s628
52.583	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s628
53.089728	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.648	stim	s628
55.191	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s628
55.697864	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.603	stim	s628
57.804	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s628
58.315912	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.714	stim	s628
60.418	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s628
60.924728	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.471	stim	s628
63.026	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s628
63.536864	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.548	stim	s628
65.644	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s628
66.145864	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.53	stim	s628
68.25	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s628
68.755	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.602	stim	s628
70.856	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s628
71.363	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.535	stim	s628
73.464	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s628
73.971	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.565	stim	s628
76.072	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s628
76.58	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.861	stim	s628
78.686	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s628
79.191864	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.502	stim	s628
81.294	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s628
81.803728	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.71	stim	s628
83.907	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s628
84.413864	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.565	stim	s628
86.521	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s628
87.026864	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.615	stim	s628
89.129	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s628
89.639	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.802	stim	s628
91.742	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s628
92.249	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.573	stim	s628
94.35	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s628
94.856592	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.709	stim	s628
96.958	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s628
97.46445600000001	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.504	stim	s628
99.566	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s628
100.072592	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.555	stim	s628
102.174	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s628
102.681	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.702	stim	s628
104.783	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s628
