onset	duration	choice	experiment_exp_id	key_press	large_amount	later_delay	response_time	small_amount	trial_type	worker_id
3.009	4.0	larger_later	discount_fixed	89	74.0	121.0	0.788	20.0	larger_later	s251
7.579	4.0	smaller_sooner	discount_fixed	71	45.0	107.0	1.655	20.0	smaller_sooner	s251
12.354	4.0	larger_later	discount_fixed	89	77.0	24.0	1.048	20.0	larger_later	s251
16.992	4.0	smaller_sooner	discount_fixed	71	39.0	161.0	1.445	20.0	smaller_sooner	s251
21.562	4.0	larger_later	discount_fixed	89	62.0	180.0	1.965	20.0	larger_later	s251
27.016	4.0	smaller_sooner	discount_fixed	71	24.0	139.0	1.371	20.0	smaller_sooner	s251
32.403	4.0	larger_later	discount_fixed	89	58.0	72.0	1.801	20.0	larger_later	s251
36.974	4.0	larger_later	discount_fixed	89	56.0	93.0	1.739	20.0	larger_later	s251
43.243	4.0	larger_later	discount_fixed	89	45.0	26.0	1.786	20.0	larger_later	s251
48.765	4.0	smaller_sooner	discount_fixed	71	23.0	42.0	1.672	20.0	smaller_sooner	s251
53.335	4.0	larger_later	discount_fixed	89	50.0	41.0	1.533	20.0	larger_later	s251
57.974	4.0	smaller_sooner	discount_fixed	71	25.0	176.0	1.508	20.0	smaller_sooner	s251
62.612	4.0	larger_later	discount_fixed	89	54.0	22.0	1.248	20.0	larger_later	s251
67.726	4.0	smaller_sooner	discount_fixed	71	29.0	44.0	1.537	20.0	smaller_sooner	s251
73.044	4.0	larger_later	discount_fixed	89	24.0	89.0	1.274	20.0	larger_later	s251
77.614	4.0	smaller_sooner	discount_fixed	71	23.0	77.0	1.592	20.0	smaller_sooner	s251
82.184	4.0	smaller_sooner	discount_fixed	71	27.0	130.0	1.105	20.0	smaller_sooner	s251
86.754	4.0	smaller_sooner	discount_fixed	71	23.0	134.0	1.474	20.0	smaller_sooner	s251
91.597	4.0	larger_later	discount_fixed	89	55.0	107.0	2.073	20.0	larger_later	s251
96.099	4.0	smaller_sooner	discount_fixed	71	44.0	143.0	1.569	20.0	smaller_sooner	s251
101.756	4.0	smaller_sooner	discount_fixed	71	23.0	110.0	1.242	20.0	smaller_sooner	s251
106.667	4.0	larger_later	discount_fixed	89	65.0	156.0	2.238	20.0	larger_later	s251
111.305	4.0	smaller_sooner	discount_fixed	71	22.0	27.0	0.94	20.0	smaller_sooner	s251
115.807	4.0	larger_later	discount_fixed	89	50.0	59.0	1.344	20.0	larger_later	s251
120.308	4.0	larger_later	discount_fixed	89	85.0	129.0	1.586	20.0	larger_later	s251
125.423	4.0	larger_later	discount_fixed	89	66.0	58.0	1.021	20.0	larger_later	s251
131.557	4.0	larger_later	discount_fixed	89	49.0	172.0	1.833	20.0	larger_later	s251
136.4	4.0	larger_later	discount_fixed	89	73.0	44.0	0.885	20.0	larger_later	s251
140.969	4.0	larger_later	discount_fixed	89	58.0	73.0	1.49	20.0	larger_later	s251
145.675	4.0	larger_later	discount_fixed	89	71.0	76.0	0.848	20.0	larger_later	s251
151.537	4.0	larger_later	discount_fixed	89	67.0	74.0	1.19	20.0	larger_later	s251
156.175	4.0	smaller_sooner	discount_fixed	71	29.0	58.0	0.967	20.0	smaller_sooner	s251
161.492	4.0	smaller_sooner	discount_fixed	71	39.0	104.0	1.951	20.0	smaller_sooner	s251
166.471	4.0	smaller_sooner	discount_fixed	71	33.0	103.0	0.92	20.0	smaller_sooner	s251
171.041	4.0	smaller_sooner	discount_fixed	71	33.0	78.0	1.425	20.0	smaller_sooner	s251
176.563	4.0	larger_later	discount_fixed	89	74.0	52.0	0.936	20.0	larger_later	s251
182.153	4.0	smaller_sooner	discount_fixed	71	28.0	132.0	1.03	20.0	smaller_sooner	s251
187.947	4.0	smaller_sooner	discount_fixed	71	28.0	59.0	1.03	20.0	smaller_sooner	s251
192.517	4.0	smaller_sooner	discount_fixed	71	28.0	163.0	1.039	20.0	smaller_sooner	s251
197.631	4.0	smaller_sooner	discount_fixed	71	32.0	74.0	1.844	20.0	smaller_sooner	s251
202.133	4.0	larger_later	discount_fixed	89	57.0	89.0	0.993	20.0	larger_later	s251
206.975	4.0	larger_later	discount_fixed	89	70.0	108.0	1.115	20.0	larger_later	s251
211.546	4.0	larger_later	discount_fixed	89	72.0	95.0	0.605	20.0	larger_later	s251
216.932	4.0	smaller_sooner	discount_fixed	71	30.0	36.0	1.175	20.0	smaller_sooner	s251
221.979	4.0	smaller_sooner	discount_fixed	71	41.0	129.0	2.017	20.0	smaller_sooner	s251
226.685	4.0	larger_later	discount_fixed	89	78.0	129.0	0.943	20.0	larger_later	s251
231.594	4.0	larger_later	discount_fixed	89	71.0	88.0	0.797	20.0	larger_later	s251
236.504	4.0	larger_later	discount_fixed	89	65.0	159.0	0.804	20.0	larger_later	s251
241.347	4.0	smaller_sooner	discount_fixed	71	24.0	125.0	1.052	20.0	smaller_sooner	s251
246.461	4.0	larger_later	discount_fixed	89	58.0	36.0	1.497	20.0	larger_later	s251
251.575	4.0	larger_later	discount_fixed	89	63.0	37.0	0.68	20.0	larger_later	s251
256.28	4.0	larger_later	discount_fixed	89	75.0	41.0	0.821	20.0	larger_later	s251
261.122	4.0	larger_later	discount_fixed	89	45.0	72.0	1.748	20.0	larger_later	s251
265.964	4.0	smaller_sooner	discount_fixed	71	25.0	74.0	0.816	20.0	smaller_sooner	s251
272.847	4.0	larger_later	discount_fixed	89	65.0	137.0	1.249	20.0	larger_later	s251
277.417	4.0	larger_later	discount_fixed	89	49.0	140.0	1.44	20.0	larger_later	s251
282.191	4.0	larger_later	discount_fixed	89	67.0	103.0	1.558	20.0	larger_later	s251
289.209	4.0	larger_later	discount_fixed	89	69.0	172.0	0.977	20.0	larger_later	s251
293.915	4.0	larger_later	discount_fixed	89	66.0	71.0	0.902	20.0	larger_later	s251
299.097	4.0	larger_later	discount_fixed	89	71.0	176.0	0.923	20.0	larger_later	s251
304.143	4.0	smaller_sooner	discount_fixed	71	31.0	76.0	1.272	20.0	smaller_sooner	s251
317.964	4.0	smaller_sooner	discount_fixed	71	43.0	19.0	1.496	20.0	smaller_sooner	s251
322.535	4.0	larger_later	discount_fixed	89	60.0	124.0	0.948	20.0	larger_later	s251
327.173	4.0	smaller_sooner	discount_fixed	71	27.0	142.0	1.191	20.0	smaller_sooner	s251
332.083	4.0	smaller_sooner	discount_fixed	71	25.0	70.0	0.907	20.0	smaller_sooner	s251
336.585	4.0	larger_later	discount_fixed	89	44.0	92.0	1.282	20.0	larger_later	s251
341.563	4.0	larger_later	discount_fixed	89	41.0	27.0	1.249	20.0	larger_later	s251
346.473	4.0	larger_later	discount_fixed	89	64.0	89.0	0.858	20.0	larger_later	s251
351.043	4.0	larger_later	discount_fixed	89	78.0	108.0	0.724	20.0	larger_later	s251
355.545	4.0	larger_later	discount_fixed	89	80.0	145.0	0.921	20.0	larger_later	s251
361.747	4.0	larger_later	discount_fixed	89	41.0	174.0	0.719	20.0	larger_later	s251
366.453	4.0	larger_later	discount_fixed	89	42.0	145.0	0.905	20.0	larger_later	s251
371.499	4.0	smaller_sooner	discount_fixed	71	36.0	114.0	1.395	20.0	smaller_sooner	s251
376.545	4.0	larger_later	discount_fixed	89	58.0	55.0	0.744	20.0	larger_later	s251
381.726	4.0	larger_later	discount_fixed	89	81.0	58.0	0.754	20.0	larger_later	s251
386.704	4.0	smaller_sooner	discount_fixed	71	32.0	111.0	0.889	20.0	smaller_sooner	s251
391.478	4.0	smaller_sooner	discount_fixed	71	25.0	141.0	1.498	20.0	smaller_sooner	s251
396.252	4.0	larger_later	discount_fixed	89	67.0	23.0	0.851	20.0	larger_later	s251
401.433	4.0	larger_later	discount_fixed	89	77.0	161.0	0.729	20.0	larger_later	s251
406.615	4.0	larger_later	discount_fixed	89	55.0	163.0	1.055	20.0	larger_later	s251
411.864	4.0	larger_later	discount_fixed	89	40.0	159.0	1.487	20.0	larger_later	s251
416.433	4.0	larger_later	discount_fixed	89	76.0	161.0	0.975	20.0	larger_later	s251
420.936	4.0	larger_later	discount_fixed	89	48.0	128.0	1.835	20.0	larger_later	s251
425.846	4.0	larger_later	discount_fixed	89	39.0	95.0	1.139	20.0	larger_later	s251
430.416	4.0	larger_later	discount_fixed	89	83.0	105.0	0.895	20.0	larger_later	s251
436.618	4.0	larger_later	discount_fixed	89	67.0	41.0	0.842	20.0	larger_later	s251
441.527	4.0	larger_later	discount_fixed	89	56.0	172.0	0.923	20.0	larger_later	s251
446.777	4.0	smaller_sooner	discount_fixed	71	28.0	123.0	0.824	20.0	smaller_sooner	s251
451.823	4.0	larger_later	discount_fixed	89	50.0	129.0	0.868	20.0	larger_later	s251
456.461	4.0	smaller_sooner	discount_fixed	71	23.0	61.0	1.363	20.0	smaller_sooner	s251
461.167	4.0	larger_later	discount_fixed	89	79.0	92.0	1.175	20.0	larger_later	s251
465.805	4.0	larger_later	discount_fixed	89	61.0	141.0	0.799	20.0	larger_later	s251
470.376	4.0	larger_later	discount_fixed	89	43.0	38.0	0.84	20.0	larger_later	s251
474.945	4.0	larger_later	discount_fixed	89	66.0	145.0	0.941	20.0	larger_later	s251
479.855	4.0	smaller_sooner	discount_fixed	71	30.0	23.0	1.333	20.0	smaller_sooner	s251
484.697	4.0	larger_later	discount_fixed	89	32.0	57.0	1.187	20.0	larger_later	s251
489.947	4.0	smaller_sooner	discount_fixed	71	27.0	91.0	0.994	20.0	smaller_sooner	s251
494.72	4.0	larger_later	discount_fixed	89	43.0	120.0	1.124	20.0	larger_later	s251
500.718	4.0	larger_later	discount_fixed	89	75.0	60.0	0.708	20.0	larger_later	s251
506.308	4.0	smaller_sooner	discount_fixed	71	34.0	176.0	1.054	20.0	smaller_sooner	s251
510.878	4.0	smaller_sooner	discount_fixed	71	24.0	38.0	0.915	20.0	smaller_sooner	s251
515.993	4.0	larger_later	discount_fixed	89	82.0	74.0	0.769	20.0	larger_later	s251
