onset	duration	choice	experiment_exp_id	key_press	large_amount	later_delay	response_time	small_amount	trial_type	worker_id
3.021	4.0	larger_later	discount_fixed	89	79.0	92.0	1.933	20.0	larger_later	s621
7.66	4.0	smaller_sooner	discount_fixed	71	61.0	141.0	2.375	20.0	smaller_sooner	s621
12.233	4.0	larger_later	discount_fixed	89	43.0	38.0	1.178	20.0	larger_later	s621
16.803	4.0	smaller_sooner	discount_fixed	71	66.0	145.0	1.971	20.0	smaller_sooner	s621
21.714	4.0	larger_later	discount_fixed	89	30.0	23.0	1.496	20.0	larger_later	s621
26.559	4.0	larger_later	discount_fixed	89	32.0	57.0	1.738	20.0	larger_later	s621
31.809	4.0	larger_later	discount_fixed	89	27.0	91.0	1.063	20.0	larger_later	s621
36.585	4.0	smaller_sooner	discount_fixed	71	43.0	120.0	2.314	20.0	smaller_sooner	s621
42.582	4.0	larger_later	discount_fixed	89	75.0	60.0	1.163	20.0	larger_later	s621
48.173	4.0	smaller_sooner	discount_fixed	71	34.0	176.0	1.787	20.0	smaller_sooner	s621
52.744	4.0	smaller_sooner	discount_fixed	71	24.0	38.0	1.736	20.0	smaller_sooner	s621
57.859	4.0	larger_later	discount_fixed	89	82.0	74.0	1.166	20.0	larger_later	s621
63.518	4.0	larger_later	discount_fixed	89	58.0	53.0	0.886	20.0	larger_later	s621
68.09	4.0	larger_later	discount_fixed	89	54.0	23.0	0.605	20.0	larger_later	s621
72.866	4.0	larger_later	discount_fixed	89	41.0	55.0	0.758	20.0	larger_later	s621
77.913	4.0	larger_later	discount_fixed	89	77.0	142.0	1.191	20.0	larger_later	s621
82.757	4.0	smaller_sooner	discount_fixed	71	25.0	108.0	1.844	20.0	smaller_sooner	s621
87.939	4.0	smaller_sooner	discount_fixed	71	33.0	163.0	2.123	20.0	smaller_sooner	s621
92.988	4.0	larger_later	discount_fixed	89	29.0	75.0	2.385	20.0	larger_later	s621
97.97	4.0	larger_later	discount_fixed	89	45.0	157.0	0.691	20.0	larger_later	s621
102.947	4.0	larger_later	discount_fixed	89	31.0	74.0	1.324	20.0	larger_later	s621
108.265	4.0	larger_later	discount_fixed	89	80.0	39.0	0.896	20.0	larger_later	s621
112.771	4.0	larger_later	discount_fixed	89	22.0	21.0	1.51	20.0	larger_later	s621
117.821	4.0	larger_later	discount_fixed	89	52.0	139.0	1.121	20.0	larger_later	s621
122.528	4.0	larger_later	discount_fixed	89	54.0	126.0	0.603	20.0	larger_later	s621
127.371	4.0	larger_later	discount_fixed	89	23.0	176.0	0.515	20.0	larger_later	s621
134.117	4.0	larger_later	discount_fixed	89	24.0	87.0	0.941	20.0	larger_later	s621
138.619	4.0	larger_later	discount_fixed	89	36.0	140.0	0.615	20.0	larger_later	s621
143.193	4.0	larger_later	discount_fixed	89	35.0	171.0	0.743	20.0	larger_later	s621
147.901	4.0	larger_later	discount_fixed	89	34.0	43.0	0.619	20.0	larger_later	s621
152.812	4.0	larger_later	discount_fixed	89	74.0	121.0	0.464	20.0	larger_later	s621
157.381	4.0	larger_later	discount_fixed	89	45.0	107.0	0.507	20.0	larger_later	s621
