onset	duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	stim_color	stim_word	trial_type	worker_id
3.518	1.5	incongruent	1.0	89.0	stroop	89	1.044	red	blue	incongruent	s621
5.796	1.5	incongruent	1.0	71.0	stroop	71	0.972	blue	red	incongruent	s621
7.801	1.5	congruent	1.0	89.0	stroop	89	0.525	red	red	congruent	s621
9.806	1.5	congruent	1.0	89.0	stroop	89	0.541	red	red	congruent	s621
11.812	1.5	incongruent	1.0	89.0	stroop	89	0.555	red	blue	incongruent	s621
13.815	1.5	congruent	1.0	71.0	stroop	71	0.556	blue	blue	congruent	s621
15.956	1.5	congruent	1.0	71.0	stroop	71	0.522	blue	blue	congruent	s621
17.961	1.5	incongruent	1.0	89.0	stroop	89	0.532	red	green	incongruent	s621
19.966	1.5	congruent	1.0	82.0	stroop	82	0.546	green	green	congruent	s621
22.105	1.5	incongruent	1.0	89.0	stroop	89	0.478	red	blue	incongruent	s621
24.108	1.5	incongruent	1.0	89.0	stroop	89	0.582	red	blue	incongruent	s621
26.111	1.5	incongruent	1.0	89.0	stroop	89	0.484	red	green	incongruent	s621
28.252	1.5	congruent	1.0	82.0	stroop	82	0.614	green	green	congruent	s621
30.39	1.5	congruent	1.0	89.0	stroop	89	0.5	red	red	congruent	s621
32.663	1.5	incongruent	1.0	71.0	stroop	71	0.75	blue	green	incongruent	s621
35.349	1.5	congruent	1.0	71.0	stroop	71	0.57	blue	blue	congruent	s621
37.354	1.5	congruent	1.0	71.0	stroop	71	0.533	blue	blue	congruent	s621
39.356	1.5	incongruent	1.0	82.0	stroop	82	0.766	green	blue	incongruent	s621
41.632	1.5	incongruent	1.0	71.0	stroop	71	0.681	blue	green	incongruent	s621
43.637	1.5	congruent	1.0	82.0	stroop	82	0.738	green	green	congruent	s621
45.642	1.5	incongruent	1.0	82.0	stroop	82	0.528	green	blue	incongruent	s621
47.644	1.5	incongruent	1.0	82.0	stroop	82	0.437	green	blue	incongruent	s621
49.648	1.5	incongruent	1.0	82.0	stroop	82	0.62	green	red	incongruent	s621
51.653	1.5	incongruent	1.0	89.0	stroop	89	0.531	red	blue	incongruent	s621
53.658	1.5	congruent	1.0	71.0	stroop	71	0.637	blue	blue	congruent	s621
55.936	1.5	incongruent	1.0	71.0	stroop	71	0.433	blue	red	incongruent	s621
57.939	1.5	congruent	1.0	71.0	stroop	71	0.404	blue	blue	congruent	s621
60.352	1.5	congruent	1.0	71.0	stroop	71	0.452	blue	blue	congruent	s621
62.355	1.5	congruent	1.0	82.0	stroop	82	0.566	green	green	congruent	s621
64.496	1.5	congruent	1.0	89.0	stroop	89	0.47	red	red	congruent	s621
66.502	1.5	congruent	1.0	82.0	stroop	82	0.615	green	green	congruent	s621
68.507	1.5	incongruent	1.0	71.0	stroop	71	0.565	blue	green	incongruent	s621
70.508	1.5	congruent	1.0	89.0	stroop	89	0.533	red	red	congruent	s621
72.785	1.5	incongruent	1.0	82.0	stroop	82	0.571	green	red	incongruent	s621
74.79	1.5	incongruent	1.0	82.0	stroop	82	0.514	green	blue	incongruent	s621
77.068	1.5	incongruent	1.0	71.0	stroop	71	0.471	blue	red	incongruent	s621
79.345	1.5	incongruent	1.0	82.0	stroop	82	0.637	green	red	incongruent	s621
81.351	1.5	congruent	1.0	82.0	stroop	82	0.474	green	green	congruent	s621
84.033	1.5	incongruent	1.0	82.0	stroop	82	0.635	green	blue	incongruent	s621
86.038	1.5	congruent	1.0	89.0	stroop	89	0.527	red	red	congruent	s621
88.316	1.5	congruent	1.0	71.0	stroop	71	0.528	blue	blue	congruent	s621
90.321	1.5	congruent	1.0	82.0	stroop	82	0.438	green	green	congruent	s621
92.327	1.5	incongruent	1.0	82.0	stroop	82	0.764	green	blue	incongruent	s621
94.601	1.5	congruent	1.0	89.0	stroop	89	0.518	red	red	congruent	s621
96.739	1.5	congruent	1.0	89.0	stroop	89	0.441	red	red	congruent	s621
99.284	1.5	incongruent	1.0	89.0	stroop	89	0.473	red	green	incongruent	s621
101.698	1.5	incongruent	1.0	71.0	stroop	71	0.574	blue	red	incongruent	s621
103.7	1.5	incongruent	1.0	71.0	stroop	71	0.429	blue	red	incongruent	s621
105.706	1.5	incongruent	1.0	71.0	stroop	71	0.388	blue	red	incongruent	s621
107.709	1.5	congruent	1.0	82.0	stroop	82	0.56	green	green	congruent	s621
110.255	1.5	congruent	1.0	82.0	stroop	82	0.487	green	green	congruent	s621
112.397	1.5	congruent	1.0	89.0	stroop	89	0.552	red	red	congruent	s621
