onset	duration	planning	condition	current_position	exp_stage	experiment_exp_id	goal_state	key_press	problem_id	response_time	start_state	trial_id	worker_id
-59.896	0.0	0	n/a	n/a	n/a	ward_and_allport	n/a	32.0	n/a	19.308	n/a	instructions	s582
3.013	4.709	1	UA_with_intermediate	1,0,0,2,0,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	71.0	0.0	4.709	1,0,0,2,3,0,0,0,0	to_hand	s582
7.724	0.45	0	UA_with_intermediate	1,0,0,2,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	82.0	0.0	0.45	1,0,0,2,3,0,0,0,0	to_board	s582
8.176	0.623	0	UA_with_intermediate	1,0,0,0,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	71.0	0.0	0.623	1,0,0,2,3,0,0,0,0	to_hand	s582
8.801	0.454	0	UA_with_intermediate	1,2,0,0,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	89.0	0.0	0.454	1,0,0,2,3,0,0,0,0	to_board	s582
9.256	0.498	0	UA_with_intermediate	1,2,0,0,0,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	82.0	0.0	0.498	1,0,0,2,3,0,0,0,0	to_hand	s582
9.755	0.375	0	UA_with_intermediate	1,2,3,0,0,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	89.0	0.0	0.375	1,0,0,2,3,0,0,0,0	to_board	s582
10.133	1.0	0	UA_with_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	0.0	n/a	n/a	feedback	s582
12.636	4.785	1	UA_with_intermediate	1,0,0,3,0,0,0,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	89.0	1.0	4.785	1,2,0,3,0,0,0,0,0	to_hand	s582
17.423	0.392	0	UA_with_intermediate	1,0,0,3,0,0,2,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	82.0	1.0	0.392	1,2,0,3,0,0,0,0,0	to_board	s582
17.816	0.488	0	UA_with_intermediate	1,0,0,0,0,0,2,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	71.0	1.0	0.488	1,2,0,3,0,0,0,0,0	to_hand	s582
18.306	0.414	0	UA_with_intermediate	1,3,0,0,0,0,2,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	89.0	1.0	0.414	1,2,0,3,0,0,0,0,0	to_board	s582
18.722	0.593	0	UA_with_intermediate	1,3,0,0,0,0,0,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	82.0	1.0	0.593	1,2,0,3,0,0,0,0,0	to_hand	s582
19.317	0.385	0	UA_with_intermediate	1,3,2,0,0,0,0,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	89.0	1.0	0.385	1,2,0,3,0,0,0,0,0	to_board	s582
19.706	1.0	0	UA_with_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	1.0	n/a	n/a	feedback	s582
20.706	1.1	0	UA_with_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	1.0	n/a	n/a	ITI	s582
21.807	3.212	1	UA_without_intermediate	0,0,0,1,2,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	82.0	2.0	3.212	0,0,0,1,2,0,3,0,0	to_hand	s582
