onset	duration	SS_delay	correct_response	experiment_exp_id	key_press	response_time	stopped	trial_type	worker_id
3.011	0.85	0.3	89.0	stop_signal	89.0	0.591	False	go	s582
5.403	0.85	0.3	89.0	stop_signal	89.0	0.461	False	go	s582
7.928	0.85	0.3	89.0	stop_signal	89.0	0.422	False	stop_failure	s582
10.863	0.85	0.25	89.0	stop_signal	89.0	0.437	False	go	s582
13.387	0.85	0.25	71.0	stop_signal	71.0	0.45	False	go	s582
15.914	0.85	0.25	71.0	stop_signal	71.0	0.363	False	go	s582
18.17	0.85	0.25	71.0	stop_signal	89.0	0.417	False	stop_failure	s582
20.696	0.85	0.2	89.0	stop_signal	89.0	0.472	False	go	s582
23.084	0.85	0.2	89.0	stop_signal	89.0	0.476	False	go	s582
25.336	0.85	0.2	89.0	stop_signal	89.0	0.487	False	go	s582
27.729	0.85	0.2	89.0	stop_signal	71.0	0.463	False	go	s582
29.982	0.85	0.2	89.0	stop_signal	89.0	0.476	False	stop_failure	s582
32.374	0.85	0.15	89.0	stop_signal	89.0	0.428	False	go	s582
34.902	0.85	0.15	71.0	stop_signal	-1.0	n/a	True	stop_success	s582
37.155	0.85	0.2	71.0	stop_signal	-1.0	n/a	True	stop_success	s582
39.544	0.85	0.25	89.0	stop_signal	89.0	0.695	False	go	s582
42.204	0.85	0.25	89.0	stop_signal	89.0	0.383	False	stop_failure	s582
44.457	0.85	0.2	71.0	stop_signal	89.0	0.42	False	go	s582
47.661	0.85	0.2	71.0	stop_signal	71.0	0.483	False	go	s582
50.052	0.85	0.2	89.0	stop_signal	89.0	0.502	False	go	s582
52.444	0.85	0.2	71.0	stop_signal	89.0	0.417	False	stop_failure	s582
54.972	0.85	0.15	89.0	stop_signal	89.0	0.443	False	go	s582
57.223	0.85	0.15	89.0	stop_signal	-1.0	n/a	True	stop_success	s582
59.479	0.85	0.2	89.0	stop_signal	-1.0	n/a	True	stop_success	s582
61.732	0.85	0.25	71.0	stop_signal	89.0	0.429	False	go	s582
64.664	0.85	0.25	89.0	stop_signal	89.0	0.457	False	go	s582
67.191	0.85	0.25	89.0	stop_signal	89.0	0.45	False	go	s582
69.714	0.85	0.25	71.0	stop_signal	71.0	0.519	False	go	s582
71.97	0.85	0.25	71.0	stop_signal	71.0	0.587	False	stop_failure	s582
74.497	0.85	0.2	71.0	stop_signal	-1.0	n/a	True	stop_success	s582
76.752	0.85	0.25	71.0	stop_signal	71.0	0.59	False	go	s582
79.144	0.85	0.25	89.0	stop_signal	-1.0	n/a	True	stop_success	s582
81.397	0.85	0.3	71.0	stop_signal	71.0	0.529	False	go	s582
84.058	0.85	0.3	71.0	stop_signal	71.0	0.596	False	go	s582
86.72	0.85	0.3	89.0	stop_signal	89.0	0.623	False	go	s582
88.973	0.85	0.3	89.0	stop_signal	89.0	0.564	False	go	s582
91.226	0.85	0.3	71.0	stop_signal	71.0	0.536	False	go	s582
93.618	0.85	0.3	71.0	stop_signal	71.0	0.546	False	stop_failure	s582
96.416	0.85	0.25	89.0	stop_signal	-1.0	n/a	True	stop_success	s582
98.808	0.85	0.3	71.0	stop_signal	-1.0	n/a	True	stop_success	s582
101.064	0.85	0.35	71.0	stop_signal	-1.0	n/a	True	stop_success	s582
113.827	0.85	0.4	89.0	stop_signal	89.0	0.491	False	stop_failure	s582
116.081	0.85	0.35	71.0	stop_signal	71.0	0.52	False	go	s582
118.742	0.85	0.35	71.0	stop_signal	71.0	0.54	False	go	s582
121.406	0.85	0.35	71.0	stop_signal	71.0	0.569	False	go	s582
123.662	0.85	0.35	71.0	stop_signal	71.0	0.58	False	go	s582
126.19	0.85	0.35	71.0	stop_signal	71.0	0.437	False	go	s582
128.446	0.85	0.35	71.0	stop_signal	71.0	0.443	False	stop_failure	s582
130.974	0.85	0.3	89.0	stop_signal	89.0	0.426	False	go	s582
133.498	0.85	0.3	89.0	stop_signal	89.0	0.484	False	stop_failure	s582
136.023	0.85	0.25	71.0	stop_signal	-1.0	n/a	True	stop_success	s582
138.415	0.85	0.3	71.0	stop_signal	71.0	0.536	False	stop_failure	s582
140.942	0.85	0.25	71.0	stop_signal	71.0	0.597	False	go	s582
143.467	0.85	0.25	89.0	stop_signal	89.0	0.475	False	go	s582
145.855	0.85	0.25	71.0	stop_signal	71.0	0.595	False	go	s582
148.11	0.85	0.25	89.0	stop_signal	89.0	0.669	False	go	s582
150.634	0.85	0.25	89.0	stop_signal	89.0	0.648	False	go	s582
153.43	0.85	0.25	71.0	stop_signal	-1.0	n/a	True	stop_success	s582
155.954	0.85	0.3	89.0	stop_signal	-1.0	n/a	True	stop_success	s582
158.346	0.85	0.35	71.0	stop_signal	71.0	0.765	False	go	s582
160.602	0.85	0.35	71.0	stop_signal	-1.0	n/a	True	stop_success	s582
162.854	0.85	0.4	89.0	stop_signal	89.0	0.549	False	stop_failure	s582
165.109	0.85	0.35	89.0	stop_signal	89.0	0.579	False	stop_failure	s582
167.364	0.85	0.3	89.0	stop_signal	89.0	0.679	False	go	s582
169.888	0.85	0.3	71.0	stop_signal	71.0	0.596	False	go	s582
172.144	0.85	0.3	71.0	stop_signal	-1.0	n/a	True	stop_success	s582
174.4	0.85	0.35	71.0	stop_signal	71.0	0.672	False	go	s582
176.656	0.85	0.35	71.0	stop_signal	71.0	0.516	False	go	s582
178.909	0.85	0.35	89.0	stop_signal	89.0	0.695	False	go	s582
181.301	0.85	0.35	71.0	stop_signal	71.0	0.582	False	go	s582
183.558	0.85	0.35	71.0	stop_signal	-1.0	n/a	True	stop_success	s582
185.813	0.85	0.4	71.0	stop_signal	71.0	0.732	False	go	s582
188.065	0.85	0.4	89.0	stop_signal	89.0	0.575	False	stop_failure	s582
190.32	0.85	0.35	89.0	stop_signal	89.0	0.584	False	stop_failure	s582
192.846	0.85	0.3	89.0	stop_signal	89.0	0.62	False	go	s582
195.233	0.85	0.3	89.0	stop_signal	89.0	0.601	False	go	s582
197.761	0.85	0.3	89.0	stop_signal	-1.0	n/a	True	stop_success	s582
200.014	0.85	0.35	71.0	stop_signal	71.0	0.744	False	go	s582
202.403	0.85	0.35	71.0	stop_signal	71.0	0.608	False	go	s582
204.791	0.85	0.35	89.0	stop_signal	89.0	0.465	False	go	s582
207.043	0.85	0.35	89.0	stop_signal	89.0	0.594	False	go	s582
