onset	duration	correct	correct_response	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	response_time	trial_id	worker_id
3.013	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s577
3.522	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.645	stim	s577
5.627	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s577
6.131728	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.66	stim	s577
8.235	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s577
8.741	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.59	stim	s577
10.846	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s577
11.348863999999999	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.598	stim	s577
13.454	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s577
13.956592	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.841	stim	s577
16.061	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s577
16.564456	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.572	stim	s577
18.67	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s577
19.174	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.679	stim	s577
21.278	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s577
21.781864000000002	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.645	stim	s577
23.884	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s577
24.389864000000003	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.69	stim	s577
26.494	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s577
27.002864000000002	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.891	stim	s577
29.11	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s577
29.621864000000002	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.995	stim	s577
31.726	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s577
32.234728	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.975	stim	s577
34.342	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s577
34.848864	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.725	stim	s577
36.95	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s577
37.45659199999999	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.526	stim	s577
39.561	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s577
40.065	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.671	stim	s577
42.168	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s577
42.677864	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.583	stim	s577
44.78	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s577
45.292	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.714	stim	s577
47.396	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s577
47.899864	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	1.023	stim	s577
50.006	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s577
