onset	duration	planning	condition	current_position	exp_stage	experiment_exp_id	goal_state	key_press	problem_id	response_time	start_state	trial_id	worker_id
-58.384	0.0	0	n/a	n/a	n/a	ward_and_allport	n/a	32.0	n/a	22.268	n/a	instructions	s577
3.015	4.871	1	UA_with_intermediate	1,0,0,2,0,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	71.0	0.0	4.871	1,0,0,2,3,0,0,0,0	to_hand	s577
7.888	1.166	0	UA_with_intermediate	1,0,0,2,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	82.0	0.0	1.166	1,0,0,2,3,0,0,0,0	to_board	s577
9.056	0.917	0	UA_with_intermediate	1,0,0,0,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	71.0	0.0	0.917	1,0,0,2,3,0,0,0,0	to_hand	s577
9.975	0.497	0	UA_with_intermediate	1,2,0,0,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	89.0	0.0	0.497	1,0,0,2,3,0,0,0,0	to_board	s577
10.473	2.127	0	UA_with_intermediate	1,2,0,0,0,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	82.0	0.0	2.127	1,0,0,2,3,0,0,0,0	to_hand	s577
12.602	0.765	0	UA_with_intermediate	1,2,3,0,0,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	89.0	0.0	0.765	1,0,0,2,3,0,0,0,0	to_board	s577
13.373	1.0	0	UA_with_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	0.0	n/a	n/a	feedback	s577
15.875	3.913	1	UA_with_intermediate	1,0,0,3,0,0,0,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	89.0	1.0	3.913	1,2,0,3,0,0,0,0,0	to_hand	s577
19.789	0.6	0	UA_with_intermediate	1,0,0,3,0,0,2,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	82.0	1.0	0.6	1,2,0,3,0,0,0,0,0	to_board	s577
20.391	1.004	0	UA_with_intermediate	1,0,0,0,0,0,2,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	71.0	1.0	1.004	1,2,0,3,0,0,0,0,0	to_hand	s577
21.396	0.436	0	UA_with_intermediate	1,3,0,0,0,0,2,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	89.0	1.0	0.436	1,2,0,3,0,0,0,0,0	to_board	s577
21.832	1.634	0	UA_with_intermediate	1,3,0,0,0,0,0,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	82.0	1.0	1.634	1,2,0,3,0,0,0,0,0	to_hand	s577
23.468	0.441	0	UA_with_intermediate	1,3,2,0,0,0,0,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	89.0	1.0	0.441	1,2,0,3,0,0,0,0,0	to_board	s577
23.914	1.0	0	UA_with_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	1.0	n/a	n/a	feedback	s577
24.914	1.1	0	UA_with_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	1.0	n/a	n/a	ITI	s577
26.016	2.531	1	UA_without_intermediate	0,0,0,1,2,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	82.0	2.0	2.531	0,0,0,1,2,0,3,0,0	to_hand	s577
28.547	0.535	0	UA_without_intermediate	3,0,0,1,2,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	89.0	2.0	0.535	0,0,0,1,2,0,3,0,0	to_board	s577
29.085	1.337	0	UA_without_intermediate	3,0,0,1,0,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	71.0	2.0	1.337	0,0,0,1,2,0,3,0,0	to_hand	s577
30.424	0.322	0	UA_without_intermediate	3,2,0,1,0,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	89.0	2.0	0.322	0,0,0,1,2,0,3,0,0	to_board	s577
30.748	1.414	0	UA_without_intermediate	3,2,0,0,0,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	71.0	2.0	1.414	0,0,0,1,2,0,3,0,0	to_hand	s577
32.163	0.36	0	UA_without_intermediate	3,2,1,0,0,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	89.0	2.0	0.36	0,0,0,1,2,0,3,0,0	to_board	s577
32.531	1.0	0	UA_without_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	2.0	n/a	n/a	feedback	s577
33.531	1.2	0	UA_without_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	2.0	n/a	n/a	ITI	s577
34.733	2.468	1	UA_without_intermediate	0,0,0,1,0,0,3,0,0	practice	ward_and_allport	2,3,1,0,0,0,0,0,0	71.0	3.0	2.468	0,0,0,1,2,0,3,0,0	to_hand	s577
37.203	0.326	0	UA_without_intermediate	2,0,0,1,0,0,3,0,0	practice	ward_and_allport	2,3,1,0,0,0,0,0,0	89.0	3.0	0.326	0,0,0,1,2,0,3,0,0	to_board	s577
37.532	1.422	0	UA_without_intermediate	2,0,0,1,0,0,0,0,0	practice	ward_and_allport	2,3,1,0,0,0,0,0,0	82.0	3.0	1.422	0,0,0,1,2,0,3,0,0	to_hand	s577
38.955	0.356	0	UA_without_intermediate	2,0,0,1,3,0,0,0,0	practice	ward_and_allport	2,3,1,0,0,0,0,0,0	71.0	3.0	0.356	0,0,0,1,2,0,3,0,0	to_board	s577
39.313	0.69	0	UA_without_intermediate	2,0,0,1,0,0,0,0,0	practice	ward_and_allport	2,3,1,0,0,0,0,0,0	71.0	3.0	0.69	0,0,0,1,2,0,3,0,0	to_hand	s577
40.004	0.32	0	UA_without_intermediate	2,3,0,1,0,0,0,0,0	practice	ward_and_allport	2,3,1,0,0,0,0,0,0	89.0	3.0	0.32	0,0,0,1,2,0,3,0,0	to_board	s577
40.326	0.999	0	UA_without_intermediate	2,3,0,0,0,0,0,0,0	practice	ward_and_allport	2,3,1,0,0,0,0,0,0	71.0	3.0	0.999	0,0,0,1,2,0,3,0,0	to_hand	s577
41.326	0.235	0	UA_without_intermediate	2,3,1,0,0,0,0,0,0	practice	ward_and_allport	2,3,1,0,0,0,0,0,0	89.0	3.0	0.235	0,0,0,1,2,0,3,0,0	to_board	s577
41.564	1.0	0	UA_without_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	3.0	n/a	n/a	feedback	s577
42.564	1.0	0	UA_without_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	3.0	n/a	n/a	ITI	s577
45.569	5.705	1	PA_without_intermediate	1,2,0,0,0,0,0,0,0	test	ward_and_allport	0,0,0,1,0,0,3,2,0	89.0	0.0	5.705	1,2,3,0,0,0,0,0,0	to_hand	s577
51.275	1.385	0	PA_without_intermediate	1,2,0,0,0,0,3,0,0	test	ward_and_allport	0,0,0,1,0,0,3,2,0	82.0	0.0	1.385	1,2,3,0,0,0,0,0,0	to_board	s577
52.662	2.073	0	PA_without_intermediate	1,0,0,0,0,0,3,0,0	test	ward_and_allport	0,0,0,1,0,0,3,2,0	89.0	0.0	2.073	1,2,3,0,0,0,0,0,0	to_hand	s577
54.736	1.402	0	PA_without_intermediate	1,0,0,0,0,0,3,2,0	test	ward_and_allport	0,0,0,1,0,0,3,2,0	82.0	0.0	1.402	1,2,3,0,0,0,0,0,0	to_board	s577
56.141	1.429	0	PA_without_intermediate	0,0,0,0,0,0,3,2,0	test	ward_and_allport	0,0,0,1,0,0,3,2,0	89.0	0.0	1.429	1,2,3,0,0,0,0,0,0	to_hand	s577
57.571	0.898	0	PA_without_intermediate	0,0,0,1,0,0,3,2,0	test	ward_and_allport	0,0,0,1,0,0,3,2,0	71.0	0.0	0.898	1,2,3,0,0,0,0,0,0	to_board	s577
58.472	1.0	0	PA_without_intermediate	n/a	test	ward_and_allport	n/a	-1.0	0.0	n/a	n/a	feedback	s577
59.472	2.088	0	PA_without_intermediate	n/a	test	ward_and_allport	n/a	-1.0	0.0	n/a	n/a	ITI	s577
61.562	3.711	1	PA_with_intermediate	0,0,0,0,0,0,1,2,0	test	ward_and_allport	2,3,0,0,0,0,1,0,0	82.0	1.0	3.711	0,0,0,0,0,0,1,2,3	to_hand	s577
65.274	0.699	0	PA_with_intermediate	3,0,0,0,0,0,1,2,0	test	ward_and_allport	2,3,0,0,0,0,1,0,0	89.0	1.0	0.699	0,0,0,0,0,0,1,2,3	to_board	s577
65.975	2.958	0	PA_with_intermediate	0,0,0,0,0,0,1,2,0	test	ward_and_allport	2,3,0,0,0,0,1,0,0	89.0	1.0	2.958	0,0,0,0,0,0,1,2,3	to_hand	s577
68.933	0.423	0	PA_with_intermediate	0,0,0,3,0,0,1,2,0	test	ward_and_allport	2,3,0,0,0,0,1,0,0	71.0	1.0	0.423	0,0,0,0,0,0,1,2,3	to_board	s577
69.358	1.466	0	PA_with_intermediate	0,0,0,3,0,0,1,0,0	test	ward_and_allport	2,3,0,0,0,0,1,0,0	82.0	1.0	1.466	0,0,0,0,0,0,1,2,3	to_hand	s577
70.826	1.446	0	PA_with_intermediate	2,0,0,3,0,0,1,0,0	test	ward_and_allport	2,3,0,0,0,0,1,0,0	89.0	1.0	1.446	0,0,0,0,0,0,1,2,3	to_board	s577
