onset	duration	correct	correct_response	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	response_time	trial_id	worker_id
3.008	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s518
3.512864	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.588	stim	s518
5.615	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s518
6.118	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.516	stim	s518
8.219	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s518
8.723	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.51	stim	s518
10.826	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s518
11.328592	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.478	stim	s518
13.43	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s518
13.934456	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.459	stim	s518
16.037	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s518
16.539592	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.695	stim	s518
18.641	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s518
19.146	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.538	stim	s518
21.248	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s518
21.750592	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.499	stim	s518
23.853	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s518
24.358	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.426	stim	s518
26.46	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s518
26.964592	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.442	stim	s518
29.068	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s518
29.572	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.513	stim	s518
31.674	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s518
32.179	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.521	stim	s518
34.281	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s518
34.785591999999994	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.434	stim	s518
36.887	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s518
37.391864	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.563	stim	s518
39.494	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s518
39.996728000000004	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.493	stim	s518
42.098	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s518
42.601456	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.479	stim	s518
44.704	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s518
45.206728000000005	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.488	stim	s518
47.309	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s518
