onset	duration	SS_delay	correct_response	experiment_exp_id	key_press	response_time	stop_response	stopped	trial_type	worker_id
3.017	0.85	0.15	71.0	motor_selective_stop_signal	71.0	0.602	71.0	False	crit_go	s574
5.373	0.85	0.15	89.0	motor_selective_stop_signal	89.0	0.357	71.0	False	noncrit_nosignal	s574
7.627	0.85	0.15	89.0	motor_selective_stop_signal	89.0	0.971	71.0	False	noncrit_signal	s574
10.079	0.85	0.15	71.0	motor_selective_stop_signal	71.0	0.436	71.0	False	crit_go	s574
12.435	0.85	0.15	89.0	motor_selective_stop_signal	89.0	0.493	71.0	False	noncrit_signal	s574
15.091	0.85	0.15	71.0	motor_selective_stop_signal	71.0	0.407	71.0	False	crit_go	s574
17.347	0.85	0.15	71.0	motor_selective_stop_signal	71.0	0.58	71.0	False	crit_stop_failure	s574
19.6	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.289	71.0	False	crit_go	s574
22.057	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.347	71.0	False	crit_go	s574
24.311	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.379	71.0	False	crit_stop_failure	s574
26.867	0.85	0.05	89.0	motor_selective_stop_signal	89.0	0.73	71.0	False	noncrit_nosignal	s574
29.122	0.85	0.05	89.0	motor_selective_stop_signal	89.0	0.709	71.0	False	noncrit_signal	s574
31.476	0.85	0.05	71.0	motor_selective_stop_signal	71.0	0.462	71.0	False	crit_stop_failure	s574
33.73	0.85	0.0	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s574
36.285	0.85	0.05	71.0	motor_selective_stop_signal	71.0	0.39	71.0	False	crit_go	s574
38.837	0.85	0.05	89.0	motor_selective_stop_signal	89.0	0.364	71.0	False	noncrit_nosignal	s574
41.189	0.85	0.05	71.0	motor_selective_stop_signal	89.0	0.366	71.0	False	crit_go	s574
43.545	0.85	0.05	71.0	motor_selective_stop_signal	71.0	0.534	71.0	False	crit_go	s574
45.799	0.85	0.05	89.0	motor_selective_stop_signal	89.0	0.447	71.0	False	noncrit_signal	s574
48.255	0.85	0.05	89.0	motor_selective_stop_signal	71.0	0.284	71.0	False	noncrit_nosignal	s574
50.509	0.85	0.05	89.0	motor_selective_stop_signal	89.0	0.517	71.0	False	noncrit_signal	s574
52.965	0.85	0.05	71.0	motor_selective_stop_signal	71.0	0.4	71.0	False	crit_stop_failure	s574
55.618	0.85	0.0	71.0	motor_selective_stop_signal	71.0	0.273	71.0	False	crit_go	s574
58.07	0.85	0.0	71.0	motor_selective_stop_signal	71.0	0.373	71.0	False	crit_go	s574
60.426	0.85	0.0	89.0	motor_selective_stop_signal	89.0	0.559	71.0	False	noncrit_signal	s574
62.681	0.85	0.0	89.0	motor_selective_stop_signal	89.0	0.492	71.0	False	noncrit_nosignal	s574
65.237	0.85	0.0	89.0	motor_selective_stop_signal	89.0	0.371	71.0	False	noncrit_nosignal	s574
67.493	0.85	0.0	71.0	motor_selective_stop_signal	71.0	0.375	71.0	False	crit_go	s574
69.745	0.85	0.0	71.0	motor_selective_stop_signal	71.0	0.391	71.0	False	crit_go	s574
72.101	0.85	0.0	89.0	motor_selective_stop_signal	89.0	0.358	71.0	False	noncrit_nosignal	s574
74.356	0.85	0.0	89.0	motor_selective_stop_signal	89.0	0.431	71.0	False	noncrit_signal	s574
77.012	0.85	0.0	89.0	motor_selective_stop_signal	89.0	0.347	71.0	False	noncrit_signal	s574
79.368	0.85	0.0	71.0	motor_selective_stop_signal	71.0	0.283	71.0	False	crit_go	s574
81.82	0.85	0.0	89.0	motor_selective_stop_signal	71.0	0.258	71.0	False	noncrit_signal	s574
84.177	0.85	0.0	71.0	motor_selective_stop_signal	89.0	0.426	71.0	False	crit_stop_failure	s574
86.432	0.85	0.0	89.0	motor_selective_stop_signal	89.0	0.48	71.0	False	noncrit_nosignal	s574
88.689	0.85	0.0	71.0	motor_selective_stop_signal	89.0	0.577	71.0	False	crit_stop_failure	s574
90.942	0.85	0.0	89.0	motor_selective_stop_signal	89.0	0.917	71.0	False	noncrit_nosignal	s574
93.197	0.85	0.0	71.0	motor_selective_stop_signal	71.0	0.477	71.0	False	crit_stop_failure	s574
95.549	0.85	0.0	71.0	motor_selective_stop_signal	71.0	0.626	71.0	False	crit_go	s574
98.901	0.85	0.0	71.0	motor_selective_stop_signal	71.0	0.516	71.0	False	crit_go	s574
101.453	0.85	0.0	71.0	motor_selective_stop_signal	71.0	0.519	71.0	False	crit_stop_failure	s574
104.205	0.85	0.0	89.0	motor_selective_stop_signal	89.0	0.5	71.0	False	noncrit_nosignal	s574
106.961	0.85	0.0	71.0	motor_selective_stop_signal	71.0	0.512	71.0	False	crit_go	s574
109.613	0.85	0.0	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s574
112.066	0.85	0.05	89.0	motor_selective_stop_signal	89.0	0.613	71.0	False	noncrit_nosignal	s574
114.322	0.85	0.05	71.0	motor_selective_stop_signal	71.0	0.446	71.0	False	crit_go	s574
116.676	0.85	0.05	71.0	motor_selective_stop_signal	71.0	0.621	71.0	False	crit_go	s574
119.133	0.85	0.05	89.0	motor_selective_stop_signal	71.0	0.371	71.0	False	noncrit_nosignal	s574
122.185	0.85	0.05	71.0	motor_selective_stop_signal	71.0	0.485	71.0	False	crit_go	s574
135.048	0.85	0.05	89.0	motor_selective_stop_signal	89.0	0.624	71.0	False	noncrit_signal	s574
137.3	0.85	0.05	71.0	motor_selective_stop_signal	71.0	0.623	71.0	False	crit_go	s574
139.652	0.85	0.05	71.0	motor_selective_stop_signal	71.0	0.375	71.0	False	crit_go	s574
142.004	0.85	0.05	89.0	motor_selective_stop_signal	89.0	0.358	71.0	False	noncrit_nosignal	s574
144.357	0.85	0.05	89.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	noncrit_signal	s574
146.708	0.85	0.05	89.0	motor_selective_stop_signal	89.0	0.464	71.0	False	noncrit_nosignal	s574
149.064	0.85	0.05	71.0	motor_selective_stop_signal	71.0	0.389	71.0	False	crit_go	s574
151.316	0.85	0.05	71.0	motor_selective_stop_signal	71.0	0.62	71.0	False	crit_stop_failure	s574
153.669	0.85	0.0	71.0	motor_selective_stop_signal	71.0	0.384	71.0	False	crit_go	s574
156.122	0.85	0.0	89.0	motor_selective_stop_signal	89.0	0.449	71.0	False	noncrit_nosignal	s574
158.475	0.85	0.0	89.0	motor_selective_stop_signal	89.0	0.589	71.0	False	noncrit_nosignal	s574
