onset	duration	CTI	correct	correct_response	cue	cue_switch	experiment_exp_id	key_press	response_time	stim_color	stim_number	switch_type	task_type	task_switch	worker_id	first_trial_of_block
4.424	1.0	0.9	True	71.0	Magnitude	n/a	twobytwo	71.0	0.388	orange	9.0	task_switch	magnitude	switch	s144	1
6.668	1.0	0.1	True	89.0	Magnitude	stay	twobytwo	89.0	0.669	orange	3.0	cue_stay	magnitude	stay	s144	0
9.454	1.0	0.1	True	71.0	High-Low	switch	twobytwo	71.0	0.51	blue	6.0	cue_switch	magnitude	stay	s144	0
12.905	1.0	0.9	True	71.0	Magnitude	switch	twobytwo	71.0	0.402	blue	8.0	cue_switch	magnitude	stay	s144	0
16.083	1.0	0.9	True	71.0	High-Low	switch	twobytwo	71.0	0.38	orange	9.0	cue_switch	magnitude	stay	s144	0
19.259	1.0	0.9	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.378	blue	7.0	task_switch	color	switch	s144	0
21.771	1.0	0.1	True	71.0	Orange-Blue	stay	twobytwo	71.0	0.485	blue	7.0	cue_stay	color	stay	s144	0
24.014	1.0	0.1	True	89.0	Magnitude	n/a	twobytwo	89.0	0.526	blue	3.0	task_switch	magnitude	switch	s144	0
26.393	1.0	0.1	True	89.0	High-Low	switch	twobytwo	89.0	0.529	blue	4.0	cue_switch	magnitude	stay	s144	0
28.502	1.0	0.1	False	71.0	Magnitude	switch	twobytwo	89.0	0.58	orange	6.0	cue_switch	magnitude	stay	s144	0
31.545	1.0	0.9	True	89.0	Magnitude	stay	twobytwo	89.0	0.541	blue	4.0	cue_stay	magnitude	stay	s144	0
34.719	1.0	0.9	True	89.0	Color	n/a	twobytwo	89.0	0.408	orange	7.0	task_switch	color	switch	s144	0
36.828	1.0	0.1	True	71.0	High-Low	n/a	twobytwo	71.0	0.589	orange	6.0	task_switch	magnitude	switch	s144	0
40.414	1.0	0.9	True	71.0	Magnitude	switch	twobytwo	71.0	0.403	orange	9.0	cue_switch	magnitude	stay	s144	0
43.321	1.0	0.9	True	89.0	Color	n/a	twobytwo	89.0	0.563	orange	1.0	task_switch	color	switch	s144	0
