onset	duration	correct	correct_response	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	response_time	trial_id	worker_id
3.018	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s144
3.5240479999999996	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.571	stim	s144
5.628	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s144
6.131863999999999	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.521	stim	s144
8.237	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s144
8.740727999999999	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.504	stim	s144
10.844	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s144
11.350727999999998	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.61	stim	s144
13.455	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s144
13.962	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.436	stim	s144
16.066	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s144
16.57	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.464	stim	s144
18.675	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s144
19.182728	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.547	stim	s144
21.287	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s144
21.791	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.54	stim	s144
23.895	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s144
24.404	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.421	stim	s144
26.509	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s144
27.011727999999998	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.418	stim	s144
29.117	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s144
29.626	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.43	stim	s144
31.73	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s144
32.233864000000004	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.388	stim	s144
34.339	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s144
34.841728	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.403	stim	s144
36.946	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s144
37.455	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.325	stim	s144
39.559	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s144
40.063	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.555	stim	s144
42.167	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s144
42.671	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.426	stim	s144
44.775	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s144
45.284	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.422	stim	s144
47.388	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s144
47.898	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.544	stim	s144
50.001	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s144
50.506	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.405	stim	s144
52.61	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s144
53.113728	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.51	stim	s144
55.218	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s144
55.721864000000004	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.446	stim	s144
57.825	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s144
58.333912	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.457	stim	s144
60.437	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s144
60.942728	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.387	stim	s144
63.047	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s144
63.556864000000004	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.358	stim	s144
65.661	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s144
66.169864	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.409	stim	s144
68.274	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s144
68.778	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.591	stim	s144
70.882	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s144
71.386	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.566	stim	s144
73.49	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s144
73.994	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.393	stim	s144
76.098	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s144
76.603	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.36	stim	s144
78.707	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s144
79.209864	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.365	stim	s144
81.314	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s144
81.819728	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.357	stim	s144
83.925	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s144
84.430864	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.349	stim	s144
86.535	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s144
