onset	duration	correct	correct_response	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	response_time	trial_id	worker_id
3.01	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s581
3.52	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.769	stim	s581
5.624	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s581
6.128728	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.855	stim	s581
8.232	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s581
8.74	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.569	stim	s581
10.844	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s581
11.350864	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.633	stim	s581
13.455	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s581
13.958592000000001	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.519	stim	s581
16.063	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s581
16.565455999999998	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.565	stim	s581
18.671	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s581
19.174	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.612	stim	s581
21.276	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s581
21.781864000000002	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.517	stim	s581
23.886	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s581
24.390864	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.641	stim	s581
26.493	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s581
26.999864000000002	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.635	stim	s581
29.107	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s581
29.616864	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.632	stim	s581
31.721	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s581
32.225728	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.618	stim	s581
34.329	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s581
34.834864	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.6	stim	s581
36.939	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s581
37.442592	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.584	stim	s581
39.548	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s581
40.057	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.656	stim	s581
42.162	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s581
42.669864000000004	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.712	stim	s581
44.774	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s581
45.282	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.622	stim	s581
47.384	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s581
47.889864	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.956	stim	s581
49.994	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s581
50.502048	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.567	stim	s581
52.607	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s581
53.111728	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.504	stim	s581
55.215	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s581
55.719864	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.484	stim	s581
57.824	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s581
58.328	1.7	0.0	89.0	n/a	attention_network_task	down	left	incongruent	71	0.485	stim	s581
60.432	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s581
60.940864000000005	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.605	stim	s581
63.044	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s581
63.552	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.682	stim	s581
65.656	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s581
