onset	duration	planning	condition	current_position	exp_stage	experiment_exp_id	goal_state	key_press	problem_id	response_time	start_state	trial_id	worker_id
-58.72	0.0	0	n/a	n/a	n/a	ward_and_allport	n/a	32.0	n/a	22.536	n/a	instructions	s624
3.005	3.861	1	UA_with_intermediate	1,0,0,2,0,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	71.0	0.0	3.861	1,0,0,2,3,0,0,0,0	to_hand	s624
6.868	0.218	0	UA_with_intermediate	1,0,0,2,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	82.0	0.0	0.218	1,0,0,2,3,0,0,0,0	to_board	s624
7.088	0.305	0	UA_with_intermediate	1,0,0,0,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	71.0	0.0	0.305	1,0,0,2,3,0,0,0,0	to_hand	s624
7.394	0.33	0	UA_with_intermediate	1,2,0,0,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	89.0	0.0	0.33	1,0,0,2,3,0,0,0,0	to_board	s624
7.726	0.657	0	UA_with_intermediate	1,2,0,0,0,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	82.0	0.0	0.657	1,0,0,2,3,0,0,0,0	to_hand	s624
8.384	0.222	0	UA_with_intermediate	1,2,3,0,0,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	89.0	0.0	0.222	1,0,0,2,3,0,0,0,0	to_board	s624
8.61	1.0	0	UA_with_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	0.0	n/a	n/a	feedback	s624
11.111	3.854	1	UA_with_intermediate	1,0,0,3,0,0,0,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	89.0	1.0	3.854	1,2,0,3,0,0,0,0,0	to_hand	s624
14.967	0.224	0	UA_with_intermediate	1,0,0,3,0,0,2,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	82.0	1.0	0.224	1,2,0,3,0,0,0,0,0	to_board	s624
15.194	0.305	0	UA_with_intermediate	1,0,0,0,0,0,2,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	71.0	1.0	0.305	1,2,0,3,0,0,0,0,0	to_hand	s624
15.5	0.275	0	UA_with_intermediate	1,3,0,0,0,0,2,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	89.0	1.0	0.275	1,2,0,3,0,0,0,0,0	to_board	s624
15.777	0.459	0	UA_with_intermediate	1,3,0,0,0,0,0,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	82.0	1.0	0.459	1,2,0,3,0,0,0,0,0	to_hand	s624
16.238	0.198	0	UA_with_intermediate	1,3,2,0,0,0,0,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	89.0	1.0	0.198	1,2,0,3,0,0,0,0,0	to_board	s624
16.438	1.0	0	UA_with_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	1.0	n/a	n/a	feedback	s624
17.438	1.1	0	UA_with_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	1.0	n/a	n/a	ITI	s624
18.539	6.51	1	UA_without_intermediate	0,0,0,1,0,0,3,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	71.0	2.0	6.51	0,0,0,1,2,0,3,0,0	to_hand	s624
25.05	0.255	0	UA_without_intermediate	2,0,0,1,0,0,3,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	89.0	2.0	0.255	0,0,0,1,2,0,3,0,0	to_board	s624
25.306	0.871	0	UA_without_intermediate	2,0,0,0,0,0,3,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	71.0	2.0	0.871	0,0,0,1,2,0,3,0,0	to_hand	s624
26.179	0.482	0	UA_without_intermediate	2,0,0,0,0,0,3,1,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	82.0	2.0	0.482	0,0,0,1,2,0,3,0,0	to_board	s624
26.662	0.568	0	UA_without_intermediate	2,0,0,0,0,0,3,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	82.0	2.0	0.568	0,0,0,1,2,0,3,0,0	to_hand	s624
27.231	0.314	0	UA_without_intermediate	2,1,0,0,0,0,3,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	89.0	2.0	0.314	0,0,0,1,2,0,3,0,0	to_board	s624
27.547	0.462	0	UA_without_intermediate	2,1,0,0,0,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	82.0	2.0	0.462	0,0,0,1,2,0,3,0,0	to_hand	s624
28.011	0.34	0	UA_without_intermediate	2,1,0,3,0,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	71.0	2.0	0.34	0,0,0,1,2,0,3,0,0	to_board	s624
28.353	0.681	0	UA_without_intermediate	2,0,0,3,0,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	89.0	2.0	0.681	0,0,0,1,2,0,3,0,0	to_hand	s624
29.034	0.909	0	UA_without_intermediate	2,0,0,3,0,0,1,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	82.0	2.0	0.909	0,0,0,1,2,0,3,0,0	to_board	s624
29.945	0.336	0	UA_without_intermediate	0,0,0,3,0,0,1,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	89.0	2.0	0.336	0,0,0,1,2,0,3,0,0	to_hand	s624
30.283	0.273	0	UA_without_intermediate	0,0,0,3,2,0,1,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	71.0	2.0	0.273	0,0,0,1,2,0,3,0,0	to_board	s624
30.558	0.311	0	UA_without_intermediate	0,0,0,3,2,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	82.0	2.0	0.311	0,0,0,1,2,0,3,0,0	to_hand	s624
30.869	0.245	0	UA_without_intermediate	0,0,0,3,2,1,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	71.0	2.0	0.245	0,0,0,1,2,0,3,0,0	to_board	s624
31.116	1.676	0	UA_without_intermediate	0,0,0,3,2,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	71.0	2.0	1.676	0,0,0,1,2,0,3,0,0	to_hand	s624
32.794	0.275	0	UA_without_intermediate	0,0,0,3,2,0,1,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	82.0	2.0	0.275	0,0,0,1,2,0,3,0,0	to_board	s624
33.071	1.556	0	UA_without_intermediate	0,0,0,3,0,0,1,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	71.0	2.0	1.556	0,0,0,1,2,0,3,0,0	to_hand	s624
