onset	duration	correct	correct_response	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	response_time	trial_id	worker_id
3.013	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s629
3.52	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.735	stim	s629
5.621	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s629
6.125	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	1.416	stim	s629
8.227	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s629
8.735864	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.79	stim	s629
10.837	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s629
11.343727999999999	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.732	stim	s629
13.446	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s629
13.951592	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	1.014	stim	s629
16.057	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s629
16.566	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.823	stim	s629
18.667	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s629
19.173864000000002	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.735	stim	s629
21.275	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s629
21.781864000000002	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.768	stim	s629
23.886	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s629
24.396	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.879	stim	s629
26.502	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s629
27.008592	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.985	stim	s629
29.11	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s629
29.617455999999997	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.768	stim	s629
31.724	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s629
32.234864	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.752	stim	s629
34.337	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s629
34.842864	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.629	stim	s629
