onset	duration	SS_delay	correct_response	experiment_exp_id	key_press	response_time	stop_response	stopped	trial_type	worker_id
3.019	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.634	89.0	False	noncrit_signal	s642
5.275	0.85	0.35	71.0	motor_selective_stop_signal	89.0	0.666	89.0	False	noncrit_nosignal	s642
7.532	0.85	0.35	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s642
10.389	0.85	0.4	71.0	motor_selective_stop_signal	71.0	0.497	89.0	False	noncrit_nosignal	s642
12.741	0.85	0.4	71.0	motor_selective_stop_signal	71.0	0.548	89.0	False	noncrit_nosignal	s642
14.997	0.85	0.4	89.0	motor_selective_stop_signal	89.0	0.39	89.0	False	crit_stop_failure	s642
17.251	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.48	89.0	False	crit_go	s642
19.507	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.495	89.0	False	noncrit_nosignal	s642
21.86	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.584	89.0	False	crit_go	s642
24.516	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.549	89.0	False	crit_stop_failure	s642
27.272	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.502	89.0	False	crit_go	s642
29.53	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.464	89.0	False	crit_stop_failure	s642
32.284	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.623	89.0	False	noncrit_signal	s642
34.54	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.8	89.0	False	crit_go	s642
36.897	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.601	89.0	False	noncrit_nosignal	s642
39.251	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.465	89.0	False	noncrit_nosignal	s642
41.806	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.482	89.0	False	crit_go	s642
44.061	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.618	89.0	False	noncrit_signal	s642
46.317	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.49	89.0	False	noncrit_nosignal	s642
48.574	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.693	89.0	False	crit_go	s642
50.928	0.85	0.25	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s642
53.584	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.624	89.0	False	crit_go	s642
55.94	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.45	89.0	False	noncrit_signal	s642
58.193	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.447	89.0	False	noncrit_nosignal	s642
60.549	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.587	89.0	False	crit_stop_failure	s642
62.905	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.636	89.0	False	crit_go	s642
65.76	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.697	89.0	False	noncrit_nosignal	s642
68.217	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.513	89.0	False	noncrit_nosignal	s642
70.573	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.473	89.0	False	noncrit_nosignal	s642
73.227	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.592	89.0	False	crit_go	s642
75.484	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.837	89.0	False	noncrit_signal	s642
77.737	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.448	89.0	False	noncrit_nosignal	s642
79.992	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.579	89.0	False	noncrit_nosignal	s642
82.449	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.616	89.0	False	crit_go	s642
84.801	0.85	0.25	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s642
87.057	0.85	0.3	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s642
89.413	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.415	89.0	False	noncrit_signal	s642
91.868	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.594	89.0	False	crit_go	s642
94.225	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.563	89.0	False	crit_go	s642
96.479	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.448	89.0	False	noncrit_nosignal	s642
98.735	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.543	89.0	False	noncrit_signal	s642
101.091	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.516	89.0	False	crit_stop_failure	s642
103.448	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.396	89.0	False	noncrit_nosignal	s642
105.804	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.639	89.0	False	crit_go	s642
108.76	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.765	89.0	False	crit_go	s642
111.016	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.756	89.0	False	crit_go	s642
113.369	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.418	89.0	False	noncrit_nosignal	s642
115.625	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.426	89.0	False	noncrit_signal	s642
118.081	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.471	89.0	False	noncrit_signal	s642
120.435	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.503	89.0	False	noncrit_signal	s642
133.51	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.565	89.0	False	noncrit_nosignal	s642
136.064	0.85	0.3	89.0	motor_selective_stop_signal	71.0	0.368	89.0	False	crit_go	s642
138.32	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.494	89.0	False	crit_go	s642
140.573	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.436	89.0	False	crit_stop_failure	s642
143.33	0.85	0.25	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s642
145.686	0.85	0.3	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s642
147.942	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.628	89.0	False	crit_go	s642
150.395	0.85	0.35	71.0	motor_selective_stop_signal	89.0	0.381	89.0	False	noncrit_nosignal	s642
152.651	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.437	89.0	False	crit_go	s642
155.007	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.629	89.0	False	crit_go	s642
157.261	0.85	0.35	89.0	motor_selective_stop_signal	71.0	0.928	89.0	False	crit_stop_failure	s642
159.517	0.85	0.3	89.0	motor_selective_stop_signal	71.0	0.681	89.0	False	crit_stop_failure	s642
161.771	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.577	89.0	False	noncrit_nosignal	s642
