onset	duration	CTI	correct	correct_response	cue	cue_switch	experiment_exp_id	key_press	response_time	stim_color	stim_number	switch_type	task_type	task_switch	worker_id	first_trial_of_block
4.421	1.0	0.9	True	89.0	High-Low	stay	twobytwo	89.0	0.808	orange	7.0	cue_stay	magnitude	stay	s499	1
7.754	1.0	0.1	True	71.0	Color	n/a	twobytwo	71.0	0.93	orange	9.0	task_switch	color	switch	s499	0
11.069	1.0	0.9	True	71.0	High-Low	n/a	twobytwo	71.0	0.776	blue	1.0	task_switch	magnitude	switch	s499	0
13.99	1.0	0.1	True	71.0	Color	n/a	twobytwo	71.0	1.007	orange	9.0	task_switch	color	switch	s499	0
17.304	1.0	0.9	True	89.0	High-Low	n/a	twobytwo	89.0	0.699	orange	6.0	task_switch	magnitude	switch	s499	0
19.546	1.0	0.1	True	89.0	High-Low	stay	twobytwo	89.0	0.826	blue	9.0	cue_stay	magnitude	stay	s499	0
21.79	1.0	0.1	True	71.0	Magnitude	switch	twobytwo	71.0	0.827	blue	2.0	cue_switch	magnitude	stay	s499	0
23.897	1.0	0.1	True	71.0	High-Low	switch	twobytwo	71.0	0.529	orange	2.0	cue_switch	magnitude	stay	s499	0
26.803	1.0	0.9	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.492	orange	2.0	task_switch	color	switch	s499	0
29.983	1.0	0.9	True	89.0	High-Low	n/a	twobytwo	89.0	0.553	orange	8.0	task_switch	magnitude	switch	s499	0
33.299	1.0	0.9	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.673	blue	4.0	task_switch	color	switch	s499	0
36.205	1.0	0.9	True	71.0	Color	switch	twobytwo	71.0	0.605	orange	3.0	cue_switch	color	stay	s499	0
38.459	1.0	0.1	True	71.0	Magnitude	n/a	twobytwo	71.0	0.943	orange	3.0	task_switch	magnitude	switch	s499	0
40.566	1.0	0.1	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.919	orange	9.0	task_switch	color	switch	s499	0
