onset	duration	correct	correct_response	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	response_time	trial_id	worker_id
3.022	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s645
3.528864	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.628	stim	s645
5.634	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s645
6.146	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.626	stim	s645
8.252	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s645
8.763	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.522	stim	s645
10.868	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s645
11.379592	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.568	stim	s645
13.486	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s645
13.996456	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.662	stim	s645
16.104	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s645
16.616592	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.606	stim	s645
18.723	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s645
19.235	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.57	stim	s645
21.341	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s645
21.853592	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.591	stim	s645
23.958	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s645
24.47	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.548	stim	s645
26.576	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s645
27.088592000000002	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.488	stim	s645
29.194	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s645
29.706	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.935	stim	s645
31.812	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s645
32.324	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.609	stim	s645
34.429	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s645
34.940591999999995	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.446	stim	s645
37.047	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s645
37.558864	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.609	stim	s645
39.665	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s645
40.175728	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.73	stim	s645
42.282	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s645
42.789456	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.479	stim	s645
44.895	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s645
45.405728	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.581	stim	s645
47.509	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s645
48.022	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.669	stim	s645
50.128	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s645
50.640592	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.553	stim	s645
52.747	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s645
53.259	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.497	stim	s645
55.366	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s645
55.878	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.626	stim	s645
57.983	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s645
58.490456	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.544	stim	s645
60.596	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s645
61.106592	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.584	stim	s645
63.213	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s645
63.726	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.754	stim	s645
65.832	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s645
66.341864	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.506	stim	s645
68.449	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s645
68.959184	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.532	stim	s645
71.065	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s645
71.577864	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.421	stim	s645
73.684	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s645
