onset	duration	CTI	correct	correct_response	cue	cue_switch	experiment_exp_id	key_press	response_time	stim_color	stim_number	switch_type	task_type	task_switch	worker_id	first_trial_of_block
3.612	1.0	0.1	True	71.0	Magnitude	n/a	twobytwo	71.0	0.898	orange	4.0	task_switch	magnitude	switch	s568	1
5.854	1.0	0.1	True	71.0	Magnitude	stay	twobytwo	71.0	0.73	blue	1.0	cue_stay	magnitude	stay	s568	0
8.641	1.0	0.1	True	71.0	High-Low	switch	twobytwo	71.0	0.619	blue	1.0	cue_switch	magnitude	stay	s568	0
11.29	1.0	0.1	True	71.0	Magnitude	switch	twobytwo	71.0	0.591	orange	4.0	cue_switch	magnitude	stay	s568	0
14.465	1.0	0.9	True	71.0	High-Low	switch	twobytwo	71.0	0.585	blue	3.0	cue_switch	magnitude	stay	s568	0
16.842	1.0	0.1	True	71.0	Color	n/a	twobytwo	71.0	0.913	blue	3.0	task_switch	color	switch	s568	0
19.355	1.0	0.1	True	71.0	Color	stay	twobytwo	71.0	0.596	blue	4.0	cue_stay	color	stay	s568	0
21.596	1.0	0.1	True	89.0	Magnitude	n/a	twobytwo	89.0	0.888	orange	8.0	task_switch	magnitude	switch	s568	0
23.973	1.0	0.1	True	89.0	High-Low	switch	twobytwo	89.0	0.63	blue	8.0	cue_switch	magnitude	stay	s568	0
26.879	1.0	0.9	True	71.0	Magnitude	switch	twobytwo	71.0	0.51	orange	2.0	cue_switch	magnitude	stay	s568	0
29.12	1.0	0.1	True	89.0	Magnitude	stay	twobytwo	89.0	0.773	orange	6.0	cue_stay	magnitude	stay	s568	0
31.496	1.0	0.1	False	71.0	Orange-Blue	n/a	twobytwo	-1.0	n/a	blue	8.0	task_switch	color	switch	s568	0
34.4	1.0	0.9	True	71.0	Magnitude	n/a	twobytwo	71.0	1.02	blue	2.0	task_switch	magnitude	switch	s568	0
37.184	1.0	0.1	True	89.0	High-Low	switch	twobytwo	89.0	0.836	orange	8.0	cue_switch	magnitude	stay	s568	0
40.088	1.0	0.9	True	89.0	Color	n/a	twobytwo	89.0	0.468	orange	1.0	task_switch	color	switch	s568	0
42.192	1.0	0.1	True	71.0	Color	stay	twobytwo	71.0	0.772	blue	2.0	cue_stay	color	stay	s568	0
44.296	1.0	0.1	True	89.0	High-Low	n/a	twobytwo	89.0	0.843	orange	9.0	task_switch	magnitude	switch	s568	0
47.472	1.0	0.9	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.673	orange	1.0	task_switch	color	switch	s568	0
49.576	1.0	0.1	True	71.0	Magnitude	n/a	twobytwo	71.0	0.864	orange	4.0	task_switch	magnitude	switch	s568	0
52.484	1.0	0.9	True	89.0	Color	n/a	twobytwo	89.0	0.551	orange	3.0	task_switch	color	switch	s568	0
55.39	1.0	0.9	True	71.0	Color	stay	twobytwo	71.0	0.734	blue	4.0	cue_stay	color	stay	s568	0
58.974	1.0	0.9	True	89.0	Color	stay	twobytwo	89.0	0.453	orange	8.0	cue_stay	color	stay	s568	0
61.079	1.0	0.1	True	71.0	High-Low	n/a	twobytwo	71.0	0.731	blue	4.0	task_switch	magnitude	switch	s568	0
63.32	1.0	0.1	True	89.0	Magnitude	switch	twobytwo	89.0	0.913	blue	7.0	cue_switch	magnitude	stay	s568	0
66.633	1.0	0.9	True	71.0	Magnitude	stay	twobytwo	71.0	0.692	blue	2.0	cue_stay	magnitude	stay	s568	0
69.673	1.0	0.9	True	71.0	Magnitude	stay	twobytwo	71.0	0.65	blue	4.0	cue_stay	magnitude	stay	s568	0
72.578	1.0	0.9	True	89.0	Color	n/a	twobytwo	89.0	0.43	orange	4.0	task_switch	color	switch	s568	0
74.681	1.0	0.1	True	71.0	High-Low	n/a	twobytwo	71.0	0.907	orange	2.0	task_switch	magnitude	switch	s568	0
77.33	1.0	0.1	True	71.0	High-Low	stay	twobytwo	71.0	0.817	orange	2.0	cue_stay	magnitude	stay	s568	0
79.571	1.0	0.1	True	89.0	High-Low	stay	twobytwo	89.0	0.812	orange	6.0	cue_stay	magnitude	stay	s568	0
82.22	1.0	0.1	True	71.0	Orange-Blue	n/a	twobytwo	71.0	1.53	blue	2.0	task_switch	color	switch	s568	0
85.805	1.0	0.9	True	71.0	Color	switch	twobytwo	71.0	0.533	blue	7.0	cue_switch	color	stay	s568	0
88.709	1.0	0.9	True	71.0	Magnitude	n/a	twobytwo	71.0	0.735	blue	3.0	task_switch	magnitude	switch	s568	0
91.085	1.0	0.1	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.759	blue	1.0	task_switch	color	switch	s568	0
95.077	1.0	0.9	True	89.0	Magnitude	n/a	twobytwo	89.0	0.361	orange	7.0	task_switch	magnitude	switch	s568	0
97.182	1.0	0.1	True	71.0	Magnitude	stay	twobytwo	71.0	0.767	blue	4.0	cue_stay	magnitude	stay	s568	0
100.223	1.0	0.9	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.54	blue	7.0	task_switch	color	switch	s568	0
103.263	1.0	0.9	True	89.0	Orange-Blue	stay	twobytwo	89.0	0.438	orange	8.0	cue_stay	color	stay	s568	0
105.368	1.0	0.1	True	89.0	Color	switch	twobytwo	89.0	0.596	orange	9.0	cue_switch	color	stay	s568	0
108.544	1.0	0.9	True	71.0	Magnitude	n/a	twobytwo	71.0	1.122	orange	3.0	task_switch	magnitude	switch	s568	0
110.649	1.0	0.1	True	71.0	Color	n/a	twobytwo	71.0	0.909	blue	7.0	task_switch	color	switch	s568	0
113.691	1.0	0.9	True	89.0	Magnitude	n/a	twobytwo	89.0	0.49	orange	8.0	task_switch	magnitude	switch	s568	0
116.731	1.0	0.9	True	71.0	Magnitude	stay	twobytwo	71.0	0.717	blue	4.0	cue_stay	magnitude	stay	s568	0
120.18	1.0	0.9	False	89.0	Orange-Blue	n/a	twobytwo	71.0	0.845	orange	6.0	task_switch	color	switch	s568	0
123.083	1.0	0.9	True	89.0	Orange-Blue	stay	twobytwo	89.0	0.497	orange	6.0	cue_stay	color	stay	s568	0
126.124	1.0	0.9	True	71.0	High-Low	n/a	twobytwo	71.0	0.741	orange	2.0	task_switch	magnitude	switch	s568	0
129.164	1.0	0.9	False	71.0	Orange-Blue	n/a	twobytwo	89.0	0.522	blue	6.0	task_switch	color	switch	s568	0
131.404	1.0	0.1	True	71.0	Magnitude	n/a	twobytwo	71.0	0.88	blue	1.0	task_switch	magnitude	switch	s568	0
134.309	1.0	0.9	False	71.0	Color	n/a	twobytwo	89.0	0.81	blue	6.0	task_switch	color	switch	s568	0
137.348	1.0	0.9	True	89.0	Color	stay	twobytwo	89.0	0.342	orange	9.0	cue_stay	color	stay	s568	0
140.253	1.0	0.9	True	71.0	Orange-Blue	switch	twobytwo	71.0	0.596	blue	4.0	cue_switch	color	stay	s568	0
142.492	1.0	0.1	True	71.0	Magnitude	n/a	twobytwo	71.0	0.679	blue	2.0	task_switch	magnitude	switch	s568	0
146.214	1.0	0.9	True	89.0	Magnitude	stay	twobytwo	89.0	0.681	blue	8.0	cue_stay	magnitude	stay	s568	0
149.255	1.0	0.9	True	71.0	Magnitude	stay	twobytwo	71.0	1.212	orange	3.0	cue_stay	magnitude	stay	s568	0
152.16	1.0	0.9	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.74	blue	9.0	task_switch	color	switch	s568	0
154.263	1.0	0.1	True	89.0	Orange-Blue	stay	twobytwo	89.0	0.791	orange	8.0	cue_stay	color	stay	s568	0
156.64	1.0	0.1	True	89.0	Magnitude	n/a	twobytwo	89.0	0.884	orange	8.0	task_switch	magnitude	switch	s568	0
159.543	1.0	0.9	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.565	orange	9.0	task_switch	color	switch	s568	0
161.648	1.0	0.1	True	71.0	Magnitude	n/a	twobytwo	71.0	0.871	blue	1.0	task_switch	magnitude	switch	s568	0
164.552	1.0	0.9	True	71.0	Color	n/a	twobytwo	71.0	0.72	blue	7.0	task_switch	color	switch	s568	0
167.864	1.0	0.9	True	71.0	Color	stay	twobytwo	71.0	0.541	blue	3.0	cue_stay	color	stay	s568	0
170.24	1.0	0.1	True	89.0	High-Low	n/a	twobytwo	89.0	0.949	orange	9.0	task_switch	magnitude	switch	s568	0
173.281	1.0	0.9	True	89.0	Magnitude	switch	twobytwo	89.0	0.531	orange	8.0	cue_switch	magnitude	stay	s568	0
175.385	1.0	0.1	True	71.0	Color	n/a	twobytwo	71.0	0.994	blue	9.0	task_switch	color	switch	s568	0
177.489	1.0	0.1	False	89.0	High-Low	n/a	twobytwo	-1.0	n/a	orange	6.0	task_switch	magnitude	switch	s568	0
179.729	1.0	0.1	False	89.0	Orange-Blue	n/a	twobytwo	71.0	1.022	orange	1.0	task_switch	color	switch	s568	0
181.832	1.0	0.1	True	71.0	High-Low	n/a	twobytwo	71.0	1.317	orange	3.0	task_switch	magnitude	switch	s568	0
184.073	1.0	0.1	True	89.0	High-Low	stay	twobytwo	89.0	0.855	blue	7.0	cue_stay	magnitude	stay	s568	0
187.385	1.0	0.9	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.641	blue	2.0	task_switch	color	switch	s568	0
189.625	1.0	0.1	True	71.0	High-Low	n/a	twobytwo	71.0	1.265	orange	3.0	task_switch	magnitude	switch	s568	0
191.73	1.0	0.1	True	89.0	Orange-Blue	n/a	twobytwo	89.0	1.088	orange	2.0	task_switch	color	switch	s568	0
193.971	1.0	0.1	True	71.0	Orange-Blue	stay	twobytwo	71.0	0.805	blue	6.0	cue_stay	color	stay	s568	0
197.148	1.0	0.9	True	89.0	High-Low	n/a	twobytwo	89.0	0.458	orange	6.0	task_switch	magnitude	switch	s568	0
199.252	1.0	0.1	False	89.0	Orange-Blue	n/a	twobytwo	71.0	0.761	orange	1.0	task_switch	color	switch	s568	0
202.564	1.0	0.9	True	89.0	Color	switch	twobytwo	89.0	0.914	orange	9.0	cue_switch	color	stay	s568	0
205.468	1.0	0.9	True	89.0	High-Low	n/a	twobytwo	89.0	0.533	blue	8.0	task_switch	magnitude	switch	s568	0
207.707	1.0	0.1	True	89.0	Color	n/a	twobytwo	89.0	0.907	orange	9.0	task_switch	color	switch	s568	0
211.021	1.0	0.9	True	71.0	Magnitude	n/a	twobytwo	71.0	0.637	blue	4.0	task_switch	magnitude	switch	s568	0
213.262	1.0	0.1	True	71.0	Orange-Blue	n/a	twobytwo	71.0	1.21	blue	6.0	task_switch	color	switch	s568	0
216.575	1.0	0.9	True	71.0	High-Low	n/a	twobytwo	71.0	0.545	blue	4.0	task_switch	magnitude	switch	s568	0
232.325	1.0	0.1	False	71.0	High-Low	n/a	twobytwo	-1.0	n/a	orange	4.0	task_switch	magnitude	switch	s568	1
234.43	1.0	0.1	True	71.0	High-Low	stay	twobytwo	71.0	0.708	blue	1.0	cue_stay	magnitude	stay	s568	0
236.806	1.0	0.1	True	71.0	Magnitude	switch	twobytwo	71.0	1.18	blue	1.0	cue_switch	magnitude	stay	s568	0
238.91	1.0	0.1	True	71.0	High-Low	switch	twobytwo	71.0	0.611	orange	4.0	cue_switch	magnitude	stay	s568	0
242.086	1.0	0.9	True	71.0	Magnitude	switch	twobytwo	71.0	0.604	blue	3.0	cue_switch	magnitude	stay	s568	0
244.463	1.0	0.1	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.839	blue	3.0	task_switch	color	switch	s568	0
247.52	1.0	0.1	True	71.0	Orange-Blue	stay	twobytwo	71.0	0.79	blue	4.0	cue_stay	color	stay	s568	0
250.305	1.0	0.1	True	89.0	High-Low	n/a	twobytwo	89.0	0.73	orange	8.0	task_switch	magnitude	switch	s568	0
252.546	1.0	0.1	True	89.0	Magnitude	switch	twobytwo	89.0	0.726	blue	8.0	cue_switch	magnitude	stay	s568	0
255.723	1.0	0.9	True	71.0	High-Low	switch	twobytwo	71.0	0.522	orange	2.0	cue_switch	magnitude	stay	s568	0
258.1	1.0	0.1	True	89.0	High-Low	stay	twobytwo	89.0	1.012	orange	6.0	cue_stay	magnitude	stay	s568	0
260.341	1.0	0.1	True	71.0	Orange-Blue	n/a	twobytwo	71.0	1.555	blue	8.0	task_switch	color	switch	s568	0
263.654	1.0	0.9	True	71.0	High-Low	n/a	twobytwo	71.0	0.519	blue	2.0	task_switch	magnitude	switch	s568	0
265.895	1.0	0.1	True	89.0	Magnitude	switch	twobytwo	89.0	0.952	orange	8.0	cue_switch	magnitude	stay	s568	0
268.935	1.0	0.9	False	89.0	Orange-Blue	n/a	twobytwo	71.0	0.619	orange	1.0	task_switch	color	switch	s568	0
271.042	1.0	0.1	True	71.0	Orange-Blue	stay	twobytwo	71.0	0.73	blue	2.0	cue_stay	color	stay	s568	0
273.146	1.0	0.1	True	89.0	Magnitude	n/a	twobytwo	89.0	0.8	orange	9.0	task_switch	magnitude	switch	s568	0
276.05	1.0	0.9	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.45	orange	1.0	task_switch	color	switch	s568	0
278.153	1.0	0.1	True	71.0	Magnitude	n/a	twobytwo	71.0	1.241	orange	4.0	task_switch	magnitude	switch	s568	0
281.058	1.0	0.9	False	89.0	Orange-Blue	n/a	twobytwo	71.0	0.63	orange	3.0	task_switch	color	switch	s568	0
284.235	1.0	0.9	True	71.0	Orange-Blue	stay	twobytwo	71.0	0.561	blue	4.0	cue_stay	color	stay	s568	0
287.547	1.0	0.9	True	89.0	Orange-Blue	stay	twobytwo	89.0	0.349	orange	8.0	cue_stay	color	stay	s568	0
289.651	1.0	0.1	True	71.0	High-Low	n/a	twobytwo	71.0	0.814	blue	4.0	task_switch	magnitude	switch	s568	0
291.891	1.0	0.1	True	89.0	Magnitude	switch	twobytwo	89.0	0.703	blue	7.0	cue_switch	magnitude	stay	s568	0
294.796	1.0	0.9	True	71.0	Magnitude	stay	twobytwo	71.0	0.855	blue	2.0	cue_stay	magnitude	stay	s568	0
297.837	1.0	0.9	True	71.0	Magnitude	stay	twobytwo	71.0	0.615	blue	4.0	cue_stay	magnitude	stay	s568	0
301.285	1.0	0.9	True	89.0	Color	n/a	twobytwo	89.0	0.526	orange	4.0	task_switch	color	switch	s568	0
304.07	1.0	0.1	True	71.0	High-Low	n/a	twobytwo	71.0	1.228	orange	2.0	task_switch	magnitude	switch	s568	0
307.263	1.0	0.1	True	71.0	High-Low	stay	twobytwo	71.0	0.565	orange	2.0	cue_stay	magnitude	stay	s568	0
309.502	1.0	0.1	True	89.0	High-Low	stay	twobytwo	89.0	0.899	orange	6.0	cue_stay	magnitude	stay	s568	0
312.151	1.0	0.1	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.797	blue	2.0	task_switch	color	switch	s568	0
315.055	1.0	0.9	True	71.0	Color	switch	twobytwo	71.0	0.549	blue	7.0	cue_switch	color	stay	s568	0
318.095	1.0	0.9	True	71.0	Magnitude	n/a	twobytwo	71.0	0.771	blue	3.0	task_switch	magnitude	switch	s568	0
320.199	1.0	0.1	True	71.0	Orange-Blue	n/a	twobytwo	71.0	1.224	blue	1.0	task_switch	color	switch	s568	0
323.514	1.0	0.9	True	89.0	High-Low	n/a	twobytwo	89.0	0.62	orange	7.0	task_switch	magnitude	switch	s568	0
325.62	1.0	0.1	True	71.0	High-Low	stay	twobytwo	71.0	0.826	blue	4.0	cue_stay	magnitude	stay	s568	0
328.525	1.0	0.9	True	71.0	Color	n/a	twobytwo	71.0	0.58	blue	7.0	task_switch	color	switch	s568	0
331.429	1.0	0.9	True	89.0	Color	stay	twobytwo	89.0	0.968	orange	8.0	cue_stay	color	stay	s568	0
334.213	1.0	0.1	True	89.0	Orange-Blue	switch	twobytwo	89.0	0.794	orange	9.0	cue_switch	color	stay	s568	0
337.39	1.0	0.9	True	71.0	High-Low	n/a	twobytwo	71.0	0.605	orange	3.0	task_switch	magnitude	switch	s568	0
339.904	1.0	0.1	True	71.0	Orange-Blue	n/a	twobytwo	71.0	1.177	blue	7.0	task_switch	color	switch	s568	0
344.032	1.0	0.9	True	89.0	High-Low	n/a	twobytwo	89.0	0.712	orange	8.0	task_switch	magnitude	switch	s568	0
347.344	1.0	0.9	True	71.0	High-Low	stay	twobytwo	71.0	0.508	blue	4.0	cue_stay	magnitude	stay	s568	0
351.065	1.0	0.9	True	89.0	Color	n/a	twobytwo	89.0	0.419	orange	6.0	task_switch	color	switch	s568	0
354.377	1.0	0.9	True	89.0	Color	stay	twobytwo	89.0	0.461	orange	6.0	cue_stay	color	stay	s568	0
357.418	1.0	0.9	True	71.0	Magnitude	n/a	twobytwo	71.0	0.641	orange	2.0	task_switch	magnitude	switch	s568	0
360.46	1.0	0.9	True	71.0	Color	n/a	twobytwo	71.0	1.048	blue	6.0	task_switch	color	switch	s568	0
362.564	1.0	0.1	True	71.0	High-Low	n/a	twobytwo	71.0	0.837	blue	1.0	task_switch	magnitude	switch	s568	0
365.467	1.0	0.9	False	71.0	Orange-Blue	n/a	twobytwo	-1.0	n/a	blue	6.0	task_switch	color	switch	s568	0
368.644	1.0	0.9	True	89.0	Orange-Blue	stay	twobytwo	89.0	0.47	orange	9.0	cue_stay	color	stay	s568	0
371.956	1.0	0.9	True	71.0	Color	switch	twobytwo	71.0	0.674	blue	4.0	cue_switch	color	stay	s568	0
374.06	1.0	0.1	True	71.0	Magnitude	n/a	twobytwo	71.0	0.95	blue	2.0	task_switch	magnitude	switch	s568	0
377.1	1.0	0.9	True	89.0	Magnitude	stay	twobytwo	89.0	0.669	blue	8.0	cue_stay	magnitude	stay	s568	0
380.005	1.0	0.9	True	71.0	Magnitude	stay	twobytwo	71.0	0.696	orange	3.0	cue_stay	magnitude	stay	s568	0
383.318	1.0	0.9	False	71.0	Orange-Blue	n/a	twobytwo	89.0	0.859	blue	9.0	task_switch	color	switch	s568	0
385.695	1.0	0.1	True	89.0	Orange-Blue	stay	twobytwo	89.0	1.011	orange	8.0	cue_stay	color	stay	s568	0
387.799	1.0	0.1	False	89.0	High-Low	n/a	twobytwo	71.0	0.983	orange	8.0	task_switch	magnitude	switch	s568	0
390.976	1.0	0.9	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.704	orange	9.0	task_switch	color	switch	s568	0
393.079	1.0	0.1	True	71.0	High-Low	n/a	twobytwo	71.0	0.826	blue	1.0	task_switch	magnitude	switch	s568	0
395.984	1.0	0.9	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.546	blue	7.0	task_switch	color	switch	s568	0
399.16	1.0	0.9	True	71.0	Orange-Blue	stay	twobytwo	71.0	0.645	blue	3.0	cue_stay	color	stay	s568	0
401.4	1.0	0.1	True	89.0	High-Low	n/a	twobytwo	89.0	1.022	orange	9.0	task_switch	magnitude	switch	s568	0
404.304	1.0	0.9	True	89.0	Magnitude	switch	twobytwo	89.0	0.551	orange	8.0	cue_switch	magnitude	stay	s568	0
406.408	1.0	0.1	True	71.0	Color	n/a	twobytwo	71.0	0.901	blue	9.0	task_switch	color	switch	s568	0
408.512	1.0	0.1	False	89.0	High-Low	n/a	twobytwo	71.0	0.956	orange	6.0	task_switch	magnitude	switch	s568	0
410.616	1.0	0.1	True	89.0	Color	n/a	twobytwo	89.0	0.791	orange	1.0	task_switch	color	switch	s568	0
412.721	1.0	0.1	True	71.0	Magnitude	n/a	twobytwo	71.0	1.416	orange	3.0	task_switch	magnitude	switch	s568	0
