onset	duration	SS_delay	correct_response	experiment_exp_id	key_press	response_time	stopped	trial_type	worker_id
3.013	0.85	0.3	89.0	stop_signal	89.0	0.566	False	go	s608
5.404	0.85	0.3	71.0	stop_signal	71.0	0.676	False	go	s608
7.93	0.85	0.3	71.0	stop_signal	71.0	0.815	False	stop_failure	s608
10.866	0.85	0.25	71.0	stop_signal	71.0	0.56	False	go	s608
13.392	0.85	0.25	89.0	stop_signal	89.0	0.537	False	go	s608
15.917	0.85	0.25	89.0	stop_signal	71.0	0.761	False	go	s608
18.169	0.85	0.25	71.0	stop_signal	71.0	0.732	False	stop_failure	s608
20.693	0.85	0.2	71.0	stop_signal	71.0	0.695	False	go	s608
23.08	0.85	0.2	71.0	stop_signal	71.0	0.684	False	go	s608
25.333	0.85	0.2	89.0	stop_signal	89.0	0.603	False	go	s608
27.725	0.85	0.2	89.0	stop_signal	89.0	0.53	False	go	s608
29.979	0.85	0.2	89.0	stop_signal	89.0	0.687	False	stop_failure	s608
32.371	0.85	0.15	89.0	stop_signal	89.0	0.548	False	go	s608
34.899	0.85	0.15	71.0	stop_signal	-1.0	n/a	True	stop_success	s608
37.152	0.85	0.2	71.0	stop_signal	-1.0	n/a	True	stop_success	s608
39.541	0.85	0.25	89.0	stop_signal	89.0	0.484	False	go	s608
42.201	0.85	0.25	89.0	stop_signal	89.0	0.696	False	stop_failure	s608
44.454	0.85	0.2	71.0	stop_signal	71.0	0.634	False	go	s608
47.659	0.85	0.2	71.0	stop_signal	71.0	0.512	False	go	s608
50.051	0.85	0.2	89.0	stop_signal	89.0	0.577	False	go	s608
52.439	0.85	0.2	71.0	stop_signal	-1.0	n/a	True	stop_success	s608
54.963	0.85	0.25	89.0	stop_signal	89.0	0.546	False	go	s608
57.22	0.85	0.25	89.0	stop_signal	-1.0	n/a	True	stop_success	s608
59.476	0.85	0.3	89.0	stop_signal	89.0	0.476	False	stop_failure	s608
61.729	0.85	0.25	71.0	stop_signal	71.0	0.616	False	go	s608
64.662	0.85	0.25	89.0	stop_signal	89.0	0.591	False	go	s608
67.188	0.85	0.25	71.0	stop_signal	71.0	0.635	False	go	s608
69.715	0.85	0.25	71.0	stop_signal	71.0	0.889	False	go	s608
71.968	0.85	0.25	71.0	stop_signal	-1.0	n/a	True	stop_success	s608
74.495	0.85	0.3	89.0	stop_signal	-1.0	n/a	True	stop_success	s608
76.747	0.85	0.35	89.0	stop_signal	89.0	0.551	False	go	s608
79.135	0.85	0.35	89.0	stop_signal	89.0	0.659	False	stop_failure	s608
81.388	0.85	0.3	89.0	stop_signal	89.0	0.667	False	go	s608
84.049	0.85	0.3	71.0	stop_signal	71.0	0.669	False	go	s608
86.709	0.85	0.3	89.0	stop_signal	89.0	0.617	False	go	s608
88.96	0.85	0.3	71.0	stop_signal	71.0	0.629	False	go	s608
91.212	0.85	0.3	89.0	stop_signal	89.0	0.805	False	go	s608
93.599	0.85	0.3	89.0	stop_signal	-1.0	n/a	True	stop_success	s608
96.397	0.85	0.35	71.0	stop_signal	71.0	0.629	False	stop_failure	s608
98.789	0.85	0.3	71.0	stop_signal	-1.0	n/a	True	stop_success	s608
101.044	0.85	0.35	71.0	stop_signal	71.0	0.557	False	stop_failure	s608
113.807	0.85	0.3	71.0	stop_signal	71.0	0.665	False	stop_failure	s608
116.061	0.85	0.25	89.0	stop_signal	89.0	0.553	False	go	s608
118.723	0.85	0.25	89.0	stop_signal	89.0	0.598	False	go	s608
121.385	0.85	0.25	71.0	stop_signal	71.0	0.669	False	go	s608
123.637	0.85	0.25	71.0	stop_signal	71.0	0.616	False	go	s608
126.16	0.85	0.25	71.0	stop_signal	71.0	0.706	False	go	s608
128.412	0.85	0.25	89.0	stop_signal	-1.0	n/a	True	stop_success	s608
130.939	0.85	0.3	71.0	stop_signal	71.0	0.621	False	go	s608
133.467	0.85	0.3	89.0	stop_signal	89.0	0.945	False	stop_failure	s608
