onset	duration	choice	experiment_exp_id	key_press	large_amount	later_delay	response_time	small_amount	trial_type	worker_id
3.01	4.0	smaller_sooner	discount_fixed	71	31.0	76.0	1.235	20.0	smaller_sooner	s591
8.329	4.0	larger_later	discount_fixed	89	43.0	19.0	1.496	20.0	larger_later	s591
12.901	4.0	smaller_sooner	discount_fixed	71	60.0	124.0	1.55	20.0	smaller_sooner	s591
17.538	4.0	smaller_sooner	discount_fixed	71	27.0	142.0	1.382	20.0	smaller_sooner	s591
22.448	4.0	smaller_sooner	discount_fixed	71	25.0	70.0	3.362	20.0	smaller_sooner	s591
26.951	4.0	smaller_sooner	discount_fixed	71	44.0	92.0	1.649	20.0	smaller_sooner	s591
31.931	4.0	larger_later	discount_fixed	89	41.0	27.0	1.657	20.0	larger_later	s591
36.842	4.0	larger_later	discount_fixed	89	64.0	89.0	2.271	20.0	larger_later	s591
41.411	4.0	larger_later	discount_fixed	89	78.0	108.0	2.082	20.0	larger_later	s591
45.914	4.0	smaller_sooner	discount_fixed	71	80.0	145.0	2.289	20.0	smaller_sooner	s591
52.12	4.0	smaller_sooner	discount_fixed	71	41.0	174.0	1.118	20.0	smaller_sooner	s591
56.825	4.0	smaller_sooner	discount_fixed	71	42.0	145.0	1.459	20.0	smaller_sooner	s591
61.87	4.0	smaller_sooner	discount_fixed	71	36.0	114.0	1.712	20.0	smaller_sooner	s591
66.918	4.0	larger_later	discount_fixed	89	58.0	55.0	1.307	20.0	larger_later	s591
72.099	4.0	larger_later	discount_fixed	89	81.0	58.0	1.489	20.0	larger_later	s591
77.076	4.0	smaller_sooner	discount_fixed	71	32.0	111.0	1.274	20.0	smaller_sooner	s591
81.85	4.0	smaller_sooner	discount_fixed	71	25.0	141.0	1.124	20.0	smaller_sooner	s591
86.623	4.0	larger_later	discount_fixed	89	67.0	23.0	1.277	20.0	larger_later	s591
91.807	4.0	smaller_sooner	discount_fixed	71	77.0	161.0	2.267	20.0	smaller_sooner	s591
96.989	4.0	smaller_sooner	discount_fixed	71	55.0	163.0	1.6	20.0	smaller_sooner	s591
102.24	4.0	smaller_sooner	discount_fixed	71	40.0	159.0	1.948	20.0	smaller_sooner	s591
106.81	4.0	smaller_sooner	discount_fixed	71	76.0	161.0	1.877	20.0	smaller_sooner	s591
111.314	4.0	larger_later	discount_fixed	89	48.0	128.0	2.108	20.0	larger_later	s591
116.225	4.0	larger_later	discount_fixed	89	39.0	95.0	2.508	20.0	larger_later	s591
120.795	4.0	larger_later	discount_fixed	89	83.0	105.0	1.569	20.0	larger_later	s591
126.999	4.0	larger_later	discount_fixed	89	67.0	41.0	1.479	20.0	larger_later	s591
131.908	4.0	smaller_sooner	discount_fixed	71	56.0	172.0	1.769	20.0	smaller_sooner	s591
137.158	4.0	larger_later	discount_fixed	89	28.0	123.0	1.747	20.0	larger_later	s591
142.206	4.0	smaller_sooner	discount_fixed	71	50.0	129.0	2.516	20.0	smaller_sooner	s591
146.847	4.0	smaller_sooner	discount_fixed	71	23.0	61.0	1.652	20.0	smaller_sooner	s591
151.555	4.0	larger_later	discount_fixed	89	79.0	92.0	1.027	20.0	larger_later	s591
156.193	4.0	smaller_sooner	discount_fixed	71	61.0	141.0	2.036	20.0	smaller_sooner	s591
160.765	4.0	larger_later	discount_fixed	89	43.0	38.0	1.318	20.0	larger_later	s591
165.337	4.0	smaller_sooner	discount_fixed	71	66.0	145.0	2.16	20.0	smaller_sooner	s591
170.248	4.0	larger_later	discount_fixed	89	30.0	23.0	2.441	20.0	larger_later	s591
175.091	4.0	smaller_sooner	discount_fixed	71	32.0	57.0	1.688	20.0	smaller_sooner	s591
180.343	4.0	smaller_sooner	discount_fixed	71	27.0	91.0	1.743	20.0	smaller_sooner	s591
185.119	4.0	smaller_sooner	discount_fixed	71	43.0	120.0	1.555	20.0	smaller_sooner	s591
191.116	4.0	larger_later	discount_fixed	89	75.0	60.0	1.897	20.0	larger_later	s591
196.707	4.0	smaller_sooner	discount_fixed	71	34.0	176.0	1.376	20.0	smaller_sooner	s591
201.278	4.0	larger_later	discount_fixed	89	24.0	38.0	2.263	20.0	larger_later	s591
206.393	4.0	larger_later	discount_fixed	89	82.0	74.0	1.071	20.0	larger_later	s591
212.052	4.0	larger_later	discount_fixed	89	58.0	53.0	2.792	20.0	larger_later	s591
216.626	4.0	larger_later	discount_fixed	89	54.0	23.0	0.975	20.0	larger_later	s591
221.4	4.0	larger_later	discount_fixed	89	41.0	55.0	2.409	20.0	larger_later	s591
226.447	4.0	smaller_sooner	discount_fixed	71	77.0	142.0	2.287	20.0	smaller_sooner	s591
231.291	4.0	smaller_sooner	discount_fixed	71	25.0	108.0	2.403	20.0	smaller_sooner	s591
236.472	4.0	smaller_sooner	discount_fixed	71	33.0	163.0	1.916	20.0	smaller_sooner	s591
241.518	4.0	smaller_sooner	discount_fixed	71	29.0	75.0	1.356	20.0	smaller_sooner	s591
246.498	4.0	smaller_sooner	discount_fixed	71	45.0	157.0	1.441	20.0	smaller_sooner	s591
251.475	4.0	smaller_sooner	discount_fixed	71	31.0	74.0	1.893	20.0	smaller_sooner	s591
256.793	4.0	larger_later	discount_fixed	89	80.0	39.0	1.267	20.0	larger_later	s591
261.294	4.0	smaller_sooner	discount_fixed	71	22.0	21.0	2.293	20.0	smaller_sooner	s591
266.343	4.0	smaller_sooner	discount_fixed	71	52.0	139.0	1.472	20.0	smaller_sooner	s591
271.05	4.0	smaller_sooner	discount_fixed	71	54.0	126.0	1.994	20.0	smaller_sooner	s591
275.895	4.0	smaller_sooner	discount_fixed	71	23.0	176.0	1.704	20.0	smaller_sooner	s591
282.643	4.0	smaller_sooner	discount_fixed	71	24.0	87.0	2.231	20.0	smaller_sooner	s591
287.147	4.0	smaller_sooner	discount_fixed	71	36.0	140.0	1.13	20.0	smaller_sooner	s591
291.719	4.0	smaller_sooner	discount_fixed	71	35.0	171.0	1.272	20.0	smaller_sooner	s591
296.428	4.0	smaller_sooner	discount_fixed	71	34.0	43.0	1.601	20.0	smaller_sooner	s591
301.338	4.0	larger_later	discount_fixed	89	74.0	121.0	2.068	20.0	larger_later	s591
314.421	4.0	smaller_sooner	discount_fixed	71	45.0	107.0	2.273	20.0	smaller_sooner	s591
319.194	4.0	larger_later	discount_fixed	89	77.0	24.0	1.896	20.0	larger_later	s591
323.836	4.0	smaller_sooner	discount_fixed	71	39.0	161.0	1.454	20.0	smaller_sooner	s591
328.406	4.0	smaller_sooner	discount_fixed	71	62.0	180.0	2.34	20.0	smaller_sooner	s591
333.862	4.0	smaller_sooner	discount_fixed	71	24.0	139.0	1.758	20.0	smaller_sooner	s591
339.249	4.0	larger_later	discount_fixed	89	58.0	72.0	2.393	20.0	larger_later	s591
343.819	4.0	smaller_sooner	discount_fixed	71	56.0	93.0	1.444	20.0	smaller_sooner	s591
350.09	4.0	larger_later	discount_fixed	89	45.0	26.0	1.404	20.0	larger_later	s591
355.612	4.0	smaller_sooner	discount_fixed	71	23.0	42.0	1.497	20.0	smaller_sooner	s591
360.184	4.0	larger_later	discount_fixed	89	50.0	41.0	3.139	20.0	larger_later	s591
364.825	4.0	smaller_sooner	discount_fixed	71	25.0	176.0	1.199	20.0	smaller_sooner	s591
369.465	4.0	larger_later	discount_fixed	89	54.0	22.0	2.388	20.0	larger_later	s591
374.582	4.0	smaller_sooner	discount_fixed	71	29.0	44.0	1.949	20.0	smaller_sooner	s591
379.9	4.0	smaller_sooner	discount_fixed	71	24.0	89.0	1.399	20.0	smaller_sooner	s591
384.472	4.0	smaller_sooner	discount_fixed	71	23.0	77.0	1.676	20.0	smaller_sooner	s591
389.041	4.0	smaller_sooner	discount_fixed	71	27.0	130.0	1.306	20.0	smaller_sooner	s591
393.613	4.0	smaller_sooner	discount_fixed	71	23.0	134.0	1.933	20.0	smaller_sooner	s591
398.455	4.0	larger_later	discount_fixed	89	55.0	107.0	2.446	20.0	larger_later	s591
402.958	4.0	smaller_sooner	discount_fixed	71	44.0	143.0	1.259	20.0	smaller_sooner	s591
408.618	4.0	smaller_sooner	discount_fixed	71	23.0	110.0	2.399	20.0	smaller_sooner	s591
413.53	4.0	larger_later	discount_fixed	89	65.0	156.0	1.875	20.0	larger_later	s591
418.17	4.0	smaller_sooner	discount_fixed	71	22.0	27.0	1.015	20.0	smaller_sooner	s591
422.674	4.0	larger_later	discount_fixed	89	50.0	59.0	1.526	20.0	larger_later	s591
427.177	4.0	larger_later	discount_fixed	89	85.0	129.0	1.202	20.0	larger_later	s591
432.29	4.0	larger_later	discount_fixed	89	66.0	58.0	2.876	20.0	larger_later	s591
438.425	4.0	smaller_sooner	discount_fixed	71	49.0	172.0	1.761	20.0	smaller_sooner	s591
443.268	4.0	larger_later	discount_fixed	89	73.0	44.0	1.472	20.0	larger_later	s591
447.841	4.0	larger_later	discount_fixed	89	58.0	73.0	3.636	20.0	larger_later	s591
452.547	4.0	larger_later	discount_fixed	89	71.0	76.0	1.044	20.0	larger_later	s591
458.411	4.0	larger_later	discount_fixed	89	67.0	74.0	1.653	20.0	larger_later	s591
463.048	4.0	smaller_sooner	discount_fixed	71	29.0	58.0	0.976	20.0	smaller_sooner	s591
468.37	4.0	smaller_sooner	discount_fixed	71	39.0	104.0	1.38	20.0	smaller_sooner	s591
473.349	4.0	smaller_sooner	discount_fixed	71	33.0	103.0	1.926	20.0	smaller_sooner	s591
477.922	4.0	smaller_sooner	discount_fixed	71	33.0	78.0	1.554	20.0	smaller_sooner	s591
483.447	4.0	larger_later	discount_fixed	89	74.0	52.0	2.278	20.0	larger_later	s591
489.037	4.0	smaller_sooner	discount_fixed	71	28.0	132.0	1.07	20.0	smaller_sooner	s591
494.834	4.0	smaller_sooner	discount_fixed	71	28.0	59.0	1.59	20.0	smaller_sooner	s591
499.408	4.0	smaller_sooner	discount_fixed	71	28.0	163.0	1.827	20.0	smaller_sooner	s591
504.521	4.0	smaller_sooner	discount_fixed	71	32.0	74.0	2.827	20.0	smaller_sooner	s591
509.024	4.0	larger_later	discount_fixed	89	57.0	89.0	2.7	20.0	larger_later	s591
513.867	4.0	larger_later	discount_fixed	89	70.0	108.0	2.232	20.0	larger_later	s591
518.437	4.0	larger_later	discount_fixed	89	72.0	95.0	1.144	20.0	larger_later	s591
523.823	4.0	smaller_sooner	discount_fixed	71	30.0	36.0	3.175	20.0	smaller_sooner	s591
528.873	4.0	smaller_sooner	discount_fixed	71	41.0	129.0	2.009	20.0	smaller_sooner	s591
533.581	4.0	smaller_sooner	discount_fixed	71	78.0	129.0	3.314	20.0	smaller_sooner	s591
538.493	4.0	larger_later	discount_fixed	89	71.0	88.0	1.255	20.0	larger_later	s591
543.406	4.0	smaller_sooner	discount_fixed	71	65.0	159.0	2.025	20.0	smaller_sooner	s591
548.247	4.0	smaller_sooner	discount_fixed	71	24.0	125.0	1.175	20.0	smaller_sooner	s591
553.36	4.0	larger_later	discount_fixed	89	58.0	36.0	1.043	20.0	larger_later	s591
558.478	4.0	larger_later	discount_fixed	89	63.0	37.0	1.297	20.0	larger_later	s591
563.186	4.0	larger_later	discount_fixed	89	75.0	41.0	1.049	20.0	larger_later	s591
568.029	4.0	smaller_sooner	discount_fixed	71	45.0	72.0	2.382	20.0	smaller_sooner	s591
572.871	4.0	smaller_sooner	discount_fixed	71	25.0	74.0	3.333	20.0	smaller_sooner	s591
579.757	4.0	smaller_sooner	discount_fixed	71	65.0	137.0	2.794	20.0	smaller_sooner	s591
584.326	4.0	smaller_sooner	discount_fixed	71	49.0	140.0	3.065	20.0	smaller_sooner	s591
589.101	4.0	larger_later	discount_fixed	89	67.0	103.0	1.458	20.0	larger_later	s591
596.122	4.0	smaller_sooner	discount_fixed	71	69.0	172.0	2.401	20.0	smaller_sooner	s591
600.83	4.0	larger_later	discount_fixed	89	66.0	71.0	1.174	20.0	larger_later	s591
606.016	4.0	smaller_sooner	discount_fixed	71	71.0	176.0	1.835	20.0	smaller_sooner	s591
