onset	duration	choice	experiment_exp_id	key_press	large_amount	later_delay	response_time	small_amount	trial_type	worker_id
3.009	4.0	smaller_sooner	discount_fixed	71	31.0	76.0	1.379	20.0	smaller_sooner	s497
8.328	4.0	smaller_sooner	discount_fixed	71	43.0	19.0	1.927	20.0	smaller_sooner	s497
12.898	4.0	larger_later	discount_fixed	89	60.0	124.0	2.08	20.0	larger_later	s497
17.536	4.0	smaller_sooner	discount_fixed	71	27.0	142.0	1.36	20.0	smaller_sooner	s497
22.445	4.0	smaller_sooner	discount_fixed	71	25.0	70.0	1.993	20.0	smaller_sooner	s497
26.948	4.0	larger_later	discount_fixed	89	44.0	92.0	1.149	20.0	larger_later	s497
31.926	4.0	larger_later	discount_fixed	89	41.0	27.0	1.844	20.0	larger_later	s497
36.835	4.0	larger_later	discount_fixed	89	64.0	89.0	1.529	20.0	larger_later	s497
41.405	4.0	larger_later	discount_fixed	89	78.0	108.0	1.241	20.0	larger_later	s497
45.907	4.0	larger_later	discount_fixed	89	80.0	145.0	1.61	20.0	larger_later	s497
52.109	4.0	smaller_sooner	discount_fixed	71	41.0	174.0	2.067	20.0	smaller_sooner	s497
56.815	4.0	smaller_sooner	discount_fixed	71	42.0	145.0	1.315	20.0	smaller_sooner	s497
61.862	4.0	smaller_sooner	discount_fixed	71	36.0	114.0	1.144	20.0	smaller_sooner	s497
66.908	4.0	larger_later	discount_fixed	89	58.0	55.0	1.609	20.0	larger_later	s497
72.09	4.0	larger_later	discount_fixed	89	81.0	58.0	2.16	20.0	larger_later	s497
77.069	4.0	smaller_sooner	discount_fixed	71	32.0	111.0	2.672	20.0	smaller_sooner	s497
81.843	4.0	smaller_sooner	discount_fixed	71	25.0	141.0	1.564	20.0	smaller_sooner	s497
86.617	4.0	larger_later	discount_fixed	89	67.0	23.0	1.741	20.0	larger_later	s497
91.8	4.0	larger_later	discount_fixed	89	77.0	161.0	1.664	20.0	larger_later	s497
96.982	4.0	larger_later	discount_fixed	89	55.0	163.0	2.326	20.0	larger_later	s497
102.232	4.0	smaller_sooner	discount_fixed	71	40.0	159.0	3.18	20.0	smaller_sooner	s497
106.802	4.0	larger_later	discount_fixed	89	76.0	161.0	1.248	20.0	larger_later	s497
