onset	duration	SS_delay	correct_response	experiment_exp_id	key_press	response_time	stop_response	stopped	trial_type	worker_id
3.012	0.85	0.15	89.0	motor_selective_stop_signal	89.0	0.562	89.0	False	crit_go	s590
5.667	0.85	0.15	89.0	motor_selective_stop_signal	89.0	0.497	89.0	False	crit_stop_failure	s590
7.923	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.682	89.0	False	noncrit_signal	s590
10.575	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.372	89.0	False	noncrit_nosignal	s590
12.926	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.451	89.0	False	noncrit_nosignal	s590
15.182	0.85	0.1	89.0	motor_selective_stop_signal	89.0	0.637	89.0	False	crit_go	s590
17.433	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.572	89.0	False	noncrit_nosignal	s590
19.684	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.509	89.0	False	noncrit_nosignal	s590
22.039	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.401	89.0	False	noncrit_signal	s590
24.592	0.85	0.1	89.0	motor_selective_stop_signal	89.0	0.364	89.0	False	crit_go	s590
26.945	0.85	0.1	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s590
29.398	0.85	0.15	71.0	motor_selective_stop_signal	71.0	0.395	89.0	False	noncrit_nosignal	s590
31.85	0.85	0.15	89.0	motor_selective_stop_signal	89.0	0.468	89.0	False	crit_stop_failure	s590
34.206	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.48	89.0	False	noncrit_signal	s590
36.461	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.451	89.0	False	noncrit_nosignal	s590
39.016	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.444	89.0	False	noncrit_nosignal	s590
41.572	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.445	89.0	False	noncrit_signal	s590
43.823	0.85	0.1	89.0	motor_selective_stop_signal	89.0	0.74	89.0	False	crit_go	s590
46.076	0.85	0.1	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s590
48.531	0.85	0.15	89.0	motor_selective_stop_signal	89.0	0.551	89.0	False	crit_go	s590
50.884	0.85	0.15	71.0	motor_selective_stop_signal	71.0	0.62	89.0	False	noncrit_nosignal	s590
53.136	0.85	0.15	71.0	motor_selective_stop_signal	71.0	0.36	89.0	False	noncrit_nosignal	s590
56.287	0.85	0.15	89.0	motor_selective_stop_signal	89.0	0.503	89.0	False	crit_go	s590
58.943	0.85	0.15	71.0	motor_selective_stop_signal	71.0	0.779	89.0	False	noncrit_signal	s590
61.197	0.85	0.15	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s590
63.649	0.85	0.2	71.0	motor_selective_stop_signal	71.0	0.474	89.0	False	noncrit_signal	s590
66.503	0.85	0.2	89.0	motor_selective_stop_signal	89.0	0.767	89.0	False	crit_go	s590
68.954	0.85	0.2	89.0	motor_selective_stop_signal	89.0	0.953	89.0	False	crit_go	s590
71.206	0.85	0.2	89.0	motor_selective_stop_signal	89.0	0.838	89.0	False	crit_go	s590
73.459	0.85	0.2	71.0	motor_selective_stop_signal	71.0	0.51	89.0	False	noncrit_signal	s590
76.011	0.85	0.2	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s590
78.262	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.682	89.0	False	crit_go	s590
80.614	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.559	89.0	False	crit_stop_failure	s590
82.97	0.85	0.2	71.0	motor_selective_stop_signal	71.0	0.488	89.0	False	noncrit_nosignal	s590
85.223	0.85	0.2	71.0	motor_selective_stop_signal	71.0	0.4	89.0	False	noncrit_signal	s590
87.575	0.85	0.2	89.0	motor_selective_stop_signal	89.0	0.758	89.0	False	crit_go	s590
89.827	0.85	0.2	89.0	motor_selective_stop_signal	89.0	0.626	89.0	False	crit_go	s590
