onset	duration	planning	condition	current_position	exp_stage	experiment_exp_id	goal_state	key_press	problem_id	response_time	start_state	trial_id	worker_id
-36.898	0.0	0	n/a	n/a	n/a	ward_and_allport	n/a	32.0	n/a	7.736	n/a	instructions	s513
3.007	5.486	1	UA_with_intermediate	1,0,0,2,0,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	71.0	0.0	5.486	1,0,0,2,3,0,0,0,0	to_hand	s513
8.494	1.053	0	UA_with_intermediate	1,0,0,2,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	82.0	0.0	1.053	1,0,0,2,3,0,0,0,0	to_board	s513
9.549	0.512	0	UA_with_intermediate	1,0,0,0,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	71.0	0.0	0.512	1,0,0,2,3,0,0,0,0	to_hand	s513
10.061	0.446	0	UA_with_intermediate	1,2,0,0,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	89.0	0.0	0.446	1,0,0,2,3,0,0,0,0	to_board	s513
10.508	0.432	0	UA_with_intermediate	1,2,0,0,0,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	82.0	0.0	0.432	1,0,0,2,3,0,0,0,0	to_hand	s513
10.942	1.372	0	UA_with_intermediate	1,2,3,0,0,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	89.0	0.0	1.372	1,0,0,2,3,0,0,0,0	to_board	s513
12.318	1.0	0	UA_with_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	0.0	n/a	n/a	feedback	s513
14.819	2.679	1	UA_with_intermediate	1,2,0,0,0,0,0,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	71.0	1.0	2.679	1,2,0,3,0,0,0,0,0	to_hand	s513
17.5	1.813	0	UA_with_intermediate	1,2,0,3,0,0,0,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	71.0	1.0	1.813	1,2,0,3,0,0,0,0,0	to_board	s513
19.315	1.15	0	UA_with_intermediate	1,0,0,3,0,0,0,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	89.0	1.0	1.15	1,2,0,3,0,0,0,0,0	to_hand	s513
20.466	0.394	0	UA_with_intermediate	1,0,0,3,0,0,2,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	82.0	1.0	0.394	1,2,0,3,0,0,0,0,0	to_board	s513
20.862	1.015	0	UA_with_intermediate	1,0,0,0,0,0,2,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	71.0	1.0	1.015	1,2,0,3,0,0,0,0,0	to_hand	s513
21.878	0.3	0	UA_with_intermediate	1,3,0,0,0,0,2,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	89.0	1.0	0.3	1,2,0,3,0,0,0,0,0	to_board	s513
22.179	0.458	0	UA_with_intermediate	1,3,0,0,0,0,0,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	82.0	1.0	0.458	1,2,0,3,0,0,0,0,0	to_hand	s513
22.638	0.334	0	UA_with_intermediate	1,3,2,0,0,0,0,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	89.0	1.0	0.334	1,2,0,3,0,0,0,0,0	to_board	s513
22.975	1.0	0	UA_with_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	1.0	n/a	n/a	feedback	s513
23.975	1.1	0	UA_with_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	1.0	n/a	n/a	ITI	s513
25.077	3.407	1	UA_without_intermediate	0,0,0,1,2,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	82.0	2.0	3.407	0,0,0,1,2,0,3,0,0	to_hand	s513
28.484	0.386	0	UA_without_intermediate	3,0,0,1,2,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	89.0	2.0	0.386	0,0,0,1,2,0,3,0,0	to_board	s513
28.874	0.829	0	UA_without_intermediate	3,0,0,1,0,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	71.0	2.0	0.829	0,0,0,1,2,0,3,0,0	to_hand	s513
29.703	0.26	0	UA_without_intermediate	3,2,0,1,0,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	89.0	2.0	0.26	0,0,0,1,2,0,3,0,0	to_board	s513
29.965	0.587	0	UA_without_intermediate	3,2,0,0,0,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	71.0	2.0	0.587	0,0,0,1,2,0,3,0,0	to_hand	s513
30.553	0.22	0	UA_without_intermediate	3,2,1,0,0,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	89.0	2.0	0.22	0,0,0,1,2,0,3,0,0	to_board	s513
30.776	1.0	0	UA_without_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	2.0	n/a	n/a	feedback	s513
31.776	1.2	0	UA_without_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	2.0	n/a	n/a	ITI	s513
32.977	1.889	1	UA_without_intermediate	0,0,0,1,0,0,3,0,0	practice	ward_and_allport	2,3,1,0,0,0,0,0,0	71.0	3.0	1.889	0,0,0,1,2,0,3,0,0	to_hand	s513
34.867	0.379	0	UA_without_intermediate	2,0,0,1,0,0,3,0,0	practice	ward_and_allport	2,3,1,0,0,0,0,0,0	89.0	3.0	0.379	0,0,0,1,2,0,3,0,0	to_board	s513
35.247	1.44	0	UA_without_intermediate	2,0,0,1,0,0,0,0,0	practice	ward_and_allport	2,3,1,0,0,0,0,0,0	82.0	3.0	1.44	0,0,0,1,2,0,3,0,0	to_hand	s513
36.689	0.373	0	UA_without_intermediate	2,3,0,1,0,0,0,0,0	practice	ward_and_allport	2,3,1,0,0,0,0,0,0	89.0	3.0	0.373	0,0,0,1,2,0,3,0,0	to_board	s513
37.063	0.721	0	UA_without_intermediate	2,3,0,0,0,0,0,0,0	practice	ward_and_allport	2,3,1,0,0,0,0,0,0	71.0	3.0	0.721	0,0,0,1,2,0,3,0,0	to_hand	s513
37.785	0.191	0	UA_without_intermediate	2,3,1,0,0,0,0,0,0	practice	ward_and_allport	2,3,1,0,0,0,0,0,0	89.0	3.0	0.191	0,0,0,1,2,0,3,0,0	to_board	s513
37.979	1.0	0	UA_without_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	3.0	n/a	n/a	feedback	s513
38.979	1.0	0	UA_without_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	3.0	n/a	n/a	ITI	s513
41.984	6.245	1	PA_with_intermediate	1,2,0,0,0,0,0,0,0	test	ward_and_allport	1,3,0,0,0,0,2,0,0	89.0	0.0	6.245	1,2,3,0,0,0,0,0,0	to_hand	s513
48.23	0.623	0	PA_with_intermediate	1,2,0,3,0,0,0,0,0	test	ward_and_allport	1,3,0,0,0,0,2,0,0	71.0	0.0	0.623	1,2,3,0,0,0,0,0,0	to_board	s513
48.855	0.934	0	PA_with_intermediate	1,0,0,3,0,0,0,0,0	test	ward_and_allport	1,3,0,0,0,0,2,0,0	89.0	0.0	0.934	1,2,3,0,0,0,0,0,0	to_hand	s513
49.79	0.307	0	PA_with_intermediate	1,0,0,3,0,0,2,0,0	test	ward_and_allport	1,3,0,0,0,0,2,0,0	82.0	0.0	0.307	1,2,3,0,0,0,0,0,0	to_board	s513
50.099	0.62	0	PA_with_intermediate	1,0,0,0,0,0,2,0,0	test	ward_and_allport	1,3,0,0,0,0,2,0,0	71.0	0.0	0.62	1,2,3,0,0,0,0,0,0	to_hand	s513
50.719	0.211	0	PA_with_intermediate	1,3,0,0,0,0,2,0,0	test	ward_and_allport	1,3,0,0,0,0,2,0,0	89.0	0.0	0.211	1,2,3,0,0,0,0,0,0	to_board	s513
50.934	1.0	0	PA_with_intermediate	n/a	test	ward_and_allport	n/a	-1.0	0.0	n/a	n/a	feedback	s513
