onset	duration	SS_delay	correct_response	experiment_exp_id	key_press	response_time	stop_response	stopped	trial_type	worker_id
3.021	0.85	0.4	89.0	motor_selective_stop_signal	89.0	0.736	89.0	False	crit_go	s644
5.676	0.85	0.4	89.0	motor_selective_stop_signal	89.0	0.747	89.0	False	crit_stop_failure	s644
7.931	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.687	89.0	False	noncrit_signal	s644
10.585	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.541	89.0	False	noncrit_nosignal	s644
12.94	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.73	89.0	False	crit_go	s644
15.195	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.58	89.0	False	noncrit_nosignal	s644
17.451	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.664	89.0	False	crit_go	s644
19.707	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.818	89.0	False	crit_go	s644
22.063	0.85	0.35	71.0	motor_selective_stop_signal	71.0	1.075	89.0	False	noncrit_signal	s644
24.619	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.667	89.0	False	crit_go	s644
26.975	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.541	89.0	False	crit_stop_failure	s644
29.43	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.521	89.0	False	noncrit_nosignal	s644
31.886	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.678	89.0	False	crit_stop_failure	s644
34.243	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.79	89.0	False	noncrit_signal	s644
36.498	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.624	89.0	False	noncrit_nosignal	s644
39.055	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.565	89.0	False	crit_go	s644
41.61	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.683	89.0	False	noncrit_signal	s644
