onset	duration	SS_delay	correct_response	experiment_exp_id	key_press	response_time	stopped	trial_type	worker_id
3.019	0.85	0.3	71.0	stop_signal	71.0	0.566	False	stop_failure	s607
5.275	0.85	0.25	89.0	stop_signal	89.0	0.538	False	go	s607
7.938	0.85	0.25	89.0	stop_signal	71.0	0.557	False	go	s607
10.602	0.85	0.25	89.0	stop_signal	89.0	0.55	False	go	s607
12.855	0.85	0.25	71.0	stop_signal	71.0	0.564	False	go	s607
15.111	0.85	0.25	71.0	stop_signal	71.0	0.57	False	go	s607
17.504	0.85	0.25	89.0	stop_signal	89.0	0.497	False	stop_failure	s607
20.301	0.85	0.2	89.0	stop_signal	71.0	0.4	False	stop_failure	s607
22.694	0.85	0.15	89.0	stop_signal	-1.0	n/a	True	stop_success	s607
24.949	0.85	0.2	71.0	stop_signal	71.0	0.572	False	stop_failure	s607
27.205	0.85	0.15	71.0	stop_signal	-1.0	n/a	True	stop_success	s607
29.458	0.85	0.2	71.0	stop_signal	71.0	0.608	False	go	s607
32.12	0.85	0.2	71.0	stop_signal	71.0	0.58	False	go	s607
34.783	0.85	0.2	89.0	stop_signal	89.0	0.481	False	go	s607
37.037	0.85	0.2	71.0	stop_signal	71.0	0.557	False	go	s607
39.562	0.85	0.2	71.0	stop_signal	71.0	0.587	False	go	s607
41.817	0.85	0.2	71.0	stop_signal	71.0	0.428	False	stop_failure	s607
44.341	0.85	0.15	71.0	stop_signal	71.0	0.427	False	go	s607
46.869	0.85	0.15	89.0	stop_signal	89.0	0.398	False	stop_failure	s607
49.394	0.85	0.1	89.0	stop_signal	-1.0	n/a	True	stop_success	s607
51.786	0.85	0.15	89.0	stop_signal	-1.0	n/a	True	stop_success	s607
54.314	0.85	0.2	89.0	stop_signal	89.0	0.496	False	go	s607
56.839	0.85	0.2	89.0	stop_signal	89.0	0.465	False	go	s607
59.232	0.85	0.2	89.0	stop_signal	89.0	0.653	False	go	s607
61.487	0.85	0.2	89.0	stop_signal	89.0	0.497	False	go	s607
64.015	0.85	0.2	71.0	stop_signal	71.0	0.553	False	go	s607
66.816	0.85	0.2	71.0	stop_signal	71.0	0.432	False	stop_failure	s607
69.341	0.85	0.15	71.0	stop_signal	-1.0	n/a	True	stop_success	s607
71.733	0.85	0.2	89.0	stop_signal	71.0	0.534	False	go	s607
73.989	0.85	0.2	89.0	stop_signal	-1.0	n/a	True	stop_success	s607
76.242	0.85	0.25	71.0	stop_signal	71.0	0.46	False	stop_failure	s607
78.496	0.85	0.2	71.0	stop_signal	71.0	0.449	False	stop_failure	s607
80.752	0.85	0.15	89.0	stop_signal	89.0	0.618	False	go	s607
83.28	0.85	0.15	89.0	stop_signal	89.0	0.51	False	go	s607
85.536	0.85	0.15	89.0	stop_signal	-1.0	n/a	True	stop_success	s607
87.788	0.85	0.2	71.0	stop_signal	71.0	0.505	False	go	s607
90.041	0.85	0.2	71.0	stop_signal	71.0	0.52	False	go	s607
92.294	0.85	0.2	71.0	stop_signal	71.0	0.372	False	go	s607
94.682	0.85	0.2	89.0	stop_signal	89.0	0.559	False	go	s607
96.938	0.85	0.2	89.0	stop_signal	89.0	0.586	False	stop_failure	s607
99.194	0.85	0.15	89.0	stop_signal	89.0	0.484	False	go	s607
111.962	0.85	0.15	71.0	stop_signal	-1.0	n/a	True	stop_success	s607
114.215	0.85	0.2	89.0	stop_signal	-1.0	n/a	True	stop_success	s607
116.743	0.85	0.25	89.0	stop_signal	89.0	0.413	False	go	s607
119.13	0.85	0.25	89.0	stop_signal	89.0	0.472	False	go	s607
121.658	0.85	0.25	71.0	stop_signal	71.0	0.456	False	stop_failure	s607
123.912	0.85	0.2	71.0	stop_signal	71.0	0.536	False	go	s607
126.301	0.85	0.2	89.0	stop_signal	89.0	0.64	False	go	s607
128.693	0.85	0.2	89.0	stop_signal	89.0	0.446	False	go	s607
130.945	0.85	0.2	89.0	stop_signal	89.0	0.575	False	go	s607
133.336	0.85	0.2	71.0	stop_signal	89.0	0.513	False	go	s607
135.724	0.85	0.2	71.0	stop_signal	-1.0	n/a	True	stop_success	s607
138.114	0.85	0.25	71.0	stop_signal	71.0	0.6	False	go	s607
140.778	0.85	0.25	71.0	stop_signal	71.0	0.505	False	go	s607
143.306	0.85	0.25	71.0	stop_signal	-1.0	n/a	True	stop_success	s607
145.56	0.85	0.3	89.0	stop_signal	89.0	0.613	False	stop_failure	s607
148.493	0.85	0.25	71.0	stop_signal	89.0	0.424	False	go	s607
150.746	0.85	0.25	89.0	stop_signal	89.0	0.543	False	go	s607
153.274	0.85	0.25	71.0	stop_signal	-1.0	n/a	True	stop_success	s607
155.526	0.85	0.3	71.0	stop_signal	71.0	0.537	False	go	s607
157.781	0.85	0.3	71.0	stop_signal	71.0	0.504	False	go	s607
160.037	0.85	0.3	71.0	stop_signal	71.0	0.563	False	go	s607
162.293	0.85	0.3	89.0	stop_signal	89.0	0.571	False	go	s607
164.82	0.85	0.3	71.0	stop_signal	71.0	0.549	False	stop_failure	s607
167.888	0.85	0.25	71.0	stop_signal	71.0	0.556	False	stop_failure	s607
170.141	0.85	0.2	71.0	stop_signal	71.0	0.64	False	go	s607
172.53	0.85	0.2	71.0	stop_signal	-1.0	n/a	True	stop_success	s607
174.921	0.85	0.25	71.0	stop_signal	71.0	0.454	False	go	s607
177.449	0.85	0.25	71.0	stop_signal	71.0	0.513	False	go	s607
179.837	0.85	0.25	89.0	stop_signal	89.0	0.604	False	go	s607
182.229	0.85	0.25	89.0	stop_signal	89.0	0.43	False	stop_failure	s607
185.026	0.85	0.2	89.0	stop_signal	89.0	0.467	False	go	s607
187.418	0.85	0.2	71.0	stop_signal	-1.0	n/a	True	stop_success	s607
189.674	0.85	0.25	71.0	stop_signal	-1.0	n/a	True	stop_success	s607
192.2	0.85	0.3	89.0	stop_signal	89.0	0.552	False	stop_failure	s607
194.589	0.85	0.25	71.0	stop_signal	71.0	0.526	False	go	s607
196.981	0.85	0.25	89.0	stop_signal	-1.0	n/a	True	stop_success	s607
199.234	0.85	0.3	71.0	stop_signal	71.0	0.588	False	go	s607
201.626	0.85	0.3	89.0	stop_signal	89.0	0.558	False	go	s607
203.881	0.85	0.3	71.0	stop_signal	71.0	0.464	False	stop_failure	s607
206.133	0.85	0.25	71.0	stop_signal	71.0	0.469	False	go	s607
208.386	0.85	0.25	71.0	stop_signal	71.0	0.453	False	go	s607
210.778	0.85	0.25	89.0	stop_signal	-1.0	n/a	True	stop_success	s607
223.541	0.85	0.3	71.0	stop_signal	71.0	0.579	False	stop_failure	s607
225.794	0.85	0.25	71.0	stop_signal	71.0	0.389	False	stop_failure	s607
228.185	0.85	0.2	89.0	stop_signal	71.0	0.621	False	stop_failure	s607
230.573	0.85	0.15	89.0	stop_signal	89.0	0.838	False	go	s607
232.828	0.85	0.15	71.0	stop_signal	-1.0	n/a	True	stop_success	s607
235.354	0.85	0.2	71.0	stop_signal	71.0	0.454	False	go	s607
237.608	0.85	0.2	71.0	stop_signal	71.0	0.553	False	go	s607
240.0	0.85	0.2	71.0	stop_signal	71.0	0.435	False	go	s607
242.256	0.85	0.2	71.0	stop_signal	-1.0	n/a	True	stop_success	s607
244.509	0.85	0.25	71.0	stop_signal	71.0	0.453	False	go	s607
246.899	0.85	0.25	71.0	stop_signal	71.0	0.432	False	go	s607
249.426	0.85	0.25	89.0	stop_signal	89.0	0.599	False	go	s607
