onset	duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	stim_color	stim_word	trial_type	worker_id
3.511	1.5	incongruent	0.0	71.0	stroop	89	0.675	blue	red	incongruent	s491
5.515	1.5	congruent	1.0	71.0	stroop	71	0.723	blue	blue	congruent	s491
7.519	1.5	incongruent	0.0	89.0	stroop	71	0.862	red	blue	incongruent	s491
9.794	1.5	incongruent	0.0	89.0	stroop	82	0.896	red	green	incongruent	s491
11.801	1.5	congruent	1.0	82.0	stroop	82	0.845	green	green	congruent	s491
13.94	1.5	congruent	1.0	89.0	stroop	89	0.631	red	red	congruent	s491
15.942	1.5	congruent	1.0	82.0	stroop	82	0.705	green	green	congruent	s491
18.082	1.5	congruent	1.0	71.0	stroop	71	0.612	blue	blue	congruent	s491
20.087	1.5	congruent	1.0	71.0	stroop	71	0.666	blue	blue	congruent	s491
22.091	1.5	incongruent	1.0	82.0	stroop	82	1.082	green	blue	incongruent	s491
24.095	1.5	incongruent	1.0	71.0	stroop	71	1.035	blue	green	incongruent	s491
26.371	1.5	incongruent	1.0	89.0	stroop	89	0.897	red	green	incongruent	s491
28.374	1.5	incongruent	1.0	82.0	stroop	82	1.236	green	red	incongruent	s491
30.514	1.5	congruent	1.0	71.0	stroop	71	0.672	blue	blue	congruent	s491
32.925	1.5	incongruent	1.0	89.0	stroop	89	0.845	red	blue	incongruent	s491
35.201	1.5	congruent	1.0	82.0	stroop	82	0.695	green	green	congruent	s491
37.887	1.5	congruent	1.0	82.0	stroop	82	0.702	green	green	congruent	s491
39.89	1.5	congruent	1.0	71.0	stroop	71	0.716	blue	blue	congruent	s491
42.302	1.5	congruent	1.0	89.0	stroop	89	0.75	red	red	congruent	s491
44.441	1.5	incongruent	1.0	89.0	stroop	89	1.422	red	blue	incongruent	s491
47.125	1.5	incongruent	1.0	89.0	stroop	89	0.845	red	green	incongruent	s491
49.128	1.5	incongruent	1.0	89.0	stroop	89	0.647	red	green	incongruent	s491
51.267	1.5	congruent	1.0	89.0	stroop	89	0.69	red	red	congruent	s491
