onset	duration	correct	correct_response	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	response_time	trial_id	worker_id
3.02	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s633
3.527864	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.546	stim	s633
5.634	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s633
6.145	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.588	stim	s633
8.249	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s633
8.761	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.5	stim	s633
10.866	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s633
11.377592	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.622	stim	s633
13.484	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s633
13.995456	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.536	stim	s633
16.1	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s633
16.611592	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.588	stim	s633
18.717	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s633
19.229	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.479	stim	s633
21.334	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s633
21.845592	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.542	stim	s633
23.95	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s633
24.461	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.543	stim	s633
26.566	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s633
27.077592	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.521	stim	s633
29.182	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s633
29.694	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.448	stim	s633
31.799	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s633
32.311	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.876	stim	s633
34.417	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s633
34.927592	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.563	stim	s633
37.033	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s633
37.544864000000004	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.761	stim	s633
39.65	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s633
40.157728000000006	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.766	stim	s633
42.263	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s633
42.774456	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.708	stim	s633
44.88	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s633
45.391728	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.512	stim	s633
47.497	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s633
48.008	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.51	stim	s633
50.114	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s633
50.624592	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.479	stim	s633
52.731	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s633
53.243	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.492	stim	s633
55.347	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s633
55.859	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.705	stim	s633
57.964	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s633
58.475456	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.651	stim	s633
60.583	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s633
61.093591999999994	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.591	stim	s633
63.2	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s633
63.712	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.567	stim	s633
65.816	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s633
66.327864	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.613	stim	s633
68.433	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s633
68.94418399999999	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.548	stim	s633
71.052	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s633
71.562864	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.55	stim	s633
73.669	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s633
74.182	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.64	stim	s633
76.288	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s633
76.796864	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.471	stim	s633
78.902	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s633
79.413864	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.689	stim	s633
81.517	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s633
82.026864	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.593	stim	s633
84.133	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s633
84.641456	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.537	stim	s633
86.747	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s633
87.259	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.703	stim	s633
89.365	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s633
89.876728	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.824	stim	s633
91.981	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s633
92.487	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.416	stim	s633
94.592	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s633
