onset	duration	SS_delay	correct_response	experiment_exp_id	key_press	response_time	stopped	trial_type	worker_id
3.017	0.85	0.3	89.0	stop_signal	-1.0	n/a	True	stop_success	s627
6.087	0.85	0.35	71.0	stop_signal	71.0	0.632	False	stop_failure	s627
8.342	0.85	0.3	71.0	stop_signal	71.0	0.537	False	go	s627
10.731	0.85	0.3	71.0	stop_signal	71.0	0.45	False	stop_failure	s627
13.118	0.85	0.25	89.0	stop_signal	89.0	0.484	False	go	s627
15.641	0.85	0.25	89.0	stop_signal	89.0	0.332	False	go	s627
18.031	0.85	0.25	71.0	stop_signal	71.0	0.417	False	go	s627
20.423	0.85	0.25	89.0	stop_signal	89.0	0.401	False	stop_failure	s627
23.218	0.85	0.2	89.0	stop_signal	71.0	0.492	False	go	s627
25.607	0.85	0.2	71.0	stop_signal	-1.0	n/a	True	stop_success	s627
27.863	0.85	0.25	71.0	stop_signal	71.0	0.439	False	stop_failure	s627
30.389	0.85	0.2	89.0	stop_signal	-1.0	n/a	True	stop_success	s627
32.778	0.85	0.25	89.0	stop_signal	89.0	0.415	False	go	s627
35.168	0.85	0.25	71.0	stop_signal	71.0	0.472	False	stop_failure	s627
37.423	0.85	0.2	71.0	stop_signal	71.0	0.536	False	go	s627
39.815	0.85	0.2	89.0	stop_signal	89.0	0.439	False	go	s627
42.071	0.85	0.2	71.0	stop_signal	-1.0	n/a	True	stop_success	s627
44.327	0.85	0.25	89.0	stop_signal	89.0	0.421	False	go	s627
46.58	0.85	0.25	89.0	stop_signal	89.0	0.401	False	go	s627
48.968	0.85	0.25	71.0	stop_signal	71.0	0.432	False	stop_failure	s627
51.224	0.85	0.2	71.0	stop_signal	-1.0	n/a	True	stop_success	s627
53.477	0.85	0.25	89.0	stop_signal	89.0	0.375	False	stop_failure	s627
55.866	0.85	0.2	89.0	stop_signal	-1.0	n/a	True	stop_success	s627
58.258	0.85	0.25	71.0	stop_signal	71.0	0.393	False	go	s627
60.514	0.85	0.25	89.0	stop_signal	89.0	0.476	False	stop_failure	s627
63.04	0.85	0.2	89.0	stop_signal	89.0	0.492	False	go	s627
65.296	0.85	0.2	89.0	stop_signal	89.0	0.46	False	go	s627
67.688	0.85	0.2	89.0	stop_signal	89.0	0.533	False	go	s627
69.944	0.85	0.2	71.0	stop_signal	-1.0	n/a	True	stop_success	s627
72.197	0.85	0.25	71.0	stop_signal	71.0	0.514	False	go	s627
74.589	0.85	0.25	71.0	stop_signal	71.0	0.443	False	go	s627
77.115	0.85	0.25	89.0	stop_signal	89.0	0.585	False	go	s627
79.507	0.85	0.25	89.0	stop_signal	89.0	0.507	False	go	s627
82.032	0.85	0.25	71.0	stop_signal	71.0	0.477	False	stop_failure	s627
84.966	0.85	0.2	89.0	stop_signal	89.0	0.482	False	go	s627
87.491	0.85	0.2	89.0	stop_signal	89.0	0.583	False	go	s627
90.019	0.85	0.2	71.0	stop_signal	71.0	0.716	False	go	s627
92.275	0.85	0.2	89.0	stop_signal	89.0	0.442	False	stop_failure	s627
94.799	0.85	0.15	89.0	stop_signal	89.0	0.522	False	go	s627
97.187	0.85	0.15	71.0	stop_signal	71.0	0.576	False	go	s627
99.44	0.85	0.15	89.0	stop_signal	89.0	0.46	False	go	s627
112.345	0.85	0.15	71.0	stop_signal	71.0	0.61	False	go	s627
114.597	0.85	0.15	89.0	stop_signal	-1.0	n/a	True	stop_success	s627
116.985	0.85	0.2	71.0	stop_signal	71.0	0.443	False	go	s627
119.513	0.85	0.2	71.0	stop_signal	89.0	0.388	False	stop_failure	s627
121.767	0.85	0.15	89.0	stop_signal	-1.0	n/a	True	stop_success	s627
124.158	0.85	0.2	89.0	stop_signal	89.0	0.56	False	go	s627
126.82	0.85	0.2	89.0	stop_signal	89.0	0.423	False	stop_failure	s627
129.072	0.85	0.15	71.0	stop_signal	71.0	0.422	False	go	s627
132.276	0.85	0.15	71.0	stop_signal	71.0	0.547	False	go	s627
134.668	0.85	0.15	89.0	stop_signal	89.0	0.474	False	go	s627
137.059	0.85	0.15	71.0	stop_signal	-1.0	n/a	True	stop_success	s627
139.584	0.85	0.2	89.0	stop_signal	89.0	0.457	False	go	s627
141.839	0.85	0.2	71.0	stop_signal	-1.0	n/a	True	stop_success	s627
144.095	0.85	0.25	89.0	stop_signal	89.0	0.476	False	stop_failure	s627
146.348	0.85	0.2	71.0	stop_signal	71.0	0.502	False	go	s627
149.284	0.85	0.2	71.0	stop_signal	71.0	0.471	False	go	s627
151.812	0.85	0.2	71.0	stop_signal	71.0	0.461	False	go	s627
154.341	0.85	0.2	71.0	stop_signal	71.0	0.412	False	go	s627
156.595	0.85	0.2	89.0	stop_signal	89.0	0.445	False	stop_failure	s627
159.119	0.85	0.15	71.0	stop_signal	-1.0	n/a	True	stop_success	s627
161.373	0.85	0.2	71.0	stop_signal	71.0	0.428	False	go	s627
163.765	0.85	0.2	71.0	stop_signal	-1.0	n/a	True	stop_success	s627
166.018	0.85	0.25	89.0	stop_signal	89.0	0.587	False	go	s627
168.679	0.85	0.25	89.0	stop_signal	89.0	0.519	False	go	s627
171.344	0.85	0.25	89.0	stop_signal	89.0	0.441	False	go	s627
173.6	0.85	0.25	71.0	stop_signal	71.0	0.567	False	go	s627
