onset	duration	CTI	correct	correct_response	cue	cue_switch	experiment_exp_id	key_press	response_time	stim_color	stim_number	switch_type	task_type	task_switch	worker_id	first_trial_of_block
4.416	1.0	0.9	True	71.0	Magnitude	stay	twobytwo	71.0	0.642	orange	8.0	cue_stay	magnitude	stay	s445	1
8.545	1.0	0.9	True	89.0	Color	n/a	twobytwo	89.0	0.535	orange	6.0	task_switch	color	switch	s445	0
11.858	1.0	0.9	True	71.0	High-Low	n/a	twobytwo	71.0	0.602	orange	9.0	task_switch	magnitude	switch	s445	0
15.579	1.0	0.9	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.395	blue	9.0	task_switch	color	switch	s445	0
18.091	1.0	0.1	True	89.0	Magnitude	n/a	twobytwo	89.0	1.077	blue	2.0	task_switch	magnitude	switch	s445	0
20.331	1.0	0.1	True	71.0	Magnitude	stay	twobytwo	71.0	0.606	orange	8.0	cue_stay	magnitude	stay	s445	0
22.571	1.0	0.1	True	89.0	High-Low	switch	twobytwo	89.0	0.627	orange	3.0	cue_switch	magnitude	stay	s445	0
24.675	1.0	0.1	True	71.0	Magnitude	switch	twobytwo	71.0	0.529	blue	7.0	cue_switch	magnitude	stay	s445	0
26.78	1.0	0.1	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.676	orange	3.0	task_switch	color	switch	s445	0
29.958	1.0	0.9	True	71.0	Magnitude	n/a	twobytwo	71.0	0.519	blue	9.0	task_switch	magnitude	switch	s445	0
32.47	1.0	0.1	False	71.0	Orange-Blue	n/a	twobytwo	89.0	0.646	blue	8.0	task_switch	color	switch	s445	0
35.375	1.0	0.9	True	89.0	Color	switch	twobytwo	89.0	0.489	orange	9.0	cue_switch	color	stay	s445	0
38.416	1.0	0.9	True	89.0	High-Low	n/a	twobytwo	89.0	0.547	orange	3.0	task_switch	magnitude	switch	s445	0
41.32	1.0	0.9	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.422	blue	3.0	task_switch	color	switch	s445	0
44.632	1.0	0.9	True	89.0	Color	switch	twobytwo	89.0	0.47	orange	2.0	cue_switch	color	stay	s445	0
47.009	1.0	0.1	True	71.0	High-Low	n/a	twobytwo	71.0	0.683	orange	9.0	task_switch	magnitude	switch	s445	0
49.114	1.0	0.1	True	71.0	Magnitude	switch	twobytwo	71.0	0.701	orange	6.0	cue_switch	magnitude	stay	s445	0
52.29	1.0	0.9	True	71.0	Color	n/a	twobytwo	71.0	0.389	blue	8.0	task_switch	color	switch	s445	0
55.195	1.0	0.9	True	71.0	High-Low	n/a	twobytwo	71.0	0.596	blue	8.0	task_switch	magnitude	switch	s445	0
58.102	1.0	0.9	True	71.0	High-Low	stay	twobytwo	71.0	0.519	blue	6.0	cue_stay	magnitude	stay	s445	0
60.48	1.0	0.1	True	89.0	Color	n/a	twobytwo	89.0	0.695	orange	3.0	task_switch	color	switch	s445	0
62.719	1.0	0.1	True	89.0	Magnitude	n/a	twobytwo	89.0	0.575	orange	1.0	task_switch	magnitude	switch	s445	0
64.823	1.0	0.1	True	71.0	Magnitude	stay	twobytwo	71.0	0.647	blue	9.0	cue_stay	magnitude	stay	s445	0
67.727	1.0	0.9	True	89.0	Color	n/a	twobytwo	89.0	0.661	orange	2.0	task_switch	color	switch	s445	0
70.631	1.0	0.9	True	71.0	Orange-Blue	switch	twobytwo	71.0	0.58	blue	1.0	cue_switch	color	stay	s445	0
73.536	1.0	0.9	True	71.0	Orange-Blue	stay	twobytwo	71.0	1.132	blue	6.0	cue_stay	color	stay	s445	0
76.44	1.0	0.9	True	89.0	High-Low	n/a	twobytwo	89.0	0.586	blue	4.0	task_switch	magnitude	switch	s445	0
78.68	1.0	0.1	True	71.0	High-Low	stay	twobytwo	71.0	0.944	blue	7.0	cue_stay	magnitude	stay	s445	0
80.784	1.0	0.1	True	71.0	Color	n/a	twobytwo	71.0	0.72	blue	9.0	task_switch	color	switch	s445	0
83.688	1.0	0.9	True	89.0	Orange-Blue	switch	twobytwo	89.0	0.476	orange	8.0	cue_switch	color	stay	s445	0
85.928	1.0	0.1	True	71.0	Color	switch	twobytwo	71.0	0.845	blue	2.0	cue_switch	color	stay	s445	0
88.833	1.0	0.9	True	71.0	Magnitude	n/a	twobytwo	71.0	0.491	blue	8.0	task_switch	magnitude	switch	s445	0
91.874	1.0	0.9	True	71.0	Color	n/a	twobytwo	71.0	0.421	blue	8.0	task_switch	color	switch	s445	0
94.659	1.0	0.1	True	71.0	Color	stay	twobytwo	71.0	0.583	blue	7.0	cue_stay	color	stay	s445	0
97.835	1.0	0.9	True	89.0	Color	stay	twobytwo	89.0	0.533	orange	6.0	cue_stay	color	stay	s445	0
