onset	duration	SS_delay	correct_response	experiment_exp_id	key_press	response_time	stop_response	stopped	trial_type	worker_id
3.012	0.85	0.15	89.0	motor_selective_stop_signal	89.0	0.749	89.0	False	crit_go	s609
5.368	0.85	0.15	89.0	motor_selective_stop_signal	89.0	0.497	89.0	False	crit_go	s609
7.621	0.85	0.15	71.0	motor_selective_stop_signal	71.0	0.536	89.0	False	noncrit_signal	s609
10.073	0.85	0.15	89.0	motor_selective_stop_signal	89.0	0.517	89.0	False	crit_go	s609
12.425	0.85	0.15	71.0	motor_selective_stop_signal	89.0	0.553	89.0	False	noncrit_signal	s609
15.08	0.85	0.15	71.0	motor_selective_stop_signal	71.0	0.53	89.0	False	noncrit_nosignal	s609
17.336	0.85	0.15	89.0	motor_selective_stop_signal	89.0	0.554	89.0	False	crit_stop_failure	s609
19.589	0.85	0.1	89.0	motor_selective_stop_signal	89.0	0.515	89.0	False	crit_go	s609
22.045	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.449	89.0	False	noncrit_nosignal	s609
24.3	0.85	0.1	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s609
26.856	0.85	0.15	89.0	motor_selective_stop_signal	89.0	0.559	89.0	False	crit_go	s609
29.108	0.85	0.15	71.0	motor_selective_stop_signal	71.0	0.452	89.0	False	noncrit_signal	s609
31.46	0.85	0.15	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s609
33.713	0.85	0.2	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s609
36.268	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.732	89.0	False	crit_go	s609
38.82	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.508	89.0	False	crit_go	s609
41.172	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.451	89.0	False	crit_go	s609
43.527	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.434	89.0	False	noncrit_nosignal	s609
45.781	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.449	89.0	False	noncrit_signal	s609
48.237	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.465	89.0	False	crit_go	s609
50.49	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.468	89.0	False	noncrit_signal	s609
