onset	duration	correct	correct_response	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	response_time	trial_id	worker_id
3.014	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s616
3.517864	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.68	stim	s616
5.622	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s616
6.125	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.565	stim	s616
8.229	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s616
8.734	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.642	stim	s616
10.838	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s616
11.341592	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.503	stim	s616
13.446	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s616
13.948456	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.564	stim	s616
16.053	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s616
16.557592	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.482	stim	s616
18.661	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s616
19.165	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.456	stim	s616
21.269	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s616
21.773592	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.523	stim	s616
23.877	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s616
24.385	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.459	stim	s616
26.488	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s616
26.996592	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.424	stim	s616
29.101	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s616
29.608	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.485	stim	s616
31.712	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s616
32.216	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.393	stim	s616
34.32	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s616
34.823592	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.444	stim	s616
36.929	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s616
37.431864000000004	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.406	stim	s616
39.536	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s616
40.040728	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.623	stim	s616
42.145	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s616
42.647456	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.709	stim	s616
44.752	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s616
45.255728000000005	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.412	stim	s616
47.36	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s616
47.864	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.352	stim	s616
49.968	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s616
50.477591999999994	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.411	stim	s616
52.581	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s616
53.086	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.371	stim	s616
55.189	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s616
55.695	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.604	stim	s616
57.8	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s616
58.306456	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.591	stim	s616
60.411	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s616
60.914592	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.522	stim	s616
63.019	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s616
63.523	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.392	stim	s616
65.628	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s616
66.13786400000001	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.314	stim	s616
68.244	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s616
68.749184	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.368	stim	s616
70.854	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s616
71.357864	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.532	stim	s616
73.461	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s616
73.966	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.36	stim	s616
