onset	duration	choice	experiment_exp_id	key_press	large_amount	later_delay	response_time	small_amount	trial_type	worker_id
3.016	4.0	smaller_sooner	discount_fixed	71	67.0	74.0	1.81	20.0	smaller_sooner	s616
7.653	4.0	smaller_sooner	discount_fixed	71	29.0	58.0	2.914	20.0	smaller_sooner	s616
12.974	4.0	smaller_sooner	discount_fixed	71	39.0	104.0	2.538	20.0	smaller_sooner	s616
17.953	4.0	smaller_sooner	discount_fixed	71	33.0	103.0	2.265	20.0	smaller_sooner	s616
22.526	4.0	smaller_sooner	discount_fixed	71	33.0	78.0	2.073	20.0	smaller_sooner	s616
28.048	4.0	larger_later	discount_fixed	89	74.0	52.0	1.801	20.0	larger_later	s616
33.64	4.0	smaller_sooner	discount_fixed	71	28.0	132.0	1.596	20.0	smaller_sooner	s616
39.436	4.0	smaller_sooner	discount_fixed	71	28.0	59.0	2.419	20.0	smaller_sooner	s616
44.006	4.0	smaller_sooner	discount_fixed	71	28.0	163.0	1.19	20.0	smaller_sooner	s616
49.12	4.0	smaller_sooner	discount_fixed	71	32.0	74.0	1.731	20.0	smaller_sooner	s616
53.624	4.0	smaller_sooner	discount_fixed	71	57.0	89.0	2.315	20.0	smaller_sooner	s616
58.465	4.0	larger_later	discount_fixed	89	70.0	108.0	1.985	20.0	larger_later	s616
63.039	4.0	larger_later	discount_fixed	89	72.0	95.0	2.558	20.0	larger_later	s616
68.426	4.0	larger_later	discount_fixed	89	30.0	36.0	2.394	20.0	larger_later	s616
73.474	4.0	smaller_sooner	discount_fixed	71	41.0	129.0	1.045	20.0	smaller_sooner	s616
78.184	4.0	smaller_sooner	discount_fixed	71	78.0	129.0	1.316	20.0	smaller_sooner	s616
83.096	4.0	larger_later	discount_fixed	89	71.0	88.0	1.46	20.0	larger_later	s616
88.006	4.0	smaller_sooner	discount_fixed	71	65.0	159.0	1.269	20.0	smaller_sooner	s616
92.849	4.0	smaller_sooner	discount_fixed	71	24.0	125.0	1.16	20.0	smaller_sooner	s616
97.964	4.0	larger_later	discount_fixed	89	58.0	36.0	1.654	20.0	larger_later	s616
103.081	4.0	larger_later	discount_fixed	89	63.0	37.0	1.168	20.0	larger_later	s616
107.788	4.0	larger_later	discount_fixed	89	75.0	41.0	1.843	20.0	larger_later	s616
112.63	4.0	smaller_sooner	discount_fixed	71	45.0	72.0	2.29	20.0	smaller_sooner	s616
117.476	4.0	smaller_sooner	discount_fixed	71	25.0	74.0	1.329	20.0	smaller_sooner	s616
124.358	4.0	smaller_sooner	discount_fixed	71	65.0	137.0	1.997	20.0	smaller_sooner	s616
128.927	4.0	smaller_sooner	discount_fixed	71	49.0	140.0	0.882	20.0	smaller_sooner	s616
133.702	4.0	smaller_sooner	discount_fixed	71	67.0	103.0	0.818	20.0	smaller_sooner	s616
140.724	4.0	smaller_sooner	discount_fixed	71	69.0	172.0	0.925	20.0	smaller_sooner	s616
145.432	4.0	larger_later	discount_fixed	89	66.0	71.0	2.791	20.0	larger_later	s616
150.613	4.0	smaller_sooner	discount_fixed	71	71.0	176.0	0.742	20.0	smaller_sooner	s616
155.658	4.0	larger_later	discount_fixed	89	31.0	76.0	1.125	20.0	larger_later	s616
160.977	4.0	larger_later	discount_fixed	89	43.0	19.0	1.376	20.0	larger_later	s616
165.549	4.0	smaller_sooner	discount_fixed	71	60.0	124.0	1.265	20.0	smaller_sooner	s616
170.189	4.0	smaller_sooner	discount_fixed	71	27.0	142.0	0.935	20.0	smaller_sooner	s616
175.101	4.0	smaller_sooner	discount_fixed	71	25.0	70.0	1.272	20.0	smaller_sooner	s616
179.604	4.0	smaller_sooner	discount_fixed	71	44.0	92.0	1.562	20.0	smaller_sooner	s616
184.584	4.0	larger_later	discount_fixed	89	41.0	27.0	1.405	20.0	larger_later	s616
189.494	4.0	smaller_sooner	discount_fixed	71	64.0	89.0	2.613	20.0	smaller_sooner	s616
194.064	4.0	smaller_sooner	discount_fixed	71	78.0	108.0	0.844	20.0	smaller_sooner	s616
198.567	4.0	smaller_sooner	discount_fixed	71	80.0	145.0	2.217	20.0	smaller_sooner	s616
204.772	4.0	smaller_sooner	discount_fixed	71	41.0	174.0	0.88	20.0	smaller_sooner	s616
209.477	4.0	smaller_sooner	discount_fixed	71	42.0	145.0	0.919	20.0	smaller_sooner	s616
214.522	4.0	smaller_sooner	discount_fixed	71	36.0	114.0	1.411	20.0	smaller_sooner	s616
219.569	4.0	larger_later	discount_fixed	89	58.0	55.0	0.932	20.0	larger_later	s616
224.754	4.0	larger_later	discount_fixed	89	81.0	58.0	2.053	20.0	larger_later	s616
229.733	4.0	smaller_sooner	discount_fixed	71	32.0	111.0	1.068	20.0	smaller_sooner	s616
234.508	4.0	smaller_sooner	discount_fixed	71	25.0	141.0	0.752	20.0	smaller_sooner	s616
