onset	duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	stim_color	stim_word	trial_type	worker_id
3.518	1.5	incongruent	1.0	71.0	stroop	71	1.174	blue	green	incongruent	s648
5.525	1.5	congruent	1.0	89.0	stroop	89	0.596	red	red	congruent	s648
7.53	1.5	incongruent	1.0	71.0	stroop	71	0.637	blue	green	incongruent	s648
9.804	1.5	incongruent	1.0	89.0	stroop	89	0.728	red	blue	incongruent	s648
11.81	1.5	congruent	1.0	71.0	stroop	71	0.7	blue	blue	congruent	s648
13.953	1.5	congruent	1.0	82.0	stroop	82	0.553	green	green	congruent	s648
15.958	1.5	congruent	1.0	82.0	stroop	82	0.854	green	green	congruent	s648
18.098	1.5	congruent	1.0	71.0	stroop	71	0.785	blue	blue	congruent	s648
20.101	1.5	congruent	1.0	71.0	stroop	71	0.546	blue	blue	congruent	s648
22.103	1.5	incongruent	1.0	89.0	stroop	89	0.596	red	green	incongruent	s648
24.107	1.5	incongruent	1.0	82.0	stroop	82	0.785	green	blue	incongruent	s648
26.385	1.5	incongruent	1.0	82.0	stroop	82	0.679	green	blue	incongruent	s648
28.391	1.5	incongruent	1.0	89.0	stroop	89	0.637	red	green	incongruent	s648
30.534	1.5	congruent	1.0	82.0	stroop	82	0.754	green	green	congruent	s648
32.946	1.5	incongruent	1.0	82.0	stroop	82	0.811	green	blue	incongruent	s648
35.224	1.5	congruent	1.0	89.0	stroop	89	0.615	red	red	congruent	s648
37.908	1.5	congruent	1.0	82.0	stroop	82	0.749	green	green	congruent	s648
39.915	1.5	congruent	1.0	82.0	stroop	82	0.638	green	green	congruent	s648
42.328	1.5	congruent	1.0	89.0	stroop	89	0.602	red	red	congruent	s648
44.47	1.5	incongruent	1.0	82.0	stroop	82	0.69	green	red	incongruent	s648
47.154	1.5	incongruent	1.0	71.0	stroop	71	0.703	blue	red	incongruent	s648
49.16	1.5	incongruent	1.0	82.0	stroop	82	0.7	green	blue	incongruent	s648
51.303	1.5	congruent	1.0	71.0	stroop	71	0.57	blue	blue	congruent	s648
54.258	1.5	incongruent	1.0	82.0	stroop	82	0.977	green	red	incongruent	s648
56.262	1.5	incongruent	1.0	71.0	stroop	71	1.291	blue	red	incongruent	s648
58.536	1.5	incongruent	1.0	89.0	stroop	89	0.613	red	green	incongruent	s648
60.543	1.5	congruent	1.0	82.0	stroop	82	0.714	green	green	congruent	s648
62.547	1.5	congruent	1.0	71.0	stroop	71	0.531	blue	blue	congruent	s648
64.549	1.5	incongruent	1.0	71.0	stroop	71	0.587	blue	green	incongruent	s648
66.551	1.5	congruent	1.0	71.0	stroop	71	0.602	blue	blue	congruent	s648
68.693	1.5	congruent	1.0	82.0	stroop	82	0.897	green	green	congruent	s648
70.696	1.5	incongruent	1.0	82.0	stroop	82	1.42	green	red	incongruent	s648
72.7	1.5	congruent	1.0	71.0	stroop	71	0.719	blue	blue	congruent	s648
74.84	1.5	incongruent	1.0	82.0	stroop	82	0.743	green	red	incongruent	s648
76.843	1.5	incongruent	1.0	82.0	stroop	82	0.961	green	red	incongruent	s648
78.848	1.5	incongruent	1.0	71.0	stroop	71	0.661	blue	green	incongruent	s648
