onset	duration	CTI	correct	correct_response	cue	cue_switch	experiment_exp_id	key_press	response_time	stim_color	stim_number	switch_type	task_type	task_switch	worker_id	first_trial_of_block
3.624	1.0	0.1	True	89.0	Color	stay	twobytwo	89.0	0.809	orange	7.0	cue_stay	color	stay	s588	1
6.005	1.0	0.1	True	71.0	Magnitude	n/a	twobytwo	71.0	0.681	blue	2.0	task_switch	magnitude	switch	s588	0
9.054	1.0	0.9	True	71.0	High-Low	switch	twobytwo	71.0	0.485	blue	3.0	cue_switch	magnitude	stay	s588	0
11.966	1.0	0.9	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.422	orange	2.0	task_switch	color	switch	s588	0
14.875	1.0	0.9	True	71.0	High-Low	n/a	twobytwo	71.0	0.61	orange	2.0	task_switch	magnitude	switch	s588	0
17.123	1.0	0.1	True	71.0	Color	n/a	twobytwo	71.0	0.825	blue	6.0	task_switch	color	switch	s588	0
20.027	1.0	0.9	True	89.0	High-Low	n/a	twobytwo	89.0	0.561	orange	8.0	task_switch	magnitude	switch	s588	0
22.267	1.0	0.1	True	71.0	High-Low	stay	twobytwo	71.0	0.706	blue	3.0	cue_stay	magnitude	stay	s588	0
25.58	1.0	0.9	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.445	blue	7.0	task_switch	color	switch	s588	0
27.828	1.0	0.1	False	71.0	High-Low	n/a	twobytwo	89.0	0.865	blue	1.0	task_switch	magnitude	switch	s588	0
29.934	1.0	0.1	True	71.0	Color	n/a	twobytwo	71.0	1.248	blue	8.0	task_switch	color	switch	s588	0
32.979	1.0	0.9	True	71.0	Color	stay	twobytwo	71.0	0.48	blue	1.0	cue_stay	color	stay	s588	0
36.159	1.0	0.9	True	71.0	Magnitude	n/a	twobytwo	71.0	0.7	orange	2.0	task_switch	magnitude	switch	s588	0
39.068	1.0	0.9	True	89.0	Color	n/a	twobytwo	89.0	0.489	orange	6.0	task_switch	color	switch	s588	0
41.588	1.0	0.1	True	89.0	Orange-Blue	switch	twobytwo	89.0	0.902	orange	2.0	cue_switch	color	stay	s588	0
43.692	1.0	0.1	False	89.0	High-Low	n/a	twobytwo	71.0	0.908	blue	6.0	task_switch	magnitude	switch	s588	0
46.732	1.0	0.9	True	71.0	Color	n/a	twobytwo	71.0	0.493	blue	7.0	task_switch	color	switch	s588	0
49.245	1.0	0.1	True	71.0	Magnitude	n/a	twobytwo	71.0	0.931	orange	1.0	task_switch	magnitude	switch	s588	0
51.485	1.0	0.1	True	89.0	Color	n/a	twobytwo	89.0	0.725	orange	7.0	task_switch	color	switch	s588	0
54.002	1.0	0.1	True	71.0	Magnitude	n/a	twobytwo	71.0	0.755	orange	3.0	task_switch	magnitude	switch	s588	0
57.05	1.0	0.9	True	71.0	High-Low	switch	twobytwo	71.0	0.513	orange	3.0	cue_switch	magnitude	stay	s588	0
