onset	duration	correct	correct_response	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	response_time	trial_id	worker_id
3.009	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s642
3.513864	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.586	stim	s642
5.617	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s642
6.122	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.963	stim	s642
8.224	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s642
8.729	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.511	stim	s642
10.832	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s642
11.336592000000001	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.589	stim	s642
13.44	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s642
13.944456	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.813	stim	s642
16.047	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s642
16.552592	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.549	stim	s642
18.655	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s642
19.16	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.573	stim	s642
21.263	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s642
21.766592	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.52	stim	s642
23.87	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s642
24.375	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	1.132	stim	s642
26.478	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s642
26.982592	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.839	stim	s642
29.086	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s642
29.591	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.593	stim	s642
31.693	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s642
32.199	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.864	stim	s642
34.3	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s642
34.804592	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.558	stim	s642
36.908	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s642
37.412864	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.621	stim	s642
