onset	duration	CTI	correct	correct_response	cue	cue_switch	experiment_exp_id	key_press	response_time	stim_color	stim_number	switch_type	task_type	task_switch	worker_id	first_trial_of_block
3.615	1.0	0.1	True	71.0	Color	n/a	twobytwo	71.0	0.637	orange	6.0	task_switch	color	switch	s639	1
5.857	1.0	0.1	True	71.0	Color	stay	twobytwo	71.0	0.727	orange	8.0	cue_stay	color	stay	s639	0
8.641	1.0	0.1	True	71.0	Orange-Blue	switch	twobytwo	71.0	1.062	orange	6.0	cue_switch	color	stay	s639	0
11.292	1.0	0.1	True	89.0	Color	switch	twobytwo	89.0	0.707	blue	8.0	cue_switch	color	stay	s639	0
14.469	1.0	0.9	True	71.0	Orange-Blue	switch	twobytwo	71.0	0.407	orange	7.0	cue_switch	color	stay	s639	0
16.846	1.0	0.1	False	89.0	High-Low	n/a	twobytwo	71.0	0.737	orange	2.0	task_switch	magnitude	switch	s639	0
19.359	1.0	0.1	True	89.0	High-Low	stay	twobytwo	89.0	0.944	orange	4.0	cue_stay	magnitude	stay	s639	0
22.4	1.0	0.9	True	89.0	Color	n/a	twobytwo	89.0	0.332	blue	7.0	task_switch	color	switch	s639	0
25.578	1.0	0.9	True	89.0	Orange-Blue	switch	twobytwo	89.0	0.368	blue	4.0	cue_switch	color	stay	s639	0
27.682	1.0	0.1	True	89.0	Color	switch	twobytwo	89.0	0.678	blue	7.0	cue_switch	color	stay	s639	0
29.922	1.0	0.1	True	71.0	Color	stay	twobytwo	71.0	0.627	orange	3.0	cue_stay	color	stay	s639	0
32.299	1.0	0.1	True	71.0	High-Low	n/a	twobytwo	71.0	0.618	blue	7.0	task_switch	magnitude	switch	s639	0
34.404	1.0	0.1	False	71.0	Color	n/a	twobytwo	89.0	0.647	orange	4.0	task_switch	color	switch	s639	0
37.19	1.0	0.1	True	89.0	Orange-Blue	switch	twobytwo	89.0	0.896	blue	6.0	cue_switch	color	stay	s639	0
40.096	1.0	0.9	True	89.0	Magnitude	n/a	twobytwo	89.0	0.916	blue	4.0	task_switch	magnitude	switch	s639	0
43.001	1.0	0.9	True	89.0	Magnitude	stay	twobytwo	89.0	0.566	orange	4.0	cue_stay	magnitude	stay	s639	0
45.906	1.0	0.9	True	89.0	Color	n/a	twobytwo	89.0	0.564	blue	6.0	task_switch	color	switch	s639	0
49.084	1.0	0.9	True	89.0	Magnitude	n/a	twobytwo	89.0	0.455	orange	4.0	task_switch	magnitude	switch	s639	0
51.989	1.0	0.9	True	89.0	Color	n/a	twobytwo	89.0	0.596	blue	1.0	task_switch	color	switch	s639	0
54.094	1.0	0.1	True	89.0	High-Low	n/a	twobytwo	89.0	1.009	orange	2.0	task_switch	magnitude	switch	s639	0
56.199	1.0	0.1	True	89.0	High-Low	stay	twobytwo	89.0	0.585	orange	2.0	cue_stay	magnitude	stay	s639	0
59.785	1.0	0.9	True	89.0	High-Low	stay	twobytwo	89.0	0.533	blue	3.0	cue_stay	magnitude	stay	s639	0
61.887	1.0	0.1	True	89.0	Color	n/a	twobytwo	89.0	0.858	blue	3.0	task_switch	color	switch	s639	0
64.928	1.0	0.9	True	71.0	Orange-Blue	switch	twobytwo	71.0	0.348	orange	2.0	cue_switch	color	stay	s639	0
67.441	1.0	0.1	True	89.0	Orange-Blue	stay	twobytwo	89.0	0.698	blue	7.0	cue_stay	color	stay	s639	0
70.482	1.0	0.9	True	89.0	Orange-Blue	stay	twobytwo	89.0	0.873	blue	7.0	cue_stay	color	stay	s639	0
72.588	1.0	0.1	True	71.0	High-Low	n/a	twobytwo	71.0	1.155	orange	9.0	task_switch	magnitude	switch	s639	0
75.493	1.0	0.9	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.821	blue	6.0	task_switch	color	switch	s639	0
