onset	duration	SS_delay	correct_response	experiment_exp_id	key_press	response_time	stopped	trial_type	worker_id
3.009	0.85	0.4	89.0	stop_signal	89.0	0.65	False	stop_failure	s639
6.078	0.85	0.35	89.0	stop_signal	89.0	0.539	False	stop_failure	s639
8.331	0.85	0.3	71.0	stop_signal	71.0	0.841	False	go	s639
10.719	0.85	0.3	89.0	stop_signal	89.0	0.461	False	stop_failure	s639
13.107	0.85	0.25	71.0	stop_signal	71.0	0.432	False	go	s639
15.631	0.85	0.25	71.0	stop_signal	71.0	0.495	False	go	s639
18.02	0.85	0.25	89.0	stop_signal	89.0	0.515	False	go	s639
20.409	0.85	0.25	71.0	stop_signal	71.0	0.573	False	stop_failure	s639
23.205	0.85	0.2	71.0	stop_signal	71.0	0.584	False	go	s639
25.594	0.85	0.2	89.0	stop_signal	-1.0	n/a	True	stop_success	s639
27.847	0.85	0.25	71.0	stop_signal	-1.0	n/a	True	stop_success	s639
30.372	0.85	0.3	71.0	stop_signal	71.0	0.344	False	stop_failure	s639
32.761	0.85	0.25	71.0	stop_signal	71.0	0.372	False	go	s639
35.149	0.85	0.25	71.0	stop_signal	71.0	0.424	False	stop_failure	s639
37.401	0.85	0.2	89.0	stop_signal	89.0	0.471	False	go	s639
39.789	0.85	0.2	89.0	stop_signal	89.0	0.395	False	go	s639
42.041	0.85	0.2	89.0	stop_signal	71.0	0.356	False	stop_failure	s639
44.293	0.85	0.15	89.0	stop_signal	89.0	0.551	False	go	s639
46.546	0.85	0.15	89.0	stop_signal	89.0	0.662	False	go	s639
48.935	0.85	0.15	89.0	stop_signal	71.0	0.358	False	stop_failure	s639
51.187	0.85	0.1	89.0	stop_signal	-1.0	n/a	True	stop_success	s639
53.44	0.85	0.15	89.0	stop_signal	-1.0	n/a	True	stop_success	s639
55.829	0.85	0.2	71.0	stop_signal	-1.0	n/a	True	stop_success	s639
58.217	0.85	0.25	71.0	stop_signal	71.0	0.505	False	go	s639
60.47	0.85	0.25	71.0	stop_signal	71.0	0.492	False	stop_failure	s639
62.994	0.85	0.2	89.0	stop_signal	89.0	0.566	False	go	s639
65.247	0.85	0.2	89.0	stop_signal	89.0	0.39	False	go	s639
67.636	0.85	0.2	89.0	stop_signal	89.0	0.42	False	go	s639
69.889	0.85	0.2	89.0	stop_signal	89.0	0.544	False	stop_failure	s639
72.141	0.85	0.15	89.0	stop_signal	89.0	0.602	False	go	s639
74.529	0.85	0.15	89.0	stop_signal	89.0	0.487	False	go	s639
77.054	0.85	0.15	71.0	stop_signal	71.0	0.49	False	go	s639
79.443	0.85	0.15	89.0	stop_signal	89.0	0.487	False	go	s639
81.967	0.85	0.15	89.0	stop_signal	-1.0	n/a	True	stop_success	s639
84.9	0.85	0.2	89.0	stop_signal	89.0	0.538	False	go	s639
87.425	0.85	0.2	71.0	stop_signal	71.0	0.421	False	go	s639
89.949	0.85	0.2	71.0	stop_signal	71.0	0.686	False	go	s639
92.201	0.85	0.2	71.0	stop_signal	71.0	0.562	False	stop_failure	s639
94.726	0.85	0.15	89.0	stop_signal	89.0	0.5	False	go	s639
97.115	0.85	0.15	89.0	stop_signal	89.0	0.508	False	go	s639
99.367	0.85	0.15	89.0	stop_signal	71.0	0.61	False	go	s639
112.263	0.85	0.15	71.0	stop_signal	71.0	0.559	False	go	s639
114.516	0.85	0.15	71.0	stop_signal	71.0	0.372	False	stop_failure	s639
116.904	0.85	0.1	71.0	stop_signal	71.0	0.381	False	go	s639
119.429	0.85	0.1	89.0	stop_signal	89.0	0.413	False	stop_failure	s639
