onset	duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	stim_color	stim_word	trial_type	worker_id
3.526	1.5	incongruent	1.0	71.0	stroop	71	1.019	blue	red	incongruent	s606
5.804	1.5	incongruent	1.0	71.0	stroop	71	0.669	blue	red	incongruent	s606
7.81	1.5	congruent	1.0	89.0	stroop	89	0.649	red	red	congruent	s606
9.816	1.5	congruent	1.0	89.0	stroop	89	0.686	red	red	congruent	s606
11.817	1.5	incongruent	1.0	82.0	stroop	82	0.713	green	red	incongruent	s606
13.823	1.5	congruent	1.0	71.0	stroop	71	0.537	blue	blue	congruent	s606
15.966	1.5	congruent	1.0	89.0	stroop	89	0.563	red	red	congruent	s606
17.972	1.5	incongruent	1.0	82.0	stroop	82	0.696	green	blue	incongruent	s606
19.977	1.5	congruent	1.0	71.0	stroop	71	0.676	blue	blue	congruent	s606
22.115	1.5	incongruent	1.0	82.0	stroop	82	0.855	green	blue	incongruent	s606
24.121	1.5	incongruent	1.0	71.0	stroop	71	0.701	blue	red	incongruent	s606
26.127	1.5	incongruent	1.0	89.0	stroop	89	0.698	red	blue	incongruent	s606
28.268	1.5	congruent	1.0	82.0	stroop	82	0.746	green	green	congruent	s606
30.408	1.5	congruent	1.0	71.0	stroop	71	0.669	blue	blue	congruent	s606
32.681	1.5	incongruent	1.0	82.0	stroop	82	0.88	green	red	incongruent	s606
35.367	1.5	congruent	1.0	82.0	stroop	82	0.671	green	green	congruent	s606
37.373	1.5	congruent	1.0	82.0	stroop	82	0.675	green	green	congruent	s606
39.374	1.5	incongruent	1.0	71.0	stroop	71	0.67	blue	green	incongruent	s606
41.652	1.5	incongruent	1.0	89.0	stroop	89	0.691	red	blue	incongruent	s606
43.658	1.5	congruent	1.0	82.0	stroop	82	0.7	green	green	congruent	s606
45.664	1.5	incongruent	1.0	71.0	stroop	71	0.659	blue	green	incongruent	s606
47.666	1.5	incongruent	1.0	71.0	stroop	71	0.748	blue	red	incongruent	s606
49.668	1.5	incongruent	1.0	82.0	stroop	82	0.721	green	blue	incongruent	s606
51.673	1.5	incongruent	1.0	89.0	stroop	89	0.68	red	green	incongruent	s606
53.679	1.5	congruent	1.0	82.0	stroop	82	0.94	green	green	congruent	s606
55.956	1.5	incongruent	1.0	71.0	stroop	71	0.894	blue	green	incongruent	s606
57.962	1.5	congruent	1.0	71.0	stroop	71	0.791	blue	blue	congruent	s606
60.376	1.5	congruent	1.0	89.0	stroop	89	0.503	red	red	congruent	s606
62.381	1.5	congruent	1.0	89.0	stroop	89	0.677	red	red	congruent	s606
64.522	1.5	congruent	1.0	71.0	stroop	71	0.644	blue	blue	congruent	s606
66.525	1.5	congruent	1.0	82.0	stroop	82	0.936	green	green	congruent	s606
68.531	1.5	incongruent	1.0	71.0	stroop	71	0.593	blue	green	incongruent	s606
70.532	1.5	congruent	1.0	71.0	stroop	71	0.771	blue	blue	congruent	s606
72.809	1.5	incongruent	1.0	82.0	stroop	82	0.717	green	red	incongruent	s606
74.81	1.5	incongruent	1.0	71.0	stroop	71	0.78	blue	red	incongruent	s606
77.089	1.5	incongruent	1.0	89.0	stroop	89	0.614	red	blue	incongruent	s606
79.362	1.5	incongruent	1.0	89.0	stroop	89	0.658	red	blue	incongruent	s606
81.368	1.5	congruent	0.0	82.0	stroop	71	0.776	green	green	congruent	s606
84.051	1.5	incongruent	1.0	82.0	stroop	82	0.597	green	blue	incongruent	s606
86.057	1.5	congruent	1.0	82.0	stroop	82	0.749	green	green	congruent	s606
88.335	1.5	congruent	1.0	71.0	stroop	71	0.586	blue	blue	congruent	s606
90.341	1.5	congruent	1.0	82.0	stroop	82	0.646	green	green	congruent	s606
92.346	1.5	incongruent	1.0	89.0	stroop	89	0.681	red	green	incongruent	s606
94.621	1.5	congruent	1.0	89.0	stroop	89	0.692	red	red	congruent	s606
96.76	1.5	congruent	1.0	89.0	stroop	89	0.625	red	red	congruent	s606
99.31	1.5	incongruent	1.0	82.0	stroop	82	0.781	green	red	incongruent	s606
101.724	1.5	incongruent	1.0	82.0	stroop	82	0.635	green	blue	incongruent	s606
103.726	1.5	incongruent	1.0	71.0	stroop	71	0.69	blue	red	incongruent	s606
105.729	1.5	incongruent	1.0	89.0	stroop	89	0.723	red	blue	incongruent	s606
107.734	1.5	congruent	1.0	89.0	stroop	89	0.58	red	red	congruent	s606
110.282	1.5	congruent	1.0	89.0	stroop	89	0.595	red	red	congruent	s606
112.42	1.5	congruent	1.0	82.0	stroop	82	0.66	green	green	congruent	s606
114.426	1.5	congruent	1.0	89.0	stroop	89	0.662	red	red	congruent	s606
116.428	1.5	congruent	1.0	82.0	stroop	82	1.145	green	green	congruent	s606
118.707	1.5	incongruent	0.0	89.0	stroop	71	0.937	red	blue	incongruent	s606
120.713	1.5	congruent	1.0	71.0	stroop	71	1.035	blue	blue	congruent	s606
122.717	1.5	incongruent	1.0	89.0	stroop	89	0.495	red	blue	incongruent	s606
124.859	1.5	incongruent	1.0	89.0	stroop	89	0.685	red	green	incongruent	s606
126.86	1.5	incongruent	1.0	71.0	stroop	71	0.811	blue	green	incongruent	s606
129.136	1.5	congruent	1.0	71.0	stroop	71	0.607	blue	blue	congruent	s606
131.278	1.5	incongruent	1.0	82.0	stroop	82	0.905	green	blue	incongruent	s606
