onset	duration	SS_delay	correct_response	experiment_exp_id	key_press	response_time	stop_response	stopped	trial_type	worker_id
3.013	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.695	71.0	False	crit_go	s589
5.368	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.555	71.0	False	crit_go	s589
7.621	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.639	71.0	False	noncrit_signal	s589
10.073	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.727	71.0	False	crit_go	s589
12.425	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.685	71.0	False	noncrit_signal	s589
15.08	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.501	71.0	False	noncrit_nosignal	s589
17.332	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.8	71.0	False	crit_stop_failure	s589
19.585	0.85	0.2	89.0	motor_selective_stop_signal	89.0	0.521	71.0	False	noncrit_nosignal	s589
22.036	0.85	0.2	71.0	motor_selective_stop_signal	71.0	0.64	71.0	False	crit_go	s589
24.29	0.85	0.2	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s589
26.846	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.552	71.0	False	noncrit_nosignal	s589
29.098	0.85	0.25	89.0	motor_selective_stop_signal	89.0	1.626	71.0	False	noncrit_signal	s589
31.45	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.707	71.0	False	crit_stop_failure	s589
33.703	0.85	0.2	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s589
36.257	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.738	71.0	False	crit_go	s589
38.81	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.74	71.0	False	noncrit_nosignal	s589
41.164	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.446	71.0	False	noncrit_nosignal	s589
43.519	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.47	71.0	False	noncrit_nosignal	s589
45.772	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.468	71.0	False	noncrit_signal	s589
48.228	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.601	71.0	False	noncrit_nosignal	s589
50.481	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.669	71.0	False	noncrit_signal	s589
52.933	0.85	0.25	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s589
55.586	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.732	71.0	False	crit_go	s589
58.04	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.724	71.0	False	crit_go	s589
60.394	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.796	71.0	False	noncrit_signal	s589
62.649	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.746	71.0	False	crit_go	s589
65.2	0.85	0.3	89.0	motor_selective_stop_signal	71.0	0.79	71.0	False	noncrit_nosignal	s589
67.456	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.713	71.0	False	noncrit_nosignal	s589
69.708	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.883	71.0	False	noncrit_nosignal	s589
72.064	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.752	71.0	False	crit_go	s589
74.32	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.587	71.0	False	noncrit_signal	s589
76.972	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.573	71.0	False	noncrit_signal	s589
79.325	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.754	71.0	False	crit_go	s589
81.777	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.79	71.0	False	noncrit_signal	s589
84.129	0.85	0.3	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s589
86.383	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.567	71.0	False	noncrit_nosignal	s589
88.635	0.85	0.35	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s589
90.887	0.85	0.4	71.0	motor_selective_stop_signal	71.0	0.599	71.0	False	crit_go	s589
93.143	0.85	0.4	71.0	motor_selective_stop_signal	71.0	0.701	71.0	False	crit_stop_failure	s589
95.496	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.565	71.0	False	noncrit_nosignal	s589
98.847	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.769	71.0	False	crit_go	s589
101.399	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.534	71.0	False	crit_stop_failure	s589
104.151	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.613	71.0	False	noncrit_nosignal	s589
106.907	0.85	0.3	89.0	motor_selective_stop_signal	89.0	1.108	71.0	False	noncrit_nosignal	s589
109.561	0.85	0.3	71.0	motor_selective_stop_signal	71.0	1.011	71.0	False	crit_stop_failure	s589
112.012	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.912	71.0	False	noncrit_nosignal	s589
114.267	0.85	0.25	71.0	motor_selective_stop_signal	89.0	0.654	71.0	False	crit_go	s589
116.622	0.85	0.25	89.0	motor_selective_stop_signal	71.0	1.319	71.0	False	noncrit_nosignal	s589
119.074	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.711	71.0	False	crit_go	s589
122.125	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.604	71.0	False	crit_go	s589
134.989	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.737	71.0	False	noncrit_signal	s589
137.24	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.65	71.0	False	noncrit_nosignal	s589
139.592	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.663	71.0	False	noncrit_nosignal	s589
141.945	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.827	71.0	False	noncrit_nosignal	s589
144.298	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.598	71.0	False	noncrit_signal	s589
146.655	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.513	71.0	False	noncrit_nosignal	s589
149.01	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.644	71.0	False	crit_go	s589
151.262	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.521	71.0	False	crit_stop_failure	s589
153.615	0.85	0.2	71.0	motor_selective_stop_signal	71.0	0.635	71.0	False	crit_go	s589
156.068	0.85	0.2	71.0	motor_selective_stop_signal	71.0	0.642	71.0	False	crit_go	s589
158.421	0.85	0.2	89.0	motor_selective_stop_signal	89.0	0.541	71.0	False	noncrit_nosignal	s589
