onset	duration	choice	experiment_exp_id	key_press	large_amount	later_delay	response_time	small_amount	trial_type	worker_id
3.01	4.0	larger_later	discount_fixed	89	74.0	121.0	1.1	20.0	larger_later	s589
7.58	4.0	larger_later	discount_fixed	89	45.0	107.0	1.337	20.0	larger_later	s589
12.356	4.0	larger_later	discount_fixed	89	77.0	24.0	1.144	20.0	larger_later	s589
16.994	4.0	smaller_sooner	discount_fixed	71	39.0	161.0	1.965	20.0	smaller_sooner	s589
21.566	4.0	larger_later	discount_fixed	89	62.0	180.0	2.173	20.0	larger_later	s589
27.022	4.0	smaller_sooner	discount_fixed	71	24.0	139.0	1.186	20.0	smaller_sooner	s589
32.409	4.0	larger_later	discount_fixed	89	58.0	72.0	1.483	20.0	larger_later	s589
36.981	4.0	larger_later	discount_fixed	89	56.0	93.0	1.658	20.0	larger_later	s589
43.254	4.0	larger_later	discount_fixed	89	45.0	26.0	1.125	20.0	larger_later	s589
48.777	4.0	smaller_sooner	discount_fixed	71	23.0	42.0	1.515	20.0	smaller_sooner	s589
53.35	4.0	larger_later	discount_fixed	89	50.0	41.0	2.417	20.0	larger_later	s589
57.99	4.0	smaller_sooner	discount_fixed	71	25.0	176.0	1.299	20.0	smaller_sooner	s589
62.628	4.0	larger_later	discount_fixed	89	54.0	22.0	1.262	20.0	larger_later	s589
67.742	4.0	smaller_sooner	discount_fixed	71	29.0	44.0	1.952	20.0	smaller_sooner	s589
73.06	4.0	smaller_sooner	discount_fixed	71	24.0	89.0	2.299	20.0	smaller_sooner	s589
77.632	4.0	smaller_sooner	discount_fixed	71	23.0	77.0	1.207	20.0	smaller_sooner	s589
82.202	4.0	smaller_sooner	discount_fixed	71	27.0	130.0	1.662	20.0	smaller_sooner	s589
86.773	4.0	smaller_sooner	discount_fixed	71	23.0	134.0	1.351	20.0	smaller_sooner	s589
91.615	4.0	larger_later	discount_fixed	89	55.0	107.0	1.714	20.0	larger_later	s589
96.118	4.0	larger_later	discount_fixed	89	44.0	143.0	1.594	20.0	larger_later	s589
101.778	4.0	smaller_sooner	discount_fixed	71	23.0	110.0	1.266	20.0	smaller_sooner	s589
106.689	4.0	larger_later	discount_fixed	89	65.0	156.0	1.051	20.0	larger_later	s589
111.327	4.0	smaller_sooner	discount_fixed	71	22.0	27.0	1.322	20.0	smaller_sooner	s589
115.829	4.0	larger_later	discount_fixed	89	50.0	59.0	1.335	20.0	larger_later	s589
120.332	4.0	larger_later	discount_fixed	89	85.0	129.0	1.201	20.0	larger_later	s589
125.445	4.0	larger_later	discount_fixed	89	66.0	58.0	1.36	20.0	larger_later	s589
131.579	4.0	larger_later	discount_fixed	89	49.0	172.0	1.05	20.0	larger_later	s589
136.423	4.0	larger_later	discount_fixed	89	73.0	44.0	0.869	20.0	larger_later	s589
140.996	4.0	larger_later	discount_fixed	89	58.0	73.0	0.947	20.0	larger_later	s589
145.702	4.0	larger_later	discount_fixed	89	71.0	76.0	0.706	20.0	larger_later	s589
151.564	4.0	larger_later	discount_fixed	89	67.0	74.0	1.075	20.0	larger_later	s589
156.203	4.0	larger_later	discount_fixed	89	29.0	58.0	2.234	20.0	larger_later	s589
161.525	4.0	larger_later	discount_fixed	89	39.0	104.0	0.797	20.0	larger_later	s589
166.503	4.0	larger_later	discount_fixed	89	33.0	103.0	1.209	20.0	larger_later	s589
171.072	4.0	larger_later	discount_fixed	89	33.0	78.0	0.711	20.0	larger_later	s589
176.593	4.0	larger_later	discount_fixed	89	74.0	52.0	1.571	20.0	larger_later	s589
182.187	4.0	smaller_sooner	discount_fixed	71	28.0	132.0	1.495	20.0	smaller_sooner	s589
187.982	4.0	smaller_sooner	discount_fixed	71	28.0	59.0	1.48	20.0	smaller_sooner	s589
192.553	4.0	smaller_sooner	discount_fixed	71	28.0	163.0	0.62	20.0	smaller_sooner	s589
197.666	4.0	larger_later	discount_fixed	89	32.0	74.0	2.079	20.0	larger_later	s589
202.169	4.0	larger_later	discount_fixed	89	57.0	89.0	0.82	20.0	larger_later	s589
207.012	4.0	larger_later	discount_fixed	89	70.0	108.0	1.134	20.0	larger_later	s589
211.583	4.0	larger_later	discount_fixed	89	72.0	95.0	0.984	20.0	larger_later	s589
216.971	4.0	larger_later	discount_fixed	89	30.0	36.0	2.177	20.0	larger_later	s589
222.018	4.0	larger_later	discount_fixed	89	41.0	129.0	0.789	20.0	larger_later	s589
226.726	4.0	larger_later	discount_fixed	89	78.0	129.0	0.8	20.0	larger_later	s589
231.637	4.0	larger_later	discount_fixed	89	71.0	88.0	0.724	20.0	larger_later	s589
236.549	4.0	larger_later	discount_fixed	89	65.0	159.0	0.669	20.0	larger_later	s589
241.39	4.0	smaller_sooner	discount_fixed	71	24.0	125.0	2.01	20.0	smaller_sooner	s589
246.507	4.0	larger_later	discount_fixed	89	58.0	36.0	1.613	20.0	larger_later	s589
251.624	4.0	larger_later	discount_fixed	89	63.0	37.0	0.792	20.0	larger_later	s589
256.331	4.0	larger_later	discount_fixed	89	75.0	41.0	0.72	20.0	larger_later	s589
261.174	4.0	larger_later	discount_fixed	89	45.0	72.0	0.819	20.0	larger_later	s589
266.015	4.0	smaller_sooner	discount_fixed	71	25.0	74.0	1.254	20.0	smaller_sooner	s589
272.897	4.0	larger_later	discount_fixed	89	65.0	137.0	0.93	20.0	larger_later	s589
277.466	4.0	larger_later	discount_fixed	89	49.0	140.0	1.785	20.0	larger_later	s589
282.241	4.0	larger_later	discount_fixed	89	67.0	103.0	0.914	20.0	larger_later	s589
289.262	4.0	larger_later	discount_fixed	89	69.0	172.0	0.603	20.0	larger_later	s589
293.97	4.0	larger_later	discount_fixed	89	66.0	71.0	0.776	20.0	larger_later	s589
299.152	4.0	larger_later	discount_fixed	89	71.0	176.0	0.608	20.0	larger_later	s589
304.198	4.0	larger_later	discount_fixed	89	31.0	76.0	1.08	20.0	larger_later	s589
318.023	4.0	larger_later	discount_fixed	89	43.0	19.0	1.444	20.0	larger_later	s589
322.595	4.0	larger_later	discount_fixed	89	60.0	124.0	0.673	20.0	larger_later	s589
327.236	4.0	smaller_sooner	discount_fixed	71	27.0	142.0	1.113	20.0	smaller_sooner	s589
332.145	4.0	smaller_sooner	discount_fixed	71	25.0	70.0	2.415	20.0	smaller_sooner	s589
336.651	4.0	larger_later	discount_fixed	89	44.0	92.0	1.004	20.0	larger_later	s589
341.63	4.0	larger_later	discount_fixed	89	41.0	27.0	1.337	20.0	larger_later	s589
346.542	4.0	larger_later	discount_fixed	89	64.0	89.0	2.049	20.0	larger_later	s589
351.111	4.0	larger_later	discount_fixed	89	78.0	108.0	1.949	20.0	larger_later	s589
355.614	4.0	larger_later	discount_fixed	89	80.0	145.0	1.215	20.0	larger_later	s589
361.816	4.0	larger_later	discount_fixed	89	41.0	174.0	1.535	20.0	larger_later	s589
366.521	4.0	larger_later	discount_fixed	89	42.0	145.0	2.786	20.0	larger_later	s589
371.57	4.0	larger_later	discount_fixed	89	36.0	114.0	2.323	20.0	larger_later	s589
376.617	4.0	larger_later	discount_fixed	89	58.0	55.0	1.789	20.0	larger_later	s589
381.799	4.0	larger_later	discount_fixed	89	81.0	58.0	0.752	20.0	larger_later	s589
386.776	4.0	smaller_sooner	discount_fixed	71	32.0	111.0	1.311	20.0	smaller_sooner	s589
391.549	4.0	smaller_sooner	discount_fixed	71	25.0	141.0	1.262	20.0	smaller_sooner	s589
396.325	4.0	larger_later	discount_fixed	89	67.0	23.0	0.851	20.0	larger_later	s589
401.51	4.0	larger_later	discount_fixed	89	77.0	161.0	3.047	20.0	larger_later	s589
406.695	4.0	smaller_sooner	discount_fixed	71	55.0	163.0	1.694	20.0	smaller_sooner	s589
411.946	4.0	smaller_sooner	discount_fixed	71	40.0	159.0	1.571	20.0	smaller_sooner	s589
416.516	4.0	larger_later	discount_fixed	89	76.0	161.0	2.517	20.0	larger_later	s589
421.02	4.0	smaller_sooner	discount_fixed	71	48.0	128.0	2.044	20.0	smaller_sooner	s589
425.93	4.0	larger_later	discount_fixed	89	39.0	95.0	1.066	20.0	larger_later	s589
430.502	4.0	larger_later	discount_fixed	89	83.0	105.0	1.5	20.0	larger_later	s589
436.706	4.0	larger_later	discount_fixed	89	67.0	41.0	1.167	20.0	larger_later	s589
441.619	4.0	smaller_sooner	discount_fixed	71	56.0	172.0	2.727	20.0	smaller_sooner	s589
446.869	4.0	smaller_sooner	discount_fixed	71	28.0	123.0	2.345	20.0	smaller_sooner	s589
451.917	4.0	larger_later	discount_fixed	89	50.0	129.0	0.936	20.0	larger_later	s589
456.554	4.0	smaller_sooner	discount_fixed	71	23.0	61.0	1.051	20.0	smaller_sooner	s589
461.264	4.0	larger_later	discount_fixed	89	79.0	92.0	1.015	20.0	larger_later	s589
465.901	4.0	larger_later	discount_fixed	89	61.0	141.0	2.142	20.0	larger_later	s589
470.471	4.0	larger_later	discount_fixed	89	43.0	38.0	0.984	20.0	larger_later	s589
475.043	4.0	larger_later	discount_fixed	89	66.0	145.0	1.477	20.0	larger_later	s589
479.954	4.0	larger_later	discount_fixed	89	30.0	23.0	2.52	20.0	larger_later	s589
484.8	4.0	larger_later	discount_fixed	89	32.0	57.0	2.966	20.0	larger_later	s589
490.049	4.0	smaller_sooner	discount_fixed	71	27.0	91.0	3.84	20.0	smaller_sooner	s589
494.825	4.0	larger_later	discount_fixed	89	43.0	120.0	0.93	20.0	larger_later	s589
500.822	4.0	larger_later	discount_fixed	89	75.0	60.0	0.811	20.0	larger_later	s589
506.414	4.0	smaller_sooner	discount_fixed	71	34.0	176.0	1.422	20.0	smaller_sooner	s589
510.984	4.0	larger_later	discount_fixed	89	24.0	38.0	2.404	20.0	larger_later	s589
516.099	4.0	larger_later	discount_fixed	89	82.0	74.0	1.723	20.0	larger_later	s589
521.757	4.0	larger_later	discount_fixed	89	58.0	53.0	1.879	20.0	larger_later	s589
526.327	4.0	larger_later	discount_fixed	89	54.0	23.0	1.06	20.0	larger_later	s589
531.101	4.0	larger_later	discount_fixed	89	41.0	55.0	1.346	20.0	larger_later	s589
536.147	4.0	larger_later	discount_fixed	89	77.0	142.0	1.493	20.0	larger_later	s589
540.992	4.0	smaller_sooner	discount_fixed	71	25.0	108.0	2.409	20.0	smaller_sooner	s589
546.178	4.0	smaller_sooner	discount_fixed	71	33.0	163.0	3.202	20.0	smaller_sooner	s589
551.224	4.0	larger_later	discount_fixed	89	29.0	75.0	1.138	20.0	larger_later	s589
556.204	4.0	larger_later	discount_fixed	89	45.0	157.0	0.735	20.0	larger_later	s589
561.182	4.0	smaller_sooner	discount_fixed	71	31.0	74.0	2.21	20.0	smaller_sooner	s589
566.499	4.0	larger_later	discount_fixed	89	80.0	39.0	1.649	20.0	larger_later	s589
571.001	4.0	smaller_sooner	discount_fixed	71	22.0	21.0	1.075	20.0	smaller_sooner	s589
576.046	4.0	larger_later	discount_fixed	89	52.0	139.0	0.726	20.0	larger_later	s589
580.752	4.0	larger_later	discount_fixed	89	54.0	126.0	1.068	20.0	larger_later	s589
585.595	4.0	smaller_sooner	discount_fixed	71	23.0	176.0	0.951	20.0	smaller_sooner	s589
