onset	duration	choice	experiment_exp_id	key_press	large_amount	later_delay	response_time	small_amount	trial_type	worker_id
3.014	4.0	larger_later	discount_fixed	89	67.0	74.0	0.716	20.0	larger_later	s593
7.653	4.0	smaller_sooner	discount_fixed	71	29.0	58.0	2.482	20.0	smaller_sooner	s593
12.973	4.0	larger_later	discount_fixed	89	39.0	104.0	0.753	20.0	larger_later	s593
17.953	4.0	smaller_sooner	discount_fixed	71	33.0	103.0	2.45	20.0	smaller_sooner	s593
22.526	4.0	smaller_sooner	discount_fixed	71	33.0	78.0	2.507	20.0	smaller_sooner	s593
28.048	4.0	larger_later	discount_fixed	89	74.0	52.0	0.806	20.0	larger_later	s593
33.642	4.0	smaller_sooner	discount_fixed	71	28.0	132.0	2.087	20.0	smaller_sooner	s593
39.439	4.0	smaller_sooner	discount_fixed	71	28.0	59.0	2.158	20.0	smaller_sooner	s593
44.012	4.0	smaller_sooner	discount_fixed	71	28.0	163.0	1.08	20.0	smaller_sooner	s593
49.126	4.0	smaller_sooner	discount_fixed	71	32.0	74.0	1.952	20.0	smaller_sooner	s593
53.629	4.0	larger_later	discount_fixed	89	57.0	89.0	0.632	20.0	larger_later	s593
58.473	4.0	larger_later	discount_fixed	89	70.0	108.0	1.03	20.0	larger_later	s593
63.042	4.0	larger_later	discount_fixed	89	72.0	95.0	0.734	20.0	larger_later	s593
68.429	4.0	smaller_sooner	discount_fixed	71	30.0	36.0	2.17	20.0	smaller_sooner	s593
73.477	4.0	larger_later	discount_fixed	89	41.0	129.0	1.351	20.0	larger_later	s593
78.185	4.0	larger_later	discount_fixed	89	78.0	129.0	0.773	20.0	larger_later	s593
83.097	4.0	larger_later	discount_fixed	89	71.0	88.0	0.998	20.0	larger_later	s593
88.008	4.0	larger_later	discount_fixed	89	65.0	159.0	0.541	20.0	larger_later	s593
92.851	4.0	smaller_sooner	discount_fixed	71	24.0	125.0	0.854	20.0	smaller_sooner	s593
97.966	4.0	larger_later	discount_fixed	89	58.0	36.0	0.66	20.0	larger_later	s593
103.08	4.0	larger_later	discount_fixed	89	63.0	37.0	0.695	20.0	larger_later	s593
107.79	4.0	larger_later	discount_fixed	89	75.0	41.0	0.682	20.0	larger_later	s593
112.633	4.0	larger_later	discount_fixed	89	45.0	72.0	0.556	20.0	larger_later	s593
117.478	4.0	smaller_sooner	discount_fixed	71	25.0	74.0	1.583	20.0	smaller_sooner	s593
124.363	4.0	larger_later	discount_fixed	89	65.0	137.0	0.56	20.0	larger_later	s593
128.936	4.0	larger_later	discount_fixed	89	49.0	140.0	0.689	20.0	larger_later	s593
133.711	4.0	larger_later	discount_fixed	89	67.0	103.0	0.614	20.0	larger_later	s593
140.733	4.0	larger_later	discount_fixed	89	69.0	172.0	0.687	20.0	larger_later	s593
145.44	4.0	larger_later	discount_fixed	89	66.0	71.0	0.612	20.0	larger_later	s593
150.623	4.0	larger_later	discount_fixed	89	71.0	176.0	0.592	20.0	larger_later	s593
155.673	4.0	smaller_sooner	discount_fixed	71	31.0	76.0	1.842	20.0	smaller_sooner	s593
160.994	4.0	larger_later	discount_fixed	89	43.0	19.0	0.805	20.0	larger_later	s593
165.563	4.0	larger_later	discount_fixed	89	60.0	124.0	0.653	20.0	larger_later	s593
170.204	4.0	smaller_sooner	discount_fixed	71	27.0	142.0	1.116	20.0	smaller_sooner	s593
175.117	4.0	smaller_sooner	discount_fixed	71	25.0	70.0	0.874	20.0	smaller_sooner	s593
179.618	4.0	larger_later	discount_fixed	89	44.0	92.0	0.616	20.0	larger_later	s593
184.601	4.0	larger_later	discount_fixed	89	41.0	27.0	0.713	20.0	larger_later	s593
189.509	4.0	larger_later	discount_fixed	89	64.0	89.0	0.64	20.0	larger_later	s593
194.079	4.0	larger_later	discount_fixed	89	78.0	108.0	0.55	20.0	larger_later	s593
198.582	4.0	larger_later	discount_fixed	89	80.0	145.0	0.493	20.0	larger_later	s593
204.787	4.0	larger_later	discount_fixed	89	41.0	174.0	0.665	20.0	larger_later	s593
209.493	4.0	larger_later	discount_fixed	89	42.0	145.0	0.615	20.0	larger_later	s593
214.538	4.0	larger_later	discount_fixed	89	36.0	114.0	2.162	20.0	larger_later	s593
219.586	4.0	larger_later	discount_fixed	89	58.0	55.0	0.873	20.0	larger_later	s593
224.772	4.0	larger_later	discount_fixed	89	81.0	58.0	0.575	20.0	larger_later	s593
229.749	4.0	smaller_sooner	discount_fixed	71	32.0	111.0	1.818	20.0	smaller_sooner	s593
