onset	duration	SS_delay	correct_response	experiment_exp_id	key_press	response_time	stopped	trial_type	worker_id
3.019	0.85	0.1	89.0	stop_signal	89.0	0.754	False	go	s570
5.547	0.85	0.1	71.0	stop_signal	71.0	0.641	False	go	s570
7.803	0.85	0.1	71.0	stop_signal	-1.0	n/a	True	stop_success	s570
10.059	0.85	0.15	71.0	stop_signal	71.0	0.736	False	go	s570
12.315	0.85	0.15	71.0	stop_signal	71.0	0.51	False	go	s570
14.568	0.85	0.15	89.0	stop_signal	89.0	0.523	False	go	s570
16.957	0.85	0.15	71.0	stop_signal	71.0	0.85	False	go	s570
19.211	0.85	0.15	89.0	stop_signal	-1.0	n/a	True	stop_success	s570
21.464	0.85	0.2	89.0	stop_signal	89.0	0.666	False	go	s570
23.718	0.85	0.2	89.0	stop_signal	-1.0	n/a	True	stop_success	s570
25.974	0.85	0.25	89.0	stop_signal	-1.0	n/a	True	stop_success	s570
28.499	0.85	0.3	89.0	stop_signal	89.0	0.597	False	go	s570
30.891	0.85	0.3	71.0	stop_signal	71.0	0.601	False	go	s570
33.42	0.85	0.3	89.0	stop_signal	-1.0	n/a	True	stop_success	s570
35.673	0.85	0.35	89.0	stop_signal	89.0	0.553	False	go	s570
38.062	0.85	0.35	89.0	stop_signal	89.0	0.777	False	go	s570
40.454	0.85	0.35	89.0	stop_signal	89.0	1.018	False	go	s570
42.708	0.85	0.35	89.0	stop_signal	89.0	0.435	False	go	s570
45.097	0.85	0.35	71.0	stop_signal	71.0	0.846	False	go	s570
47.487	0.85	0.35	89.0	stop_signal	-1.0	n/a	True	stop_success	s570
49.876	0.85	0.4	89.0	stop_signal	89.0	0.939	False	go	s570
52.54	0.85	0.4	89.0	stop_signal	89.0	0.693	False	go	s570
55.068	0.85	0.4	71.0	stop_signal	-1.0	n/a	True	stop_success	s570
57.322	0.85	0.45	71.0	stop_signal	71.0	0.539	False	stop_failure	s570
60.258	0.85	0.4	71.0	stop_signal	71.0	0.633	False	go	s570
62.514	0.85	0.4	71.0	stop_signal	71.0	0.551	False	go	s570
65.042	0.85	0.4	71.0	stop_signal	-1.0	n/a	True	stop_success	s570
67.298	0.85	0.45	71.0	stop_signal	71.0	0.637	False	go	s570
69.554	0.85	0.45	71.0	stop_signal	71.0	0.876	False	go	s570
71.81	0.85	0.45	89.0	stop_signal	89.0	0.76	False	go	s570
74.066	0.85	0.45	89.0	stop_signal	89.0	0.784	False	go	s570
76.594	0.85	0.45	71.0	stop_signal	-1.0	n/a	True	stop_success	s570
79.667	0.85	0.5	89.0	stop_signal	89.0	0.727	False	stop_failure	s570
81.92	0.85	0.45	89.0	stop_signal	89.0	0.7	False	go	s570
84.312	0.85	0.45	89.0	stop_signal	-1.0	n/a	True	stop_success	s570
86.701	0.85	0.5	89.0	stop_signal	89.0	0.718	False	go	s570
89.227	0.85	0.5	71.0	stop_signal	71.0	0.84	False	go	s570
91.616	0.85	0.5	71.0	stop_signal	71.0	0.833	False	go	s570
94.003	0.85	0.5	89.0	stop_signal	-1.0	n/a	True	stop_success	s570
96.8	0.85	0.55	89.0	stop_signal	89.0	0.699	False	go	s570
99.192	0.85	0.55	71.0	stop_signal	-1.0	n/a	True	stop_success	s570
111.961	0.85	0.6	89.0	stop_signal	89.0	0.785	False	stop_failure	s570
114.486	0.85	0.55	71.0	stop_signal	-1.0	n/a	True	stop_success	s570
116.875	0.85	0.6	71.0	stop_signal	71.0	0.824	False	go	s570
119.268	0.85	0.6	89.0	stop_signal	-1.0	n/a	True	stop_success	s570
121.521	0.85	0.65	89.0	stop_signal	89.0	0.841	False	go	s570
123.913	0.85	0.65	71.0	stop_signal	71.0	1.443	False	go	s570
