onset	duration	SS_delay	correct_response	experiment_exp_id	key_press	response_time	stop_response	stopped	trial_type	worker_id
3.02	0.85	0.4	89.0	motor_selective_stop_signal	89.0	1.266	71.0	False	noncrit_signal	s573
5.276	0.85	0.4	89.0	motor_selective_stop_signal	71.0	1.087	71.0	False	noncrit_nosignal	s573
7.529	0.85	0.4	71.0	motor_selective_stop_signal	71.0	0.737	71.0	False	crit_stop_failure	s573
10.381	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.992	71.0	False	crit_go	s573
12.733	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.569	71.0	False	noncrit_nosignal	s573
14.988	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.67	71.0	False	crit_stop_failure	s573
17.244	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.703	71.0	False	crit_go	s573
19.496	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.597	71.0	False	noncrit_nosignal	s573
21.848	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.684	71.0	False	crit_go	s573
24.505	0.85	0.3	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s573
27.26	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.533	71.0	False	noncrit_nosignal	s573
29.513	0.85	0.35	71.0	motor_selective_stop_signal	89.0	0.916	71.0	False	crit_stop_failure	s573
32.268	0.85	0.3	89.0	motor_selective_stop_signal	89.0	1.027	71.0	False	noncrit_signal	s573
34.521	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.815	71.0	False	crit_go	s573
36.873	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.905	71.0	False	noncrit_nosignal	s573
39.227	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.842	71.0	False	crit_go	s573
41.783	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.699	71.0	False	noncrit_nosignal	s573
44.04	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.886	71.0	False	noncrit_signal	s573
46.296	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.559	71.0	False	crit_go	s573
48.548	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.879	71.0	False	crit_go	s573
