onset	duration	correct	correct_response	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	response_time	trial_id	worker_id
3.007	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s251
3.5110479999999997	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.605	stim	s251
5.615	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s251
6.117864	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.602	stim	s251
8.219	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s251
8.723728	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.704	stim	s251
10.827	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s251
11.330727999999999	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.849	stim	s251
13.434	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s251
13.937	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.574	stim	s251
16.038	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s251
16.542	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.657	stim	s251
18.646	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s251
19.149728	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.579	stim	s251
21.253	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s251
21.756	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.679	stim	s251
23.857	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s251
24.362	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.568	stim	s251
26.464	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s251
26.969728	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.524	stim	s251
29.073	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s251
29.578	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.633	stim	s251
31.68	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s251
32.184864000000005	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.61	stim	s251
34.288	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s251
34.791728000000006	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.641	stim	s251
36.894	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s251
37.4	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.579	stim	s251
39.502	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s251
40.007	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.569	stim	s251
42.108	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s251
42.613	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.695	stim	s251
44.715	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s251
45.219	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.631	stim	s251
47.321	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s251
47.826	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.521	stim	s251
