onset	duration	CTI	correct	correct_response	cue	cue_switch	experiment_exp_id	key_press	response_time	stim_color	stim_number	switch_type	task_type	task_switch	worker_id	first_trial_of_block
4.412	1.0	0.9	True	71.0	Color	n/a	twobytwo	71.0	0.519	orange	9.0	task_switch	color	switch	s251	1
6.655	1.0	0.1	True	71.0	Color	stay	twobytwo	71.0	0.764	orange	1.0	cue_stay	color	stay	s251	0
10.242	1.0	0.9	True	71.0	Orange-Blue	switch	twobytwo	71.0	0.635	orange	1.0	cue_switch	color	stay	s251	0
13.691	1.0	0.9	True	71.0	Color	switch	twobytwo	71.0	0.523	orange	7.0	cue_switch	color	stay	s251	0
16.867	1.0	0.9	True	89.0	Orange-Blue	switch	twobytwo	89.0	0.526	blue	4.0	cue_switch	color	stay	s251	0
20.044	1.0	0.9	True	71.0	High-Low	n/a	twobytwo	71.0	0.711	blue	8.0	task_switch	magnitude	switch	s251	0
22.557	1.0	0.1	True	71.0	High-Low	stay	twobytwo	71.0	0.702	blue	7.0	cue_stay	magnitude	stay	s251	0
25.596	1.0	0.9	True	89.0	Orange-Blue	n/a	twobytwo	89.0	1.168	blue	9.0	task_switch	color	switch	s251	0
27.975	1.0	0.1	True	71.0	Color	switch	twobytwo	71.0	0.883	orange	4.0	cue_switch	color	stay	s251	0
30.081	1.0	0.1	False	89.0	Orange-Blue	switch	twobytwo	71.0	0.989	blue	8.0	cue_switch	color	stay	s251	0
32.322	1.0	0.1	True	89.0	Orange-Blue	stay	twobytwo	89.0	0.732	blue	2.0	cue_stay	color	stay	s251	0
34.701	1.0	0.1	True	71.0	High-Low	n/a	twobytwo	71.0	0.628	orange	8.0	task_switch	magnitude	switch	s251	0
37.606	1.0	0.9	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.619	blue	3.0	task_switch	color	switch	s251	0
41.191	1.0	0.9	True	71.0	Color	switch	twobytwo	71.0	0.593	orange	7.0	cue_switch	color	stay	s251	0
44.096	1.0	0.9	True	71.0	Magnitude	n/a	twobytwo	71.0	0.554	orange	9.0	task_switch	magnitude	switch	s251	0
47.0	1.0	0.9	True	71.0	Magnitude	stay	twobytwo	71.0	0.556	orange	8.0	cue_stay	magnitude	stay	s251	0
49.904	1.0	0.9	True	89.0	Color	n/a	twobytwo	89.0	0.696	blue	9.0	task_switch	color	switch	s251	0
52.282	1.0	0.1	True	89.0	Magnitude	n/a	twobytwo	89.0	0.808	blue	1.0	task_switch	magnitude	switch	s251	0
54.387	1.0	0.1	True	71.0	Color	n/a	twobytwo	71.0	0.672	orange	7.0	task_switch	color	switch	s251	0
57.297	1.0	0.9	True	71.0	Magnitude	n/a	twobytwo	71.0	0.593	orange	8.0	task_switch	magnitude	switch	s251	0
