onset	duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	stim_color	stim_word	trial_type	worker_id
3.51	1.5	incongruent	1.0	71.0	stroop	71	0.807	blue	red	incongruent	s358
5.785	1.5	incongruent	1.0	71.0	stroop	71	0.458	blue	red	incongruent	s358
7.786	1.5	congruent	1.0	71.0	stroop	71	0.412	blue	blue	congruent	s358
9.788	1.5	congruent	1.0	82.0	stroop	82	0.499	green	green	congruent	s358
11.791	1.5	incongruent	1.0	71.0	stroop	71	0.508	blue	green	incongruent	s358
13.793	1.5	congruent	1.0	89.0	stroop	89	0.557	red	red	congruent	s358
15.931	1.5	congruent	1.0	89.0	stroop	89	0.464	red	red	congruent	s358
17.934	1.5	incongruent	1.0	89.0	stroop	89	0.858	red	green	incongruent	s358
19.936	1.5	congruent	1.0	82.0	stroop	82	0.691	green	green	congruent	s358
22.074	1.5	incongruent	1.0	89.0	stroop	89	0.628	red	blue	incongruent	s358
24.077	1.5	incongruent	1.0	82.0	stroop	82	0.669	green	red	incongruent	s358
26.078	1.5	incongruent	1.0	89.0	stroop	89	0.505	red	green	incongruent	s358
28.216	1.5	congruent	1.0	71.0	stroop	71	0.453	blue	blue	congruent	s358
30.354	1.5	congruent	1.0	89.0	stroop	89	0.606	red	red	congruent	s358
32.627	1.5	incongruent	1.0	82.0	stroop	82	0.803	green	blue	incongruent	s358
35.31	1.5	congruent	1.0	82.0	stroop	82	0.481	green	green	congruent	s358
37.312	1.5	congruent	1.0	82.0	stroop	82	0.542	green	green	congruent	s358
39.315	1.5	incongruent	1.0	82.0	stroop	82	0.649	green	red	incongruent	s358
41.589	1.5	incongruent	1.0	71.0	stroop	71	0.752	blue	red	incongruent	s358
43.592	1.5	congruent	1.0	82.0	stroop	82	0.599	green	green	congruent	s358
45.594	1.5	incongruent	1.0	89.0	stroop	89	0.65	red	blue	incongruent	s358
47.596	1.5	incongruent	1.0	82.0	stroop	82	0.754	green	blue	incongruent	s358
49.598	1.5	incongruent	1.0	82.0	stroop	82	0.516	green	blue	incongruent	s358
51.6	1.5	incongruent	1.0	82.0	stroop	82	0.457	green	blue	incongruent	s358
53.603	1.5	congruent	1.0	82.0	stroop	82	0.486	green	green	congruent	s358
55.877	1.5	incongruent	1.0	71.0	stroop	71	0.53	blue	red	incongruent	s358
57.88	1.5	congruent	1.0	71.0	stroop	71	0.41	blue	blue	congruent	s358
60.289	1.5	congruent	1.0	89.0	stroop	89	0.492	red	red	congruent	s358
62.292	1.5	congruent	1.0	71.0	stroop	71	0.666	blue	blue	congruent	s358
64.431	1.5	congruent	1.0	71.0	stroop	71	0.527	blue	blue	congruent	s358
66.433	1.5	congruent	1.0	89.0	stroop	89	0.525	red	red	congruent	s358
68.435	1.5	incongruent	1.0	71.0	stroop	71	0.573	blue	green	incongruent	s358
70.437	1.5	congruent	1.0	71.0	stroop	71	0.632	blue	blue	congruent	s358
72.711	1.5	incongruent	1.0	89.0	stroop	89	0.935	red	green	incongruent	s358
74.714	1.5	incongruent	1.0	82.0	stroop	82	0.735	green	red	incongruent	s358
76.989	1.5	incongruent	1.0	82.0	stroop	82	0.525	green	red	incongruent	s358
79.263	1.5	incongruent	1.0	82.0	stroop	82	0.526	green	red	incongruent	s358
81.265	1.5	congruent	1.0	82.0	stroop	82	0.701	green	green	congruent	s358
83.947	1.5	incongruent	1.0	82.0	stroop	82	0.552	green	blue	incongruent	s358
85.948	1.5	congruent	1.0	82.0	stroop	82	0.578	green	green	congruent	s358
88.223	1.5	congruent	1.0	82.0	stroop	82	0.473	green	green	congruent	s358
90.225	1.5	congruent	1.0	89.0	stroop	89	0.588	red	red	congruent	s358
92.226	1.5	incongruent	1.0	71.0	stroop	71	0.729	blue	red	incongruent	s358
94.501	1.5	congruent	1.0	82.0	stroop	82	0.572	green	green	congruent	s358
96.639	1.5	congruent	1.0	89.0	stroop	89	0.579	red	red	congruent	s358
99.185	1.5	incongruent	1.0	82.0	stroop	82	0.771	green	red	incongruent	s358
101.596	1.5	incongruent	1.0	71.0	stroop	71	0.721	blue	red	incongruent	s358
103.598	1.5	incongruent	1.0	89.0	stroop	89	0.797	red	blue	incongruent	s358
105.6	1.5	incongruent	1.0	82.0	stroop	82	0.57	green	blue	incongruent	s358
107.602	1.5	congruent	1.0	89.0	stroop	89	0.605	red	red	congruent	s358
110.149	1.5	congruent	1.0	71.0	stroop	71	0.685	blue	blue	congruent	s358
112.287	1.5	congruent	1.0	89.0	stroop	89	0.577	red	red	congruent	s358
114.289	1.5	congruent	1.0	71.0	stroop	71	0.678	blue	blue	congruent	s358
116.292	1.5	congruent	1.0	82.0	stroop	82	0.543	green	green	congruent	s358
118.568	1.5	incongruent	1.0	89.0	stroop	89	0.699	red	blue	incongruent	s358
120.57	1.5	congruent	1.0	71.0	stroop	71	0.573	blue	blue	congruent	s358
122.572	1.5	incongruent	1.0	71.0	stroop	71	0.969	blue	green	incongruent	s358
124.71	1.5	incongruent	1.0	71.0	stroop	71	0.505	blue	green	incongruent	s358
126.712	1.5	incongruent	1.0	71.0	stroop	71	0.471	blue	green	incongruent	s358
128.987	1.5	congruent	1.0	89.0	stroop	89	0.507	red	red	congruent	s358
131.125	1.5	incongruent	1.0	89.0	stroop	89	0.541	red	green	incongruent	s358
133.536	1.5	congruent	1.0	89.0	stroop	89	0.415	red	red	congruent	s358
135.538	1.5	congruent	1.0	89.0	stroop	89	0.393	red	red	congruent	s358
137.54	1.5	incongruent	1.0	89.0	stroop	89	0.41	red	green	incongruent	s358
140.358	1.5	incongruent	1.0	71.0	stroop	71	0.788	blue	green	incongruent	s358
142.36	1.5	incongruent	1.0	89.0	stroop	89	0.572	red	blue	incongruent	s358
144.362	1.5	congruent	1.0	89.0	stroop	89	0.497	red	red	congruent	s358
146.5	1.5	congruent	1.0	82.0	stroop	82	0.549	green	green	congruent	s358
148.502	1.5	incongruent	1.0	89.0	stroop	89	0.848	red	blue	incongruent	s358
