onset	duration	SS_delay	correct_response	experiment_exp_id	key_press	response_time	stop_response	stopped	trial_type	worker_id
3.005	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.645	89.0	False	noncrit_signal	s519
5.257	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.527	89.0	False	crit_go	s519
7.509	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.538	89.0	False	crit_stop_failure	s519
10.361	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.615	89.0	False	crit_go	s519
12.712	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.629	89.0	False	noncrit_nosignal	s519
14.965	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.483	89.0	False	crit_stop_failure	s519
17.216	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.563	89.0	False	crit_go	s519
19.468	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.64	89.0	False	noncrit_nosignal	s519
21.819	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.547	89.0	False	crit_go	s519
24.471	0.85	0.25	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s519
27.223	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.514	89.0	False	crit_go	s519
29.474	0.85	0.3	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s519
32.226	0.85	0.35	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s519
34.478	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.564	89.0	False	crit_go	s519
36.829	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.458	89.0	False	crit_go	s519
39.181	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.527	89.0	False	noncrit_nosignal	s519
41.733	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.548	89.0	False	crit_go	s519
43.984	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.552	89.0	False	noncrit_signal	s519
46.237	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.603	89.0	False	noncrit_nosignal	s519
48.488	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.374	89.0	False	crit_go	s519
50.84	0.85	0.35	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s519
53.492	0.85	0.4	71.0	motor_selective_stop_signal	71.0	0.599	89.0	False	noncrit_nosignal	s519
55.843	0.85	0.4	71.0	motor_selective_stop_signal	71.0	0.535	89.0	False	noncrit_signal	s519
58.095	0.85	0.4	89.0	motor_selective_stop_signal	89.0	0.522	89.0	False	crit_go	s519
60.447	0.85	0.4	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s519
