onset	duration	correct	correct_response	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	response_time	trial_id	worker_id
3.012	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s613
3.517048	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.622	stim	s613
5.621	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s613
6.123863999999999	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.907	stim	s613
8.228	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s613
8.736728	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.616	stim	s613
10.841	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s613
11.352727999999999	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.749	stim	s613
13.456	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s613
13.961	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.455	stim	s613
16.066	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s613
16.574	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.808	stim	s613
18.678	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s613
19.185727999999997	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.613	stim	s613
21.289	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s613
21.795	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.492	stim	s613
23.899	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s613
24.403	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.93	stim	s613
26.507	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s613
27.014727999999998	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.636	stim	s613
29.118	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s613
29.629	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.675	stim	s613
31.731	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s613
32.237864	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.549	stim	s613
34.342	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s613
34.850728000000004	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.746	stim	s613
36.955	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s613
37.459	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.529	stim	s613
39.563	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s613
40.068	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.92	stim	s613
42.171	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s613
42.676	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.623	stim	s613
44.778	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s613
45.284	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.714	stim	s613
47.387	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s613
47.897	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.754	stim	s613
50.0	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s613
50.51	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.843	stim	s613
52.614	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s613
53.119728	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.554	stim	s613
55.225	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s613
55.731864	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.649	stim	s613
57.836	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s613
58.342912	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.777	stim	s613
60.448	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s613
60.952728	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.673	stim	s613
63.056	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s613
63.560864	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.629	stim	s613
65.665	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s613
66.168864	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.458	stim	s613
68.272	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s613
68.777	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.691	stim	s613
70.881	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s613
71.385	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	1.017	stim	s613
73.489	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s613
73.993	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.633	stim	s613
76.097	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s613
76.601	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.651	stim	s613
78.704	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s613
79.208864	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.638	stim	s613
81.313	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s613
81.816728	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.707	stim	s613
83.921	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s613
84.428864	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.592	stim	s613
86.533	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s613
87.037864	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.771	stim	s613
89.142	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s613
89.646	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.768	stim	s613
91.75	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s613
