onset	duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	stim_color	stim_word	trial_type	worker_id
3.519	1.5	congruent	1.0	71.0	stroop	71	0.734	blue	blue	congruent	s617
5.796	1.5	incongruent	0.0	71.0	stroop	89	0.672	blue	red	incongruent	s617
7.799	1.5	congruent	1.0	89.0	stroop	89	0.672	red	red	congruent	s617
10.212	1.5	congruent	1.0	71.0	stroop	71	0.585	blue	blue	congruent	s617
12.215	1.5	congruent	1.0	82.0	stroop	82	0.742	green	green	congruent	s617
14.352	1.5	congruent	1.0	82.0	stroop	82	0.648	green	green	congruent	s617
16.356	1.5	congruent	1.0	82.0	stroop	82	0.681	green	green	congruent	s617
18.362	1.5	incongruent	1.0	89.0	stroop	89	0.655	red	blue	incongruent	s617
20.367	1.5	congruent	1.0	82.0	stroop	82	0.723	green	green	congruent	s617
22.645	1.5	incongruent	1.0	71.0	stroop	71	0.46	blue	red	incongruent	s617
24.65	1.5	incongruent	1.0	89.0	stroop	89	0.908	red	green	incongruent	s617
26.928	1.5	incongruent	1.0	82.0	stroop	82	0.881	green	blue	incongruent	s617
29.204	1.5	incongruent	1.0	71.0	stroop	71	0.551	blue	red	incongruent	s617
31.209	1.5	congruent	1.0	71.0	stroop	71	0.681	blue	blue	congruent	s617
33.893	1.5	incongruent	1.0	71.0	stroop	71	0.487	blue	red	incongruent	s617
35.899	1.5	congruent	1.0	71.0	stroop	71	0.545	blue	blue	congruent	s617
38.176	1.5	congruent	1.0	89.0	stroop	89	0.594	red	red	congruent	s617
40.179	1.5	congruent	1.0	82.0	stroop	82	0.866	green	green	congruent	s617
42.182	1.5	incongruent	1.0	89.0	stroop	89	1.115	red	green	incongruent	s617
44.456	1.5	congruent	1.0	82.0	stroop	82	0.706	green	green	congruent	s617
46.597	1.5	congruent	1.0	89.0	stroop	89	0.519	red	red	congruent	s617
49.145	1.5	incongruent	1.0	82.0	stroop	82	0.924	green	blue	incongruent	s617
51.558	1.5	incongruent	1.0	82.0	stroop	82	0.846	green	red	incongruent	s617
53.561	1.5	incongruent	1.0	82.0	stroop	82	1.093	green	blue	incongruent	s617
55.564	1.5	incongruent	1.0	89.0	stroop	89	0.858	red	blue	incongruent	s617
57.569	1.5	congruent	1.0	71.0	stroop	71	0.59	blue	blue	congruent	s617
60.116	1.5	congruent	1.0	71.0	stroop	71	0.602	blue	blue	congruent	s617
62.257	1.5	congruent	1.0	82.0	stroop	82	0.744	green	green	congruent	s617
64.263	1.5	congruent	1.0	89.0	stroop	89	0.552	red	red	congruent	s617
66.268	1.5	congruent	1.0	71.0	stroop	71	0.624	blue	blue	congruent	s617
68.545	1.5	incongruent	1.0	89.0	stroop	89	0.776	red	green	incongruent	s617
70.551	1.5	congruent	1.0	71.0	stroop	71	0.661	blue	blue	congruent	s617
72.553	1.5	incongruent	1.0	82.0	stroop	82	0.817	green	blue	incongruent	s617
74.695	1.5	incongruent	1.0	71.0	stroop	71	0.75	blue	green	incongruent	s617
76.7	1.5	incongruent	1.0	82.0	stroop	82	1.129	green	red	incongruent	s617
78.975	1.5	congruent	1.0	82.0	stroop	82	0.758	green	green	congruent	s617
81.114	1.5	incongruent	1.0	71.0	stroop	71	0.804	blue	green	incongruent	s617
83.527	1.5	congruent	1.0	71.0	stroop	71	0.533	blue	blue	congruent	s617
85.533	1.5	congruent	1.0	71.0	stroop	71	0.518	blue	blue	congruent	s617
87.538	1.5	incongruent	1.0	82.0	stroop	82	0.795	green	red	incongruent	s617
90.36	1.5	incongruent	1.0	71.0	stroop	71	0.619	blue	green	incongruent	s617
92.365	1.5	incongruent	1.0	71.0	stroop	71	0.515	blue	red	incongruent	s617
94.367	1.5	congruent	1.0	71.0	stroop	71	0.52	blue	blue	congruent	s617
96.509	1.5	congruent	1.0	89.0	stroop	89	0.505	red	red	congruent	s617
98.515	1.5	incongruent	1.0	82.0	stroop	82	1.116	green	red	incongruent	s617
100.52	1.5	congruent	1.0	89.0	stroop	89	0.514	red	red	congruent	s617
102.521	1.5	incongruent	1.0	71.0	stroop	71	0.579	blue	green	incongruent	s617
104.526	1.5	congruent	1.0	71.0	stroop	71	0.755	blue	blue	congruent	s617
106.531	1.5	incongruent	1.0	89.0	stroop	89	0.757	red	green	incongruent	s617
108.537	1.5	congruent	1.0	89.0	stroop	89	0.522	red	red	congruent	s617
110.541	1.5	incongruent	1.0	82.0	stroop	82	0.895	green	red	incongruent	s617
112.819	1.5	incongruent	1.0	82.0	stroop	82	0.659	green	blue	incongruent	s617
114.821	1.5	congruent	1.0	89.0	stroop	89	0.581	red	red	congruent	s617
116.964	1.5	congruent	1.0	89.0	stroop	89	0.41	red	red	congruent	s617
118.966	1.5	congruent	1.0	89.0	stroop	89	0.384	red	red	congruent	s617
121.104	1.5	congruent	1.0	82.0	stroop	82	0.599	green	green	congruent	s617
123.108	1.5	congruent	1.0	82.0	stroop	82	0.553	green	green	congruent	s617
125.113	1.5	incongruent	1.0	89.0	stroop	89	0.722	red	green	incongruent	s617
127.119	1.5	incongruent	1.0	82.0	stroop	82	1.02	green	red	incongruent	s617
129.396	1.5	incongruent	1.0	89.0	stroop	89	1.224	red	blue	incongruent	s617
131.398	1.5	incongruent	1.0	71.0	stroop	71	0.854	blue	red	incongruent	s617
133.538	1.5	congruent	1.0	82.0	stroop	82	0.634	green	green	congruent	s617
135.951	1.5	incongruent	1.0	89.0	stroop	89	1.052	red	blue	incongruent	s617
138.226	1.5	congruent	1.0	89.0	stroop	89	0.444	red	red	congruent	s617
140.911	1.5	congruent	1.0	82.0	stroop	82	0.818	green	green	congruent	s617
142.914	1.5	congruent	1.0	82.0	stroop	82	0.56	green	green	congruent	s617
145.325	1.5	congruent	1.0	82.0	stroop	82	0.556	green	green	congruent	s617
147.464	1.5	incongruent	1.0	89.0	stroop	89	0.731	red	blue	incongruent	s617
150.149	1.5	incongruent	1.0	89.0	stroop	89	0.66	red	green	incongruent	s617
152.152	1.5	incongruent	1.0	89.0	stroop	89	0.479	red	green	incongruent	s617
154.291	1.5	congruent	1.0	82.0	stroop	82	0.723	green	green	congruent	s617
157.248	1.5	incongruent	1.0	82.0	stroop	82	0.993	green	red	incongruent	s617
159.254	1.5	incongruent	1.0	89.0	stroop	89	0.669	red	blue	incongruent	s617
161.531	1.5	incongruent	1.0	82.0	stroop	82	0.917	green	blue	incongruent	s617
163.536	1.5	congruent	1.0	71.0	stroop	71	0.592	blue	blue	congruent	s617
165.542	1.5	congruent	1.0	89.0	stroop	89	0.587	red	red	congruent	s617
167.547	1.5	incongruent	0.0	82.0	stroop	89	0.607	green	red	incongruent	s617
169.549	1.5	congruent	1.0	71.0	stroop	71	0.851	blue	blue	congruent	s617
171.691	1.5	congruent	1.0	89.0	stroop	89	0.681	red	red	congruent	s617
173.697	1.5	incongruent	1.0	71.0	stroop	71	0.697	blue	green	incongruent	s617
175.701	1.5	congruent	1.0	71.0	stroop	71	0.816	blue	blue	congruent	s617
