onset	duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	stim_color	stim_word	trial_type	worker_id
3.51	1.5	incongruent	1.0	89.0	stroop	89	0.834	red	green	incongruent	s553
5.785	1.5	incongruent	1.0	82.0	stroop	82	1.264	green	blue	incongruent	s553
7.786	1.5	congruent	1.0	89.0	stroop	89	0.647	red	red	congruent	s553
9.789	1.5	congruent	1.0	89.0	stroop	89	0.493	red	red	congruent	s553
11.792	1.5	incongruent	1.0	71.0	stroop	71	0.722	blue	green	incongruent	s553
13.794	1.5	congruent	1.0	89.0	stroop	89	0.622	red	red	congruent	s553
15.933	1.5	congruent	1.0	89.0	stroop	89	0.536	red	red	congruent	s553
17.936	1.5	incongruent	1.0	71.0	stroop	71	0.607	blue	red	incongruent	s553
19.938	1.5	congruent	1.0	82.0	stroop	82	0.553	green	green	congruent	s553
22.076	1.5	incongruent	1.0	71.0	stroop	71	0.813	blue	red	incongruent	s553
24.079	1.5	incongruent	1.0	82.0	stroop	82	0.745	green	blue	incongruent	s553
26.081	1.5	incongruent	1.0	89.0	stroop	89	0.905	red	blue	incongruent	s553
28.219	1.5	congruent	1.0	71.0	stroop	71	0.715	blue	blue	congruent	s553
30.357	1.5	congruent	1.0	82.0	stroop	82	0.569	green	green	congruent	s553
32.632	1.5	incongruent	1.0	89.0	stroop	89	0.535	red	green	incongruent	s553
35.314	1.5	congruent	1.0	71.0	stroop	71	0.491	blue	blue	congruent	s553
37.317	1.5	congruent	1.0	71.0	stroop	71	0.846	blue	blue	congruent	s553
39.318	1.5	incongruent	1.0	89.0	stroop	89	0.593	red	blue	incongruent	s553
41.593	1.5	incongruent	1.0	82.0	stroop	82	0.686	green	red	incongruent	s553
43.595	1.5	congruent	1.0	89.0	stroop	89	0.64	red	red	congruent	s553
45.597	1.5	incongruent	1.0	82.0	stroop	82	0.898	green	red	incongruent	s553
47.6	1.5	incongruent	1.0	89.0	stroop	89	0.997	red	green	incongruent	s553
49.602	1.5	incongruent	1.0	82.0	stroop	82	0.925	green	blue	incongruent	s553
51.605	1.5	incongruent	1.0	71.0	stroop	71	0.631	blue	green	incongruent	s553
53.607	1.5	congruent	1.0	82.0	stroop	82	0.868	green	green	congruent	s553
55.881	1.5	incongruent	1.0	89.0	stroop	89	0.903	red	blue	incongruent	s553
57.883	1.5	congruent	1.0	71.0	stroop	71	0.622	blue	blue	congruent	s553
60.293	1.5	congruent	1.0	82.0	stroop	82	0.689	green	green	congruent	s553
62.296	1.5	congruent	1.0	71.0	stroop	71	1.017	blue	blue	congruent	s553
64.434	1.5	congruent	1.0	71.0	stroop	71	0.586	blue	blue	congruent	s553
66.436	1.5	congruent	1.0	82.0	stroop	82	0.716	green	green	congruent	s553
68.438	1.5	incongruent	1.0	89.0	stroop	89	0.599	red	blue	incongruent	s553
70.441	1.5	congruent	1.0	82.0	stroop	82	1.084	green	green	congruent	s553
72.716	1.5	incongruent	1.0	82.0	stroop	82	0.693	green	blue	incongruent	s553
74.719	1.5	incongruent	1.0	71.0	stroop	71	0.704	blue	red	incongruent	s553
76.994	1.5	incongruent	1.0	82.0	stroop	82	0.752	green	red	incongruent	s553
79.268	1.5	incongruent	1.0	89.0	stroop	89	0.792	red	green	incongruent	s553
81.269	1.5	congruent	1.0	71.0	stroop	71	0.728	blue	blue	congruent	s553
83.952	1.5	incongruent	1.0	71.0	stroop	71	0.67	blue	red	incongruent	s553
85.954	1.5	congruent	1.0	71.0	stroop	71	0.533	blue	blue	congruent	s553
88.228	1.5	congruent	1.0	89.0	stroop	89	0.624	red	red	congruent	s553
