onset	duration	choice	experiment_exp_id	key_press	large_amount	later_delay	response_time	small_amount	trial_type	worker_id
3.006	4.0	larger_later	discount_fixed	89	67.0	74.0	1.134	20.0	larger_later	s524
7.645	4.0	larger_later	discount_fixed	89	29.0	58.0	0.925	20.0	larger_later	s524
12.963	4.0	larger_later	discount_fixed	89	39.0	104.0	1.114	20.0	larger_later	s524
17.942	4.0	larger_later	discount_fixed	89	33.0	103.0	1.108	20.0	larger_later	s524
22.512	4.0	larger_later	discount_fixed	89	33.0	78.0	0.887	20.0	larger_later	s524
28.034	4.0	larger_later	discount_fixed	89	74.0	52.0	3.808	20.0	larger_later	s524
31.872	4.0	larger_later	discount_fixed	89	28.0	132.0	0.556	20.0	larger_later	s524
37.666	4.0	larger_later	discount_fixed	89	28.0	59.0	0.97	20.0	larger_later	s524
42.236	4.0	larger_later	discount_fixed	89	28.0	163.0	0.752	20.0	larger_later	s524
47.35	4.0	larger_later	discount_fixed	89	32.0	74.0	1.367	20.0	larger_later	s524
51.852	4.0	larger_later	discount_fixed	89	57.0	89.0	0.812	20.0	larger_later	s524
56.693	4.0	larger_later	discount_fixed	89	70.0	108.0	0.887	20.0	larger_later	s524
61.263	4.0	larger_later	discount_fixed	89	72.0	95.0	0.656	20.0	larger_later	s524
66.649	4.0	larger_later	discount_fixed	89	30.0	36.0	1.105	20.0	larger_later	s524
71.695	4.0	false	discount_fixed	-1	41.0	129.0	n/a	20.0	false	s524
76.401	4.0	false	discount_fixed	-1	78.0	129.0	n/a	20.0	false	s524
81.312	4.0	larger_later	discount_fixed	89	71.0	88.0	0.023	20.0	larger_later	s524
86.222	4.0	larger_later	discount_fixed	89	65.0	159.0	0.459	20.0	larger_later	s524
91.064	4.0	larger_later	discount_fixed	89	24.0	125.0	0.535	20.0	larger_later	s524
96.178	4.0	larger_later	discount_fixed	89	58.0	36.0	0.592	20.0	larger_later	s524
101.293	4.0	larger_later	discount_fixed	89	63.0	37.0	3.38	20.0	larger_later	s524
105.999	4.0	larger_later	discount_fixed	89	75.0	41.0	0.793	20.0	larger_later	s524
110.841	4.0	larger_later	discount_fixed	89	45.0	72.0	2.244	20.0	larger_later	s524
115.684	4.0	larger_later	discount_fixed	89	25.0	74.0	0.62	20.0	larger_later	s524
122.566	4.0	larger_later	discount_fixed	89	65.0	137.0	0.849	20.0	larger_later	s524
127.136	4.0	larger_later	discount_fixed	89	49.0	140.0	0.449	20.0	larger_later	s524
131.911	4.0	larger_later	discount_fixed	89	67.0	103.0	0.657	20.0	larger_later	s524
138.929	4.0	smaller_sooner	discount_fixed	71	69.0	172.0	1.848	20.0	smaller_sooner	s524
143.635	4.0	larger_later	discount_fixed	89	66.0	71.0	1.276	20.0	larger_later	s524
148.817	4.0	larger_later	discount_fixed	89	71.0	176.0	1.008	20.0	larger_later	s524
153.863	4.0	larger_later	discount_fixed	89	31.0	76.0	1.699	20.0	larger_later	s524
159.181	4.0	larger_later	discount_fixed	89	43.0	19.0	0.854	20.0	larger_later	s524
163.751	4.0	larger_later	discount_fixed	89	60.0	124.0	1.676	20.0	larger_later	s524
168.388	4.0	larger_later	discount_fixed	89	27.0	142.0	1.075	20.0	larger_later	s524
173.298	4.0	larger_later	discount_fixed	89	25.0	70.0	3.517	20.0	larger_later	s524
177.8	4.0	larger_later	discount_fixed	89	44.0	92.0	0.739	20.0	larger_later	s524
182.778	4.0	larger_later	discount_fixed	89	41.0	27.0	1.457	20.0	larger_later	s524
187.688	4.0	larger_later	discount_fixed	89	64.0	89.0	2.327	20.0	larger_later	s524
192.259	4.0	larger_later	discount_fixed	89	78.0	108.0	0.813	20.0	larger_later	s524
196.761	4.0	larger_later	discount_fixed	89	80.0	145.0	5.101	20.0	larger_later	s524
202.963	4.0	larger_later	discount_fixed	89	41.0	174.0	0.576	20.0	larger_later	s524
207.67	4.0	larger_later	discount_fixed	89	42.0	145.0	0.949	20.0	larger_later	s524
212.716	4.0	larger_later	discount_fixed	89	36.0	114.0	0.883	20.0	larger_later	s524
217.764	4.0	larger_later	discount_fixed	89	58.0	55.0	1.094	20.0	larger_later	s524
222.946	4.0	larger_later	discount_fixed	89	81.0	58.0	3.817	20.0	larger_later	s524
227.924	4.0	larger_later	discount_fixed	89	32.0	111.0	0.866	20.0	larger_later	s524
232.697	4.0	larger_later	discount_fixed	89	25.0	141.0	3.072	20.0	larger_later	s524
237.472	4.0	larger_later	discount_fixed	89	67.0	23.0	0.741	20.0	larger_later	s524
242.653	4.0	larger_later	discount_fixed	89	77.0	161.0	0.819	20.0	larger_later	s524
247.836	4.0	larger_later	discount_fixed	89	55.0	163.0	0.769	20.0	larger_later	s524
253.086	4.0	larger_later	discount_fixed	89	40.0	159.0	1.938	20.0	larger_later	s524
257.656	4.0	larger_later	discount_fixed	89	76.0	161.0	1.227	20.0	larger_later	s524
262.158	4.0	false	discount_fixed	-1	48.0	128.0	n/a	20.0	false	s524
267.068	4.0	false	discount_fixed	-1	39.0	95.0	n/a	20.0	false	s524
271.638	4.0	larger_later	discount_fixed	89	83.0	105.0	2.858	20.0	larger_later	s524
277.84	4.0	larger_later	discount_fixed	89	67.0	41.0	3.84	20.0	larger_later	s524
282.751	4.0	larger_later	discount_fixed	89	56.0	172.0	0.539	20.0	larger_later	s524
288.0	4.0	false	discount_fixed	-1	28.0	123.0	n/a	20.0	false	s524
293.046	4.0	larger_later	discount_fixed	89	50.0	129.0	0.78	20.0	larger_later	s524
297.684	4.0	larger_later	discount_fixed	89	23.0	61.0	0.462	20.0	larger_later	s524
302.391	4.0	false	discount_fixed	-1	79.0	92.0	n/a	20.0	false	s524
315.532	4.0	larger_later	discount_fixed	89	61.0	141.0	1.928	20.0	larger_later	s524
320.101	4.0	larger_later	discount_fixed	89	43.0	38.0	0.407	20.0	larger_later	s524
324.671	4.0	larger_later	discount_fixed	89	66.0	145.0	0.616	20.0	larger_later	s524
329.581	4.0	false	discount_fixed	-1	30.0	23.0	n/a	20.0	false	s524
334.423	4.0	larger_later	discount_fixed	89	32.0	57.0	0.858	20.0	larger_later	s524
339.673	4.0	larger_later	discount_fixed	89	27.0	91.0	0.672	20.0	larger_later	s524
344.447	4.0	larger_later	discount_fixed	89	43.0	120.0	4.468	20.0	larger_later	s524
350.445	4.0	larger_later	discount_fixed	89	75.0	60.0	0.502	20.0	larger_later	s524
356.035	4.0	false	discount_fixed	-1	34.0	176.0	n/a	20.0	false	s524
360.606	4.0	larger_later	discount_fixed	89	24.0	38.0	4.511	20.0	larger_later	s524
365.72	4.0	larger_later	discount_fixed	89	82.0	74.0	0.618	20.0	larger_later	s524
