onset	duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	stim_color	stim_word	trial_type	worker_id
3.525	1.5	incongruent	1.0	82.0	stroop	82	1.18	green	red	incongruent	s638
5.53	1.5	congruent	1.0	82.0	stroop	82	0.635	green	green	congruent	s638
8.077	1.5	congruent	1.0	71.0	stroop	71	0.488	blue	blue	congruent	s638
10.218	1.5	congruent	1.0	82.0	stroop	82	0.544	green	green	congruent	s638
12.223	1.5	congruent	1.0	71.0	stroop	71	0.51	blue	blue	congruent	s638
14.229	1.5	congruent	1.0	82.0	stroop	82	0.534	green	green	congruent	s638
16.506	1.5	incongruent	0.0	82.0	stroop	89	0.531	green	red	incongruent	s638
18.511	1.5	congruent	1.0	89.0	stroop	89	0.637	red	red	congruent	s638
20.514	1.5	incongruent	1.0	71.0	stroop	71	0.828	blue	red	incongruent	s638
22.655	1.5	incongruent	1.0	89.0	stroop	89	1.118	red	blue	incongruent	s638
24.66	1.5	incongruent	1.0	71.0	stroop	71	0.829	blue	red	incongruent	s638
26.935	1.5	congruent	1.0	89.0	stroop	89	0.677	red	red	congruent	s638
29.074	1.5	incongruent	1.0	82.0	stroop	82	0.671	green	red	incongruent	s638
31.487	1.5	congruent	1.0	82.0	stroop	82	0.51	green	green	congruent	s638
33.492	1.5	congruent	1.0	71.0	stroop	71	0.502	blue	blue	congruent	s638
35.498	1.5	incongruent	1.0	89.0	stroop	89	0.709	red	green	incongruent	s638
38.319	1.5	incongruent	1.0	89.0	stroop	89	0.833	red	blue	incongruent	s638
40.323	1.5	incongruent	1.0	82.0	stroop	82	0.933	green	red	incongruent	s638
42.327	1.5	congruent	1.0	82.0	stroop	82	0.497	green	green	congruent	s638
44.468	1.5	congruent	1.0	82.0	stroop	82	0.493	green	green	congruent	s638
46.473	1.5	incongruent	1.0	71.0	stroop	71	0.693	blue	green	incongruent	s638
48.479	1.5	congruent	1.0	82.0	stroop	82	0.573	green	green	congruent	s638
50.484	1.5	incongruent	1.0	89.0	stroop	89	0.653	red	green	incongruent	s638
52.489	1.5	congruent	1.0	82.0	stroop	82	0.559	green	green	congruent	s638
54.494	1.5	incongruent	1.0	82.0	stroop	82	1.014	green	blue	incongruent	s638
56.499	1.5	congruent	1.0	82.0	stroop	82	0.503	green	green	congruent	s638
58.505	1.5	incongruent	1.0	71.0	stroop	71	0.746	blue	red	incongruent	s638
60.782	1.5	incongruent	1.0	71.0	stroop	71	0.595	blue	green	incongruent	s638
62.787	1.5	congruent	1.0	82.0	stroop	82	0.513	green	green	congruent	s638
64.926	1.5	congruent	1.0	89.0	stroop	89	0.523	red	red	congruent	s638
66.929	1.5	congruent	1.0	71.0	stroop	71	0.555	blue	blue	congruent	s638
69.07	1.5	congruent	1.0	82.0	stroop	82	0.449	green	green	congruent	s638
71.076	1.5	congruent	1.0	82.0	stroop	82	0.583	green	green	congruent	s638
73.081	1.5	incongruent	1.0	71.0	stroop	71	0.754	blue	red	incongruent	s638
75.088	1.5	incongruent	1.0	82.0	stroop	82	0.457	green	blue	incongruent	s638
77.364	1.5	incongruent	1.0	89.0	stroop	89	0.551	red	blue	incongruent	s638
79.366	1.5	incongruent	1.0	82.0	stroop	82	0.569	green	blue	incongruent	s638
81.504	1.5	congruent	1.0	89.0	stroop	89	0.592	red	red	congruent	s638
83.918	1.5	incongruent	1.0	71.0	stroop	71	0.826	blue	red	incongruent	s638
86.193	1.5	congruent	1.0	89.0	stroop	89	0.497	red	red	congruent	s638
88.878	1.5	congruent	1.0	82.0	stroop	82	0.463	green	green	congruent	s638
90.881	1.5	congruent	1.0	71.0	stroop	71	0.537	blue	blue	congruent	s638
93.296	1.5	congruent	1.0	89.0	stroop	89	0.502	red	red	congruent	s638
95.435	1.5	incongruent	1.0	71.0	stroop	71	0.764	blue	red	incongruent	s638
98.12	1.5	incongruent	1.0	71.0	stroop	71	0.614	blue	red	incongruent	s638
100.123	1.5	incongruent	1.0	71.0	stroop	71	0.526	blue	red	incongruent	s638
102.261	1.5	congruent	1.0	71.0	stroop	71	0.466	blue	blue	congruent	s638
105.219	1.5	incongruent	1.0	82.0	stroop	82	0.859	green	red	incongruent	s638
107.223	1.5	incongruent	1.0	71.0	stroop	71	0.822	blue	green	incongruent	s638
109.501	1.5	incongruent	1.0	89.0	stroop	89	0.76	red	blue	incongruent	s638
111.507	1.5	congruent	1.0	89.0	stroop	89	0.637	red	red	congruent	s638
113.512	1.5	congruent	1.0	89.0	stroop	89	0.453	red	red	congruent	s638
115.518	1.5	incongruent	1.0	71.0	stroop	71	0.769	blue	green	incongruent	s638
117.52	1.5	congruent	1.0	89.0	stroop	89	0.631	red	red	congruent	s638
119.661	1.5	congruent	1.0	71.0	stroop	71	0.58	blue	blue	congruent	s638
121.667	1.5	incongruent	1.0	82.0	stroop	82	0.79	green	blue	incongruent	s638
123.67	1.5	congruent	1.0	89.0	stroop	89	0.56	red	red	congruent	s638
125.811	1.5	incongruent	1.0	89.0	stroop	89	0.684	red	blue	incongruent	s638
127.816	1.5	incongruent	1.0	82.0	stroop	82	0.671	green	red	incongruent	s638
129.818	1.5	incongruent	1.0	89.0	stroop	89	0.643	red	blue	incongruent	s638
131.96	1.5	congruent	1.0	89.0	stroop	89	0.402	red	red	congruent	s638
134.101	1.5	congruent	1.0	82.0	stroop	82	0.521	green	green	congruent	s638
136.379	1.5	incongruent	1.0	82.0	stroop	82	0.845	green	blue	incongruent	s638
139.063	1.5	congruent	1.0	82.0	stroop	82	0.536	green	green	congruent	s638
141.069	1.5	congruent	1.0	71.0	stroop	71	0.608	blue	blue	congruent	s638
143.075	1.5	incongruent	1.0	89.0	stroop	89	0.63	red	green	incongruent	s638
145.352	1.5	incongruent	1.0	71.0	stroop	71	0.674	blue	green	incongruent	s638
147.357	1.5	congruent	1.0	71.0	stroop	71	0.547	blue	blue	congruent	s638
149.362	1.5	incongruent	0.0	82.0	stroop	89	0.628	green	red	incongruent	s638
151.368	1.5	incongruent	1.0	71.0	stroop	71	1.008	blue	green	incongruent	s638
153.373	1.5	incongruent	1.0	89.0	stroop	89	1.085	red	blue	incongruent	s638
155.379	1.5	incongruent	1.0	89.0	stroop	89	0.987	red	green	incongruent	s638
157.384	1.5	congruent	1.0	89.0	stroop	89	0.473	red	red	congruent	s638
159.661	1.5	incongruent	1.0	89.0	stroop	89	0.432	red	green	incongruent	s638
161.664	1.5	congruent	1.0	82.0	stroop	82	0.723	green	green	congruent	s638
164.079	1.5	congruent	1.0	89.0	stroop	89	0.535	red	red	congruent	s638
166.084	1.5	congruent	1.0	71.0	stroop	71	0.697	blue	blue	congruent	s638
168.226	1.5	congruent	0.0	71.0	stroop	89	0.575	blue	blue	congruent	s638
170.231	1.5	congruent	1.0	71.0	stroop	71	0.521	blue	blue	congruent	s638
