onset	duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	stim_color	stim_word	trial_type	worker_id
3.526	1.5	incongruent	1.0	71.0	stroop	71	1.051	blue	red	incongruent	s597
5.528	1.5	congruent	1.0	82.0	stroop	82	0.452	green	green	congruent	s597
8.077	1.5	congruent	1.0	71.0	stroop	71	0.477	blue	blue	congruent	s597
10.217	1.5	congruent	1.0	71.0	stroop	71	0.512	blue	blue	congruent	s597
12.223	1.5	congruent	1.0	82.0	stroop	82	0.507	green	green	congruent	s597
14.229	1.5	congruent	1.0	71.0	stroop	71	0.521	blue	blue	congruent	s597
16.506	1.5	incongruent	0.0	82.0	stroop	89	0.748	green	red	incongruent	s597
18.513	1.5	congruent	1.0	82.0	stroop	82	0.638	green	green	congruent	s597
20.519	1.5	incongruent	1.0	89.0	stroop	89	0.943	red	green	incongruent	s597
22.659	1.5	incongruent	1.0	71.0	stroop	71	0.719	blue	green	incongruent	s597
24.661	1.5	incongruent	1.0	82.0	stroop	82	0.713	green	blue	incongruent	s597
26.939	1.5	congruent	1.0	82.0	stroop	82	0.572	green	green	congruent	s597
29.08	1.5	incongruent	1.0	89.0	stroop	89	0.581	red	blue	incongruent	s597
31.492	1.5	congruent	1.0	89.0	stroop	89	0.574	red	red	congruent	s597
33.498	1.5	congruent	1.0	82.0	stroop	82	0.624	green	green	congruent	s597
35.504	1.5	incongruent	1.0	71.0	stroop	71	0.514	blue	green	incongruent	s597
38.324	1.5	incongruent	1.0	89.0	stroop	89	0.713	red	blue	incongruent	s597
40.33	1.5	incongruent	1.0	71.0	stroop	71	0.908	blue	green	incongruent	s597
42.333	1.5	congruent	1.0	89.0	stroop	89	0.631	red	red	congruent	s597
44.472	1.5	congruent	1.0	71.0	stroop	71	0.51	blue	blue	congruent	s597
46.48	1.5	incongruent	1.0	82.0	stroop	82	0.688	green	blue	incongruent	s597
48.484	1.5	congruent	1.0	71.0	stroop	71	0.439	blue	blue	congruent	s597
50.487	1.5	incongruent	1.0	89.0	stroop	89	0.583	red	blue	incongruent	s597
52.491	1.5	congruent	1.0	89.0	stroop	89	0.612	red	red	congruent	s597
54.497	1.5	incongruent	1.0	82.0	stroop	82	1.078	green	red	incongruent	s597
56.498	1.5	congruent	1.0	89.0	stroop	89	0.876	red	red	congruent	s597
58.502	1.5	incongruent	1.0	89.0	stroop	89	0.569	red	green	incongruent	s597
60.776	1.5	incongruent	1.0	71.0	stroop	71	0.773	blue	red	incongruent	s597
62.778	1.5	congruent	1.0	89.0	stroop	89	0.604	red	red	congruent	s597
64.917	1.5	congruent	1.0	89.0	stroop	89	0.721	red	red	congruent	s597
66.919	1.5	congruent	1.0	71.0	stroop	71	0.594	blue	blue	congruent	s597
69.057	1.5	congruent	1.0	82.0	stroop	82	0.412	green	green	congruent	s597
71.061	1.5	congruent	1.0	89.0	stroop	89	0.688	red	red	congruent	s597
73.064	1.5	incongruent	1.0	89.0	stroop	89	0.682	red	blue	incongruent	s597
75.069	1.5	incongruent	1.0	89.0	stroop	89	0.652	red	green	incongruent	s597
77.343	1.5	incongruent	0.0	82.0	stroop	71	0.557	green	red	incongruent	s597
79.345	1.5	incongruent	1.0	71.0	stroop	71	0.774	blue	green	incongruent	s597
81.482	1.5	congruent	1.0	82.0	stroop	82	0.643	green	green	congruent	s597
83.896	1.5	incongruent	1.0	89.0	stroop	89	0.753	red	green	incongruent	s597
86.174	1.5	congruent	1.0	71.0	stroop	71	0.605	blue	blue	congruent	s597
88.86	1.5	congruent	1.0	71.0	stroop	71	0.775	blue	blue	congruent	s597
90.866	1.5	congruent	1.0	82.0	stroop	82	1.03	green	green	congruent	s597
93.276	1.5	congruent	1.0	82.0	stroop	82	0.636	green	green	congruent	s597
95.415	1.5	incongruent	0.0	71.0	stroop	89	0.729	blue	red	incongruent	s597
98.101	1.5	incongruent	1.0	71.0	stroop	71	0.845	blue	green	incongruent	s597
100.107	1.5	incongruent	1.0	89.0	stroop	89	1.234	red	blue	incongruent	s597
102.245	1.5	congruent	1.0	89.0	stroop	89	0.535	red	red	congruent	s597
105.2	1.5	incongruent	1.0	82.0	stroop	82	0.752	green	red	incongruent	s597
107.202	1.5	incongruent	1.0	89.0	stroop	89	1.349	red	blue	incongruent	s597
109.475	1.5	incongruent	1.0	82.0	stroop	82	0.906	green	blue	incongruent	s597
111.479	1.5	congruent	1.0	82.0	stroop	82	1.004	green	green	congruent	s597
113.481	1.5	congruent	1.0	89.0	stroop	89	0.791	red	red	congruent	s597
115.485	1.5	incongruent	1.0	71.0	stroop	71	1.567	blue	green	incongruent	s597
117.491	1.5	congruent	1.0	71.0	stroop	71	0.556	blue	blue	congruent	s597
119.63	1.5	congruent	1.0	82.0	stroop	82	0.549	green	green	congruent	s597
121.632	1.5	incongruent	1.0	71.0	stroop	71	0.705	blue	green	incongruent	s597
123.637	1.5	congruent	1.0	82.0	stroop	82	0.754	green	green	congruent	s597
125.779	1.5	incongruent	1.0	82.0	stroop	82	0.794	green	blue	incongruent	s597
127.785	1.5	incongruent	1.0	82.0	stroop	82	0.725	green	red	incongruent	s597
129.788	1.5	incongruent	1.0	89.0	stroop	89	0.767	red	green	incongruent	s597
131.928	1.5	congruent	1.0	71.0	stroop	71	0.448	blue	blue	congruent	s597
134.066	1.5	congruent	1.0	71.0	stroop	71	0.575	blue	blue	congruent	s597
136.343	1.5	incongruent	1.0	82.0	stroop	82	1.003	green	red	incongruent	s597
139.025	1.5	congruent	0.0	82.0	stroop	89	0.444	green	green	congruent	s597
141.028	1.5	congruent	0.0	89.0	stroop	71	0.46	red	red	congruent	s597
143.032	1.5	incongruent	0.0	71.0	stroop	89	0.676	blue	red	incongruent	s597
145.31	1.5	incongruent	1.0	82.0	stroop	82	0.747	green	red	incongruent	s597
147.311	1.5	congruent	1.0	71.0	stroop	71	0.61	blue	blue	congruent	s597
149.314	1.5	incongruent	1.0	82.0	stroop	82	0.881	green	blue	incongruent	s597
151.32	1.5	incongruent	1.0	82.0	stroop	82	0.862	green	red	incongruent	s597
153.321	1.5	incongruent	1.0	82.0	stroop	82	0.767	green	blue	incongruent	s597
155.324	1.5	incongruent	1.0	71.0	stroop	71	0.789	blue	red	incongruent	s597
157.328	1.5	congruent	1.0	89.0	stroop	89	0.577	red	red	congruent	s597
159.606	1.5	incongruent	1.0	71.0	stroop	71	0.611	blue	red	incongruent	s597
161.612	1.5	congruent	1.0	89.0	stroop	89	0.713	red	red	congruent	s597
164.026	1.5	congruent	1.0	89.0	stroop	89	0.679	red	red	congruent	s597
166.027	1.5	congruent	1.0	71.0	stroop	71	0.857	blue	blue	congruent	s597
168.168	1.5	congruent	1.0	82.0	stroop	82	0.625	green	green	congruent	s597
170.169	1.5	congruent	1.0	89.0	stroop	89	0.614	red	red	congruent	s597
172.175	1.5	incongruent	1.0	71.0	stroop	71	0.538	blue	red	incongruent	s597
174.181	1.5	congruent	1.0	89.0	stroop	89	0.803	red	red	congruent	s597
176.459	1.5	incongruent	1.0	89.0	stroop	89	0.727	red	green	incongruent	s597
178.463	1.5	incongruent	1.0	89.0	stroop	89	0.678	red	blue	incongruent	s597
180.738	1.5	incongruent	1.0	89.0	stroop	89	0.636	red	green	incongruent	s597
183.016	1.5	incongruent	1.0	71.0	stroop	71	0.62	blue	red	incongruent	s597
185.018	1.5	congruent	1.0	71.0	stroop	71	0.583	blue	blue	congruent	s597
187.701	1.5	incongruent	1.0	71.0	stroop	71	0.466	blue	green	incongruent	s597
189.703	1.5	congruent	1.0	82.0	stroop	82	0.618	green	green	congruent	s597
191.981	1.5	congruent	1.0	82.0	stroop	82	0.514	green	green	congruent	s597
193.988	1.5	congruent	1.0	89.0	stroop	89	0.611	red	red	congruent	s597
195.993	1.5	incongruent	1.0	89.0	stroop	89	0.898	red	blue	incongruent	s597
198.266	1.5	congruent	1.0	71.0	stroop	71	0.355	blue	blue	congruent	s597
200.404	1.5	congruent	1.0	71.0	stroop	71	0.955	blue	blue	congruent	s597
202.951	1.5	incongruent	1.0	82.0	stroop	82	0.738	green	blue	incongruent	s597
205.365	1.5	incongruent	0.0	89.0	stroop	71	0.759	red	green	incongruent	s597
207.371	1.5	incongruent	0.0	82.0	stroop	71	0.72	green	blue	incongruent	s597
