onset	duration	CTI	correct	correct_response	cue	cue_switch	experiment_exp_id	key_press	response_time	stim_color	stim_number	switch_type	task_type	task_switch	worker_id	first_trial_of_block
3.629	1.0	0.1	True	89.0	High-Low	n/a	twobytwo	89.0	0.745	blue	1.0	task_switch	magnitude	switch	s589	1
5.874	1.0	0.1	True	71.0	High-Low	stay	twobytwo	71.0	0.811	blue	7.0	cue_stay	magnitude	stay	s589	0
9.466	1.0	0.9	True	89.0	Magnitude	switch	twobytwo	89.0	0.812	orange	2.0	cue_switch	magnitude	stay	s589	0
12.114	1.0	0.1	True	89.0	High-Low	switch	twobytwo	89.0	0.893	orange	2.0	cue_switch	magnitude	stay	s589	0
15.295	1.0	0.9	True	89.0	Magnitude	switch	twobytwo	89.0	0.518	orange	1.0	cue_switch	magnitude	stay	s589	0
17.677	1.0	0.1	True	89.0	Color	n/a	twobytwo	89.0	0.826	blue	9.0	task_switch	color	switch	s589	0
20.189	1.0	0.1	True	71.0	Color	stay	twobytwo	71.0	1.099	orange	1.0	cue_stay	color	stay	s589	0
22.431	1.0	0.1	True	71.0	High-Low	n/a	twobytwo	71.0	0.768	orange	8.0	task_switch	magnitude	switch	s589	0
25.611	1.0	0.9	True	89.0	Magnitude	switch	twobytwo	89.0	0.563	blue	2.0	cue_switch	magnitude	stay	s589	0
28.522	1.0	0.9	True	89.0	High-Low	switch	twobytwo	89.0	0.526	blue	3.0	cue_switch	magnitude	stay	s589	0
31.563	1.0	0.9	True	71.0	High-Low	stay	twobytwo	71.0	0.58	orange	9.0	cue_stay	magnitude	stay	s589	0
33.941	1.0	0.1	True	89.0	Color	n/a	twobytwo	89.0	0.699	blue	1.0	task_switch	color	switch	s589	0
36.046	1.0	0.1	True	89.0	High-Low	n/a	twobytwo	89.0	1.054	orange	4.0	task_switch	magnitude	switch	s589	0
38.834	1.0	0.1	True	71.0	Magnitude	switch	twobytwo	71.0	0.653	blue	8.0	cue_switch	magnitude	stay	s589	0
40.939	1.0	0.1	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.825	blue	4.0	task_switch	color	switch	s589	0
43.851	1.0	0.9	True	71.0	Orange-Blue	stay	twobytwo	71.0	0.628	orange	7.0	cue_stay	color	stay	s589	0
46.758	1.0	0.9	True	89.0	Magnitude	n/a	twobytwo	89.0	0.563	blue	4.0	task_switch	magnitude	switch	s589	0
49.936	1.0	0.9	True	89.0	Color	n/a	twobytwo	89.0	0.645	blue	7.0	task_switch	color	switch	s589	0
52.843	1.0	0.9	True	89.0	Magnitude	n/a	twobytwo	89.0	0.889	orange	4.0	task_switch	magnitude	switch	s589	0
54.953	1.0	0.1	True	71.0	Color	n/a	twobytwo	71.0	0.857	orange	8.0	task_switch	color	switch	s589	0
57.059	1.0	0.1	True	89.0	Color	stay	twobytwo	89.0	0.686	blue	4.0	cue_stay	color	stay	s589	0
60.646	1.0	0.9	True	89.0	Color	stay	twobytwo	89.0	0.552	blue	2.0	cue_stay	color	stay	s589	0
62.755	1.0	0.1	True	71.0	High-Low	n/a	twobytwo	71.0	0.619	blue	9.0	task_switch	magnitude	switch	s589	0
64.995	1.0	0.1	True	89.0	Magnitude	switch	twobytwo	89.0	0.637	blue	1.0	cue_switch	magnitude	stay	s589	0
67.51	1.0	0.1	True	71.0	Magnitude	stay	twobytwo	71.0	0.701	orange	6.0	cue_stay	magnitude	stay	s589	0
70.556	1.0	0.9	True	71.0	Magnitude	stay	twobytwo	71.0	0.498	blue	8.0	cue_stay	magnitude	stay	s589	0
73.464	1.0	0.9	False	71.0	Orange-Blue	n/a	twobytwo	89.0	0.463	orange	6.0	task_switch	color	switch	s589	0
75.569	1.0	0.1	True	71.0	High-Low	n/a	twobytwo	71.0	1.179	blue	6.0	task_switch	magnitude	switch	s589	0
