onset	duration	CTI	correct	correct_response	cue	cue_switch	experiment_exp_id	key_press	response_time	stim_color	stim_number	switch_type	task_type	task_switch	worker_id	first_trial_of_block
4.415	1.0	0.9	True	89.0	Orange-Blue	stay	twobytwo	89.0	0.488	orange	2.0	cue_stay	color	stay	s491	1
7.747	1.0	0.1	True	89.0	High-Low	n/a	twobytwo	89.0	1.065	orange	1.0	task_switch	magnitude	switch	s491	0
11.069	1.0	0.9	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.496	orange	1.0	task_switch	color	switch	s491	0
14.79	1.0	0.9	True	71.0	High-Low	n/a	twobytwo	71.0	0.488	orange	8.0	task_switch	magnitude	switch	s491	0
17.309	1.0	0.1	True	89.0	Color	n/a	twobytwo	89.0	0.901	orange	7.0	task_switch	color	switch	s491	0
20.351	1.0	0.9	True	89.0	Color	stay	twobytwo	89.0	0.51	orange	9.0	cue_stay	color	stay	s491	0
23.394	1.0	0.9	True	71.0	Orange-Blue	switch	twobytwo	71.0	0.485	blue	8.0	cue_switch	color	stay	s491	0
25.5	1.0	0.1	True	71.0	Color	switch	twobytwo	71.0	0.793	blue	6.0	cue_switch	color	stay	s491	0
27.606	1.0	0.1	True	89.0	High-Low	n/a	twobytwo	89.0	0.821	blue	3.0	task_switch	magnitude	switch	s491	0
29.985	1.0	0.1	True	89.0	Color	n/a	twobytwo	89.0	0.801	orange	1.0	task_switch	color	switch	s491	0
32.5	1.0	0.1	True	89.0	Magnitude	n/a	twobytwo	89.0	0.832	orange	1.0	task_switch	magnitude	switch	s491	0
34.606	1.0	0.1	True	71.0	High-Low	switch	twobytwo	71.0	0.779	blue	8.0	cue_switch	magnitude	stay	s491	0
37.651	1.0	0.9	True	71.0	Color	n/a	twobytwo	71.0	0.552	blue	1.0	task_switch	color	switch	s491	0
40.556	1.0	0.9	True	71.0	Magnitude	n/a	twobytwo	71.0	0.763	blue	7.0	task_switch	magnitude	switch	s491	0
43.071	1.0	0.1	True	89.0	High-Low	switch	twobytwo	89.0	0.675	blue	3.0	cue_switch	magnitude	stay	s491	0
46.25	1.0	0.9	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.558	blue	4.0	task_switch	color	switch	s491	0
48.355	1.0	0.1	True	89.0	Color	switch	twobytwo	89.0	0.804	orange	4.0	cue_switch	color	stay	s491	0
50.733	1.0	0.1	True	89.0	Magnitude	n/a	twobytwo	89.0	0.928	orange	4.0	task_switch	magnitude	switch	s491	0
52.839	1.0	0.1	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.977	blue	9.0	task_switch	color	switch	s491	0
55.751	1.0	0.9	True	71.0	Orange-Blue	stay	twobytwo	71.0	0.951	blue	2.0	cue_stay	color	stay	s491	0
58.131	1.0	0.1	True	71.0	High-Low	n/a	twobytwo	71.0	0.748	orange	8.0	task_switch	magnitude	switch	s491	0
