onset	duration	SS_delay	correct_response	experiment_exp_id	key_press	response_time	stopped	trial_type	worker_id
3.012	0.85	0.1	71.0	stop_signal	71.0	0.485	False	go	s586
5.537	0.85	0.1	71.0	stop_signal	71.0	0.438	False	go	s586
7.789	0.85	0.1	71.0	stop_signal	-1.0	n/a	True	stop_success	s586
10.045	0.85	0.15	89.0	stop_signal	89.0	0.55	False	go	s586
12.297	0.85	0.15	71.0	stop_signal	71.0	0.523	False	go	s586
14.549	0.85	0.15	89.0	stop_signal	89.0	0.484	False	go	s586
16.938	0.85	0.15	89.0	stop_signal	71.0	0.495	False	go	s586
19.192	0.85	0.15	89.0	stop_signal	-1.0	n/a	True	stop_success	s586
21.448	0.85	0.2	89.0	stop_signal	89.0	0.744	False	go	s586
23.699	0.85	0.2	89.0	stop_signal	-1.0	n/a	True	stop_success	s586
25.955	0.85	0.25	89.0	stop_signal	89.0	0.548	False	stop_failure	s586
28.48	0.85	0.2	71.0	stop_signal	71.0	0.571	False	go	s586
30.872	0.85	0.2	89.0	stop_signal	89.0	0.465	False	go	s586
33.397	0.85	0.2	71.0	stop_signal	89.0	0.378	False	stop_failure	s586
35.654	0.85	0.15	89.0	stop_signal	89.0	0.595	False	go	s586
38.043	0.85	0.15	71.0	stop_signal	89.0	0.541	False	go	s586
40.434	0.85	0.15	71.0	stop_signal	89.0	0.65	False	go	s586
42.688	0.85	0.15	89.0	stop_signal	89.0	0.556	False	go	s586
45.078	0.85	0.15	71.0	stop_signal	71.0	0.541	False	go	s586
47.468	0.85	0.15	89.0	stop_signal	-1.0	n/a	True	stop_success	s586
49.857	0.85	0.2	71.0	stop_signal	71.0	0.577	False	go	s586
52.521	0.85	0.2	89.0	stop_signal	89.0	0.402	False	go	s586
55.049	0.85	0.2	71.0	stop_signal	-1.0	n/a	True	stop_success	s586
57.301	0.85	0.25	89.0	stop_signal	71.0	0.504	False	stop_failure	s586
60.233	0.85	0.2	71.0	stop_signal	71.0	0.535	False	go	s586
62.487	0.85	0.2	89.0	stop_signal	89.0	0.557	False	go	s586
65.012	0.85	0.2	71.0	stop_signal	71.0	0.528	False	stop_failure	s586
67.268	0.85	0.15	89.0	stop_signal	89.0	0.624	False	go	s586
69.519	0.85	0.15	89.0	stop_signal	89.0	0.569	False	go	s586
71.775	0.85	0.15	71.0	stop_signal	71.0	0.52	False	go	s586
74.027	0.85	0.15	71.0	stop_signal	89.0	0.401	False	go	s586
76.554	0.85	0.15	89.0	stop_signal	-1.0	n/a	True	stop_success	s586
79.626	0.85	0.2	71.0	stop_signal	71.0	0.56	False	stop_failure	s586
81.879	0.85	0.15	71.0	stop_signal	71.0	0.601	False	go	s586
84.269	0.85	0.15	71.0	stop_signal	-1.0	n/a	True	stop_success	s586
86.661	0.85	0.2	71.0	stop_signal	89.0	0.589	False	go	s586
89.186	0.85	0.2	89.0	stop_signal	89.0	0.616	False	go	s586
91.575	0.85	0.2	89.0	stop_signal	71.0	0.76	False	go	s586
93.968	0.85	0.2	89.0	stop_signal	-1.0	n/a	True	stop_success	s586
96.765	0.85	0.25	71.0	stop_signal	71.0	0.467	False	go	s586
99.153	0.85	0.25	71.0	stop_signal	-1.0	n/a	True	stop_success	s586
111.916	0.85	0.3	89.0	stop_signal	-1.0	n/a	True	stop_success	s586
114.441	0.85	0.35	89.0	stop_signal	-1.0	n/a	True	stop_success	s586
116.829	0.85	0.4	71.0	stop_signal	71.0	0.449	False	go	s586
119.217	0.85	0.4	71.0	stop_signal	71.0	0.576	False	stop_failure	s586
121.471	0.85	0.35	89.0	stop_signal	89.0	0.587	False	go	s586
123.861	0.85	0.35	89.0	stop_signal	71.0	0.442	False	go	s586
126.113	0.85	0.35	89.0	stop_signal	89.0	0.641	False	stop_failure	s586
128.369	0.85	0.3	71.0	stop_signal	71.0	0.584	False	go	s586
130.622	0.85	0.3	71.0	stop_signal	71.0	0.646	False	go	s586
133.014	0.85	0.3	71.0	stop_signal	71.0	0.568	False	stop_failure	s586
135.269	0.85	0.25	89.0	stop_signal	89.0	0.563	False	stop_failure	s586
137.524	0.85	0.2	71.0	stop_signal	-1.0	n/a	True	stop_success	s586
139.913	0.85	0.25	89.0	stop_signal	89.0	0.598	False	stop_failure	s586
142.302	0.85	0.2	71.0	stop_signal	71.0	0.822	False	go	s586
144.556	0.85	0.2	71.0	stop_signal	-1.0	n/a	True	stop_success	s586
147.084	0.85	0.25	89.0	stop_signal	89.0	0.592	False	go	s586
149.335	0.85	0.25	71.0	stop_signal	71.0	0.447	False	go	s586
151.724	0.85	0.25	71.0	stop_signal	71.0	0.515	False	go	s586
153.976	0.85	0.25	71.0	stop_signal	-1.0	n/a	True	stop_success	s586
156.228	0.85	0.3	71.0	stop_signal	71.0	0.586	False	go	s586
158.62	0.85	0.3	89.0	stop_signal	89.0	0.936	False	go	s586
161.146	0.85	0.3	71.0	stop_signal	71.0	0.662	False	go	s586
163.533	0.85	0.3	89.0	stop_signal	89.0	0.411	False	go	s586
166.058	0.85	0.3	71.0	stop_signal	71.0	0.644	False	stop_failure	s586
168.994	0.85	0.25	71.0	stop_signal	71.0	0.728	False	go	s586
171.522	0.85	0.25	71.0	stop_signal	71.0	0.544	False	go	s586
