onset	duration	CTI	correct	correct_response	cue	cue_switch	experiment_exp_id	key_press	response_time	stim_color	stim_number	switch_type	task_type	task_switch	worker_id	first_trial_of_block
3.622	1.0	0.1	True	71.0	Color	switch	twobytwo	71.0	0.947	orange	9.0	cue_switch	color	stay	s586	1
5.87	1.0	0.1	False	71.0	High-Low	n/a	twobytwo	89.0	1.291	blue	7.0	task_switch	magnitude	switch	s586	0
9.046	1.0	0.9	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.941	orange	8.0	task_switch	color	switch	s586	0
11.286	1.0	0.1	False	89.0	Orange-Blue	stay	twobytwo	71.0	1.214	blue	9.0	cue_stay	color	stay	s586	0
14.468	1.0	0.9	True	71.0	Magnitude	n/a	twobytwo	71.0	0.643	blue	6.0	task_switch	magnitude	switch	s586	0
16.575	1.0	0.1	True	71.0	Magnitude	stay	twobytwo	71.0	1.024	orange	9.0	cue_stay	magnitude	stay	s586	0
20.3	1.0	0.9	True	89.0	High-Low	switch	twobytwo	89.0	0.553	blue	2.0	cue_switch	magnitude	stay	s586	0
22.82	1.0	0.1	True	71.0	High-Low	stay	twobytwo	71.0	1.129	blue	6.0	cue_stay	magnitude	stay	s586	0
24.927	1.0	0.1	True	89.0	High-Low	stay	twobytwo	89.0	0.746	blue	1.0	cue_stay	magnitude	stay	s586	0
27.575	1.0	0.1	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.624	orange	7.0	task_switch	color	switch	s586	0
29.817	1.0	0.1	False	89.0	High-Low	n/a	twobytwo	71.0	0.61	blue	1.0	task_switch	magnitude	switch	s586	0
31.924	1.0	0.1	True	89.0	High-Low	stay	twobytwo	89.0	0.622	blue	1.0	cue_stay	magnitude	stay	s586	0
34.028	1.0	0.1	True	71.0	Magnitude	switch	twobytwo	71.0	0.738	orange	8.0	cue_switch	magnitude	stay	s586	0
37.068	1.0	0.9	True	89.0	Magnitude	stay	twobytwo	89.0	0.565	blue	1.0	cue_stay	magnitude	stay	s586	0
