onset	duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	stim_color	stim_word	trial_type	worker_id
3.523	1.5	incongruent	1.0	89.0	stroop	89	1.028	red	green	incongruent	s586
5.8	1.5	incongruent	1.0	71.0	stroop	71	1.077	blue	green	incongruent	s586
7.806	1.5	congruent	1.0	89.0	stroop	89	0.856	red	red	congruent	s586
9.811	1.5	congruent	1.0	82.0	stroop	82	1.141	green	green	congruent	s586
11.816	1.5	incongruent	0.0	82.0	stroop	71	1.002	green	blue	incongruent	s586
13.819	1.5	congruent	1.0	89.0	stroop	89	0.826	red	red	congruent	s586
15.961	1.5	congruent	1.0	71.0	stroop	71	0.887	blue	blue	congruent	s586
17.966	1.5	incongruent	1.0	82.0	stroop	82	1.174	green	blue	incongruent	s586
19.972	1.5	congruent	0.0	82.0	stroop	-1	n/a	green	green	congruent	s586
22.11	1.5	incongruent	1.0	89.0	stroop	89	0.765	red	blue	incongruent	s586
24.115	1.5	incongruent	1.0	82.0	stroop	82	1.078	green	blue	incongruent	s586
26.121	1.5	incongruent	1.0	82.0	stroop	82	0.963	green	red	incongruent	s586
28.262	1.5	congruent	1.0	89.0	stroop	89	0.816	red	red	congruent	s586
30.402	1.5	congruent	1.0	82.0	stroop	82	1.09	green	green	congruent	s586
32.678	1.5	incongruent	1.0	89.0	stroop	89	1.028	red	blue	incongruent	s586
35.364	1.5	congruent	1.0	89.0	stroop	89	0.904	red	red	congruent	s586
37.369	1.5	congruent	1.0	89.0	stroop	89	0.737	red	red	congruent	s586
39.375	1.5	incongruent	1.0	71.0	stroop	71	1.121	blue	red	incongruent	s586
41.652	1.5	incongruent	0.0	89.0	stroop	82	0.833	red	green	incongruent	s586
43.656	1.5	congruent	1.0	82.0	stroop	82	0.982	green	green	congruent	s586
45.658	1.5	incongruent	1.0	89.0	stroop	89	1.061	red	blue	incongruent	s586
47.66	1.5	incongruent	1.0	82.0	stroop	82	1.202	green	red	incongruent	s586
49.663	1.5	incongruent	0.0	82.0	stroop	71	1.367	green	blue	incongruent	s586
51.668	1.5	incongruent	0.0	71.0	stroop	89	1.172	blue	red	incongruent	s586
53.674	1.5	congruent	0.0	71.0	stroop	82	1.418	blue	blue	congruent	s586
55.951	1.5	incongruent	1.0	82.0	stroop	82	1.482	green	blue	incongruent	s586
57.954	1.5	congruent	1.0	71.0	stroop	71	1.122	blue	blue	congruent	s586
60.365	1.5	congruent	1.0	82.0	stroop	82	1.35	green	green	congruent	s586
62.37	1.5	congruent	0.0	82.0	stroop	-1	n/a	green	green	congruent	s586
64.512	1.5	congruent	1.0	89.0	stroop	89	0.562	red	red	congruent	s586
66.517	1.5	congruent	1.0	89.0	stroop	89	0.734	red	red	congruent	s586
68.522	1.5	incongruent	1.0	89.0	stroop	89	1.168	red	green	incongruent	s586
70.528	1.5	congruent	1.0	71.0	stroop	71	1.206	blue	blue	congruent	s586
72.801	1.5	incongruent	1.0	89.0	stroop	89	1.158	red	green	incongruent	s586
74.805	1.5	incongruent	1.0	71.0	stroop	71	1.125	blue	green	incongruent	s586
77.083	1.5	incongruent	0.0	82.0	stroop	89	0.713	green	red	incongruent	s586
79.36	1.5	incongruent	0.0	89.0	stroop	71	1.742	red	blue	incongruent	s586
81.365	1.5	congruent	1.0	89.0	stroop	89	0.868	red	red	congruent	s586
84.05	1.5	incongruent	1.0	71.0	stroop	71	1.237	blue	green	incongruent	s586
86.054	1.5	congruent	1.0	71.0	stroop	71	0.615	blue	blue	congruent	s586
88.331	1.5	congruent	1.0	71.0	stroop	71	0.921	blue	blue	congruent	s586
90.336	1.5	congruent	1.0	71.0	stroop	71	0.721	blue	blue	congruent	s586
92.342	1.5	incongruent	0.0	71.0	stroop	89	0.646	blue	red	incongruent	s586
94.616	1.5	congruent	1.0	82.0	stroop	82	0.859	green	green	congruent	s586
96.754	1.5	congruent	1.0	82.0	stroop	82	0.66	green	green	congruent	s586
99.305	1.5	incongruent	1.0	71.0	stroop	71	1.281	blue	red	incongruent	s586
101.716	1.5	incongruent	1.0	89.0	stroop	89	1.326	red	blue	incongruent	s586
103.718	1.5	incongruent	1.0	71.0	stroop	71	1.264	blue	red	incongruent	s586
105.724	1.5	incongruent	1.0	89.0	stroop	89	1.433	red	green	incongruent	s586
107.729	1.5	congruent	1.0	71.0	stroop	71	1.324	blue	blue	congruent	s586
110.276	1.5	congruent	1.0	89.0	stroop	89	0.668	red	red	congruent	s586
112.417	1.5	congruent	1.0	89.0	stroop	89	0.571	red	red	congruent	s586
114.423	1.5	congruent	0.0	82.0	stroop	71	0.673	green	green	congruent	s586
116.428	1.5	congruent	1.0	71.0	stroop	71	1.693	blue	blue	congruent	s586
118.702	1.5	incongruent	1.0	89.0	stroop	89	0.717	red	green	incongruent	s586
120.707	1.5	congruent	1.0	82.0	stroop	82	1.243	green	green	congruent	s586
122.708	1.5	incongruent	0.0	82.0	stroop	89	0.725	green	red	incongruent	s586
124.848	1.5	incongruent	0.0	82.0	stroop	71	1.098	green	blue	incongruent	s586
126.85	1.5	incongruent	1.0	89.0	stroop	89	0.904	red	blue	incongruent	s586
129.124	1.5	congruent	0.0	71.0	stroop	82	1.116	blue	blue	congruent	s586
131.263	1.5	incongruent	0.0	82.0	stroop	71	1.266	green	blue	incongruent	s586
133.677	1.5	congruent	1.0	71.0	stroop	71	1.091	blue	blue	congruent	s586
135.682	1.5	congruent	1.0	82.0	stroop	82	0.968	green	green	congruent	s586
137.687	1.5	incongruent	1.0	71.0	stroop	71	1.265	blue	green	incongruent	s586
140.509	1.5	incongruent	0.0	71.0	stroop	89	0.822	blue	red	incongruent	s586
142.514	1.5	incongruent	1.0	89.0	stroop	89	1.66	red	green	incongruent	s586
144.516	1.5	congruent	1.0	71.0	stroop	71	0.997	blue	blue	congruent	s586
146.653	1.5	congruent	1.0	82.0	stroop	82	0.485	green	green	congruent	s586
148.658	1.5	incongruent	0.0	82.0	stroop	71	0.907	green	red	incongruent	s586
150.664	1.5	congruent	1.0	71.0	stroop	71	0.995	blue	blue	congruent	s586
152.669	1.5	incongruent	1.0	82.0	stroop	82	1.392	green	red	incongruent	s586
154.674	1.5	congruent	1.0	82.0	stroop	82	0.71	green	green	congruent	s586
156.68	1.5	incongruent	1.0	71.0	stroop	71	1.186	blue	red	incongruent	s586
158.682	1.5	congruent	1.0	71.0	stroop	71	0.594	blue	blue	congruent	s586
160.685	1.5	incongruent	1.0	82.0	stroop	82	1.605	green	red	incongruent	s586
162.963	1.5	incongruent	1.0	71.0	stroop	71	0.779	blue	green	incongruent	s586
164.966	1.5	congruent	1.0	89.0	stroop	89	1.232	red	red	congruent	s586
167.107	1.5	congruent	1.0	71.0	stroop	71	1.395	blue	blue	congruent	s586
169.11	1.5	congruent	1.0	82.0	stroop	82	0.875	green	green	congruent	s586
171.251	1.5	congruent	1.0	89.0	stroop	89	0.849	red	red	congruent	s586
173.256	1.5	congruent	1.0	89.0	stroop	89	0.612	red	red	congruent	s586
175.258	1.5	incongruent	0.0	82.0	stroop	71	0.923	green	red	incongruent	s586
177.262	1.5	incongruent	1.0	89.0	stroop	89	1.803	red	blue	incongruent	s586
179.539	1.5	incongruent	0.0	89.0	stroop	-1	n/a	red	green	incongruent	s586
181.542	1.5	incongruent	0.0	71.0	stroop	89	1.414	blue	red	incongruent	s586
183.681	1.5	congruent	1.0	89.0	stroop	89	0.705	red	red	congruent	s586
186.09	1.5	incongruent	0.0	82.0	stroop	71	0.868	green	blue	incongruent	s586
188.364	1.5	congruent	1.0	82.0	stroop	82	0.63	green	green	congruent	s586
191.049	1.5	congruent	1.0	82.0	stroop	82	0.792	green	green	congruent	s586
193.052	1.5	congruent	1.0	89.0	stroop	89	0.704	red	red	congruent	s586
195.462	1.5	congruent	1.0	89.0	stroop	89	0.894	red	red	congruent	s586
197.601	1.5	incongruent	1.0	71.0	stroop	71	1.233	blue	green	incongruent	s586
200.287	1.5	incongruent	1.0	71.0	stroop	71	1.128	blue	green	incongruent	s586
202.29	1.5	incongruent	1.0	71.0	stroop	71	0.79	blue	green	incongruent	s586
204.428	1.5	congruent	1.0	71.0	stroop	71	0.839	blue	blue	congruent	s586
207.385	1.5	incongruent	1.0	89.0	stroop	89	0.872	red	blue	incongruent	s586
