onset	duration	choice	experiment_exp_id	key_press	large_amount	later_delay	response_time	small_amount	trial_type	worker_id
3.024	4.0	larger_later	discount_fixed	89	31.0	76.0	1.743	20.0	larger_later	s649
8.345	4.0	larger_later	discount_fixed	89	43.0	19.0	0.976	20.0	larger_later	s649
12.919	4.0	larger_later	discount_fixed	89	60.0	124.0	0.711	20.0	larger_later	s649
17.557	4.0	larger_later	discount_fixed	89	27.0	142.0	0.603	20.0	larger_later	s649
22.471	4.0	larger_later	discount_fixed	89	25.0	70.0	0.818	20.0	larger_later	s649
26.977	4.0	larger_later	discount_fixed	89	44.0	92.0	0.831	20.0	larger_later	s649
31.958	4.0	larger_later	discount_fixed	89	41.0	27.0	0.692	20.0	larger_later	s649
36.869	4.0	larger_later	discount_fixed	89	64.0	89.0	0.772	20.0	larger_later	s649
41.441	4.0	larger_later	discount_fixed	89	78.0	108.0	0.613	20.0	larger_later	s649
45.946	4.0	larger_later	discount_fixed	89	80.0	145.0	0.669	20.0	larger_later	s649
52.151	4.0	larger_later	discount_fixed	89	41.0	174.0	0.721	20.0	larger_later	s649
56.856	4.0	larger_later	discount_fixed	89	42.0	145.0	0.509	20.0	larger_later	s649
61.906	4.0	larger_later	discount_fixed	89	36.0	114.0	0.522	20.0	larger_later	s649
66.956	4.0	larger_later	discount_fixed	89	58.0	55.0	0.714	20.0	larger_later	s649
72.139	4.0	larger_later	discount_fixed	89	81.0	58.0	0.565	20.0	larger_later	s649
77.121	4.0	larger_later	discount_fixed	89	32.0	111.0	0.555	20.0	larger_later	s649
81.897	4.0	larger_later	discount_fixed	89	25.0	141.0	0.462	20.0	larger_later	s649
86.672	4.0	larger_later	discount_fixed	89	67.0	23.0	0.53	20.0	larger_later	s649
91.855	4.0	larger_later	discount_fixed	89	77.0	161.0	0.346	20.0	larger_later	s649
97.04	4.0	larger_later	discount_fixed	89	55.0	163.0	0.732	20.0	larger_later	s649
102.294	4.0	larger_later	discount_fixed	89	40.0	159.0	0.727	20.0	larger_later	s649
106.866	4.0	larger_later	discount_fixed	89	76.0	161.0	0.752	20.0	larger_later	s649
111.37	4.0	larger_later	discount_fixed	89	48.0	128.0	0.959	20.0	larger_later	s649
116.282	4.0	larger_later	discount_fixed	89	39.0	95.0	0.679	20.0	larger_later	s649
120.855	4.0	larger_later	discount_fixed	89	83.0	105.0	0.414	20.0	larger_later	s649
127.061	4.0	larger_later	discount_fixed	89	67.0	41.0	1.543	20.0	larger_later	s649
131.975	4.0	larger_later	discount_fixed	89	56.0	172.0	2.287	20.0	larger_later	s649
137.228	4.0	larger_later	discount_fixed	89	28.0	123.0	0.634	20.0	larger_later	s649
142.275	4.0	larger_later	discount_fixed	89	50.0	129.0	1.493	20.0	larger_later	s649
146.916	4.0	larger_later	discount_fixed	89	23.0	61.0	0.68	20.0	larger_later	s649
151.625	4.0	larger_later	discount_fixed	89	79.0	92.0	0.489	20.0	larger_later	s649
156.267	4.0	larger_later	discount_fixed	89	61.0	141.0	0.456	20.0	larger_later	s649
160.841	4.0	larger_later	discount_fixed	89	43.0	38.0	1.278	20.0	larger_later	s649
165.415	4.0	larger_later	discount_fixed	89	66.0	145.0	0.445	20.0	larger_later	s649
170.33	4.0	larger_later	discount_fixed	89	30.0	23.0	0.535	20.0	larger_later	s649
175.176	4.0	larger_later	discount_fixed	89	32.0	57.0	0.806	20.0	larger_later	s649
180.429	4.0	larger_later	discount_fixed	89	27.0	91.0	0.917	20.0	larger_later	s649
185.206	4.0	larger_later	discount_fixed	89	43.0	120.0	0.78	20.0	larger_later	s649
191.208	4.0	larger_later	discount_fixed	89	75.0	60.0	0.398	20.0	larger_later	s649
196.801	4.0	larger_later	discount_fixed	89	34.0	176.0	0.679	20.0	larger_later	s649
201.376	4.0	larger_later	discount_fixed	89	24.0	38.0	0.366	20.0	larger_later	s649
206.493	4.0	larger_later	discount_fixed	89	82.0	74.0	1.025	20.0	larger_later	s649
212.155	4.0	larger_later	discount_fixed	89	58.0	53.0	0.579	20.0	larger_later	s649
216.728	4.0	larger_later	discount_fixed	89	54.0	23.0	0.565	20.0	larger_later	s649
221.506	4.0	larger_later	discount_fixed	89	41.0	55.0	0.329	20.0	larger_later	s649
226.556	4.0	larger_later	discount_fixed	89	77.0	142.0	0.304	20.0	larger_later	s649
231.4	4.0	larger_later	discount_fixed	89	25.0	108.0	0.769	20.0	larger_later	s649
236.585	4.0	larger_later	discount_fixed	89	33.0	163.0	1.053	20.0	larger_later	s649
241.633	4.0	larger_later	discount_fixed	89	29.0	75.0	0.694	20.0	larger_later	s649
246.614	4.0	larger_later	discount_fixed	89	45.0	157.0	0.727	20.0	larger_later	s649
251.595	4.0	larger_later	discount_fixed	89	31.0	74.0	0.663	20.0	larger_later	s649
256.915	4.0	larger_later	discount_fixed	89	80.0	39.0	0.897	20.0	larger_later	s649
261.422	4.0	false	discount_fixed	-1	22.0	21.0	n/a	20.0	false	s649
266.47	4.0	larger_later	discount_fixed	89	52.0	139.0	0.759	20.0	larger_later	s649
271.179	4.0	larger_later	discount_fixed	89	54.0	126.0	0.715	20.0	larger_later	s649
276.025	4.0	larger_later	discount_fixed	89	23.0	176.0	0.714	20.0	larger_later	s649
282.775	4.0	larger_later	discount_fixed	89	24.0	87.0	0.465	20.0	larger_later	s649
287.28	4.0	larger_later	discount_fixed	89	36.0	140.0	4.404	20.0	larger_later	s649
291.85	4.0	larger_later	discount_fixed	89	35.0	171.0	0.828	20.0	larger_later	s649
296.558	4.0	false	discount_fixed	-1	34.0	43.0	n/a	20.0	false	s649
301.47	4.0	larger_later	discount_fixed	89	74.0	121.0	0.689	20.0	larger_later	s649
314.552	4.0	larger_later	discount_fixed	89	45.0	107.0	0.74	20.0	larger_later	s649
319.331	4.0	larger_later	discount_fixed	89	77.0	24.0	0.303	20.0	larger_later	s649
323.972	4.0	larger_later	discount_fixed	89	39.0	161.0	0.327	20.0	larger_later	s649
328.547	4.0	larger_later	discount_fixed	89	62.0	180.0	1.001	20.0	larger_later	s649
334.005	4.0	larger_later	discount_fixed	89	24.0	139.0	0.647	20.0	larger_later	s649
339.395	4.0	larger_later	discount_fixed	89	58.0	72.0	0.821	20.0	larger_later	s649
343.967	4.0	larger_later	discount_fixed	89	56.0	93.0	0.625	20.0	larger_later	s649
350.241	4.0	larger_later	discount_fixed	89	45.0	26.0	0.543	20.0	larger_later	s649
355.767	4.0	larger_later	discount_fixed	89	23.0	42.0	0.925	20.0	larger_later	s649
360.338	4.0	larger_later	discount_fixed	89	50.0	41.0	0.587	20.0	larger_later	s649
364.98	4.0	false	discount_fixed	-1	25.0	176.0	n/a	20.0	false	s649
369.621	4.0	larger_later	discount_fixed	89	54.0	22.0	0.416	20.0	larger_later	s649
374.737	4.0	larger_later	discount_fixed	89	29.0	44.0	0.722	20.0	larger_later	s649
380.06	4.0	larger_later	discount_fixed	89	24.0	89.0	0.702	20.0	larger_later	s649
384.634	4.0	larger_later	discount_fixed	89	23.0	77.0	0.514	20.0	larger_later	s649
389.206	4.0	larger_later	discount_fixed	89	27.0	130.0	1.219	20.0	larger_later	s649
393.779	4.0	larger_later	discount_fixed	89	23.0	134.0	0.653	20.0	larger_later	s649
398.625	4.0	larger_later	discount_fixed	89	55.0	107.0	0.66	20.0	larger_later	s649
403.13	4.0	larger_later	discount_fixed	89	44.0	143.0	0.403	20.0	larger_later	s649
408.792	4.0	larger_later	discount_fixed	89	23.0	110.0	0.385	20.0	larger_later	s649
413.706	4.0	larger_later	discount_fixed	89	65.0	156.0	0.426	20.0	larger_later	s649
418.347	4.0	larger_later	discount_fixed	89	22.0	27.0	0.273	20.0	larger_later	s649
422.851	4.0	larger_later	discount_fixed	89	50.0	59.0	0.69	20.0	larger_later	s649
427.357	4.0	larger_later	discount_fixed	89	85.0	129.0	0.687	20.0	larger_later	s649
432.471	4.0	larger_later	discount_fixed	89	66.0	58.0	0.675	20.0	larger_later	s649
438.607	4.0	larger_later	discount_fixed	89	49.0	172.0	0.393	20.0	larger_later	s649
443.452	4.0	larger_later	discount_fixed	89	73.0	44.0	0.28	20.0	larger_later	s649
448.024	4.0	larger_later	discount_fixed	89	58.0	73.0	0.492	20.0	larger_later	s649
452.734	4.0	larger_later	discount_fixed	89	71.0	76.0	0.32	20.0	larger_later	s649
458.597	4.0	larger_later	discount_fixed	89	67.0	74.0	0.386	20.0	larger_later	s649
463.234	4.0	larger_later	discount_fixed	89	29.0	58.0	0.871	20.0	larger_later	s649
468.554	4.0	larger_later	discount_fixed	89	39.0	104.0	0.715	20.0	larger_later	s649
473.536	4.0	larger_later	discount_fixed	89	33.0	103.0	0.851	20.0	larger_later	s649
478.109	4.0	larger_later	discount_fixed	89	33.0	78.0	0.767	20.0	larger_later	s649
483.634	4.0	larger_later	discount_fixed	89	74.0	52.0	0.76	20.0	larger_later	s649
489.229	4.0	larger_later	discount_fixed	89	28.0	132.0	0.833	20.0	larger_later	s649
495.027	4.0	larger_later	discount_fixed	89	28.0	59.0	1.009	20.0	larger_later	s649
499.601	4.0	larger_later	discount_fixed	89	28.0	163.0	0.645	20.0	larger_later	s649
504.719	4.0	larger_later	discount_fixed	89	32.0	74.0	0.932	20.0	larger_later	s649
509.226	4.0	larger_later	discount_fixed	89	57.0	89.0	0.62	20.0	larger_later	s649
514.072	4.0	larger_later	discount_fixed	89	70.0	108.0	0.674	20.0	larger_later	s649
518.646	4.0	larger_later	discount_fixed	89	72.0	95.0	0.485	20.0	larger_later	s649
524.036	4.0	larger_later	discount_fixed	89	30.0	36.0	0.819	20.0	larger_later	s649
529.086	4.0	larger_later	discount_fixed	89	41.0	129.0	0.988	20.0	larger_later	s649
533.795	4.0	larger_later	discount_fixed	89	78.0	129.0	0.668	20.0	larger_later	s649
538.707	4.0	larger_later	discount_fixed	89	71.0	88.0	0.67	20.0	larger_later	s649
543.62	4.0	larger_later	discount_fixed	89	65.0	159.0	0.385	20.0	larger_later	s649
548.464	4.0	larger_later	discount_fixed	89	24.0	125.0	0.597	20.0	larger_later	s649
553.582	4.0	larger_later	discount_fixed	89	58.0	36.0	0.331	20.0	larger_later	s649
558.698	4.0	larger_later	discount_fixed	89	63.0	37.0	0.7	20.0	larger_later	s649
563.409	4.0	larger_later	discount_fixed	89	75.0	41.0	0.593	20.0	larger_later	s649
568.255	4.0	larger_later	discount_fixed	89	45.0	72.0	1.001	20.0	larger_later	s649
573.1	4.0	larger_later	discount_fixed	89	25.0	74.0	1.057	20.0	larger_later	s649
579.984	4.0	larger_later	discount_fixed	89	65.0	137.0	0.478	20.0	larger_later	s649
584.557	4.0	larger_later	discount_fixed	89	49.0	140.0	0.041	20.0	larger_later	s649
589.335	4.0	larger_later	discount_fixed	89	67.0	103.0	0.508	20.0	larger_later	s649
596.356	4.0	larger_later	discount_fixed	89	69.0	172.0	0.816	20.0	larger_later	s649
601.065	4.0	larger_later	discount_fixed	89	66.0	71.0	0.352	20.0	larger_later	s649
606.248	4.0	larger_later	discount_fixed	89	71.0	176.0	0.955	20.0	larger_later	s649
