onset	duration	CTI	correct	correct_response	cue	cue_switch	experiment_exp_id	key_press	response_time	stim_color	stim_number	switch_type	task_type	task_switch	worker_id	first_trial_of_block
4.407	1.0	0.9	False	89.0	Color	stay	twobytwo	-1.0	n/a	blue	1.0	cue_stay	color	stay	s623	1
6.782	1.0	0.1	False	71.0	High-Low	n/a	twobytwo	-1.0	n/a	orange	6.0	task_switch	magnitude	switch	s623	0
9.02	1.0	0.1	False	71.0	Magnitude	switch	twobytwo	-1.0	n/a	orange	7.0	cue_switch	magnitude	stay	s623	0
11.124	1.0	0.1	False	89.0	Color	n/a	twobytwo	-1.0	n/a	blue	8.0	task_switch	color	switch	s623	0
13.226	1.0	0.1	True	71.0	High-Low	n/a	twobytwo	71.0	0.804	blue	9.0	task_switch	magnitude	switch	s623	0
15.465	1.0	0.1	True	89.0	Orange-Blue	n/a	twobytwo	89.0	1.141	blue	4.0	task_switch	color	switch	s623	0
18.367	1.0	0.9	True	89.0	High-Low	n/a	twobytwo	89.0	0.671	orange	3.0	task_switch	magnitude	switch	s623	0
20.606	1.0	0.1	True	71.0	High-Low	stay	twobytwo	71.0	0.742	orange	7.0	cue_stay	magnitude	stay	s623	0
23.917	1.0	0.9	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.588	blue	7.0	task_switch	color	switch	s623	0
26.157	1.0	0.1	True	71.0	Magnitude	n/a	twobytwo	71.0	0.658	orange	8.0	task_switch	magnitude	switch	s623	0
29.059	1.0	0.9	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.356	orange	3.0	task_switch	color	switch	s623	0
31.298	1.0	0.1	True	89.0	Orange-Blue	stay	twobytwo	89.0	0.749	blue	2.0	cue_stay	color	stay	s623	0
33.673	1.0	0.1	True	89.0	Magnitude	n/a	twobytwo	89.0	0.663	blue	4.0	task_switch	magnitude	switch	s623	0
35.775	1.0	0.1	True	89.0	Color	n/a	twobytwo	89.0	1.095	blue	3.0	task_switch	color	switch	s623	0
38.286	1.0	0.1	True	89.0	Orange-Blue	switch	twobytwo	89.0	0.545	blue	2.0	cue_switch	color	stay	s623	0
41.188	1.0	0.9	True	89.0	Magnitude	n/a	twobytwo	89.0	0.491	blue	3.0	task_switch	magnitude	switch	s623	0
44.226	1.0	0.9	True	71.0	Color	n/a	twobytwo	71.0	0.592	orange	9.0	task_switch	color	switch	s623	0
47.537	1.0	0.9	True	89.0	Magnitude	n/a	twobytwo	89.0	0.682	orange	3.0	task_switch	magnitude	switch	s623	0
50.576	1.0	0.9	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.47	blue	6.0	task_switch	color	switch	s623	0
53.086	1.0	0.1	True	89.0	Magnitude	n/a	twobytwo	89.0	0.718	orange	1.0	task_switch	magnitude	switch	s623	0
56.125	1.0	0.9	False	89.0	High-Low	switch	twobytwo	71.0	0.462	blue	2.0	cue_switch	magnitude	stay	s623	0
59.027	1.0	0.9	True	71.0	High-Low	stay	twobytwo	71.0	0.666	orange	7.0	cue_stay	magnitude	stay	s623	0
61.402	1.0	0.1	False	71.0	Orange-Blue	n/a	twobytwo	89.0	1.2	orange	2.0	task_switch	color	switch	s623	0
64.305	1.0	0.9	False	71.0	High-Low	n/a	twobytwo	-1.0	n/a	blue	7.0	task_switch	magnitude	switch	s623	0
66.679	1.0	0.1	True	89.0	Magnitude	switch	twobytwo	89.0	0.644	blue	3.0	cue_switch	magnitude	stay	s623	0
69.055	1.0	0.1	True	71.0	High-Low	switch	twobytwo	71.0	0.832	orange	9.0	cue_switch	magnitude	stay	s623	0
72.109	1.0	0.1	True	89.0	High-Low	stay	twobytwo	89.0	0.741	blue	4.0	cue_stay	magnitude	stay	s623	0
