onset	duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	stim_color	stim_word	trial_type	worker_id
3.526	1.5	incongruent	1.0	89.0	stroop	89	0.994	red	blue	incongruent	s636
5.532	1.5	congruent	1.0	89.0	stroop	89	0.552	red	red	congruent	s636
7.538	1.5	incongruent	1.0	89.0	stroop	89	0.527	red	green	incongruent	s636
9.815	1.5	incongruent	1.0	71.0	stroop	71	0.445	blue	green	incongruent	s636
11.821	1.5	congruent	1.0	82.0	stroop	82	0.633	green	green	congruent	s636
13.962	1.5	congruent	1.0	71.0	stroop	71	0.541	blue	blue	congruent	s636
15.968	1.5	congruent	1.0	82.0	stroop	82	0.704	green	green	congruent	s636
18.11	1.5	congruent	1.0	82.0	stroop	82	0.532	green	green	congruent	s636
20.115	1.5	congruent	1.0	71.0	stroop	71	0.57	blue	blue	congruent	s636
22.12	1.5	incongruent	1.0	71.0	stroop	71	0.531	blue	green	incongruent	s636
24.126	1.5	incongruent	1.0	89.0	stroop	89	0.631	red	blue	incongruent	s636
26.404	1.5	incongruent	1.0	82.0	stroop	82	0.825	green	blue	incongruent	s636
28.41	1.5	incongruent	1.0	82.0	stroop	82	0.614	green	red	incongruent	s636
30.549	1.5	congruent	1.0	71.0	stroop	71	0.818	blue	blue	congruent	s636
32.964	1.5	incongruent	1.0	71.0	stroop	71	0.794	blue	red	incongruent	s636
35.24	1.5	congruent	1.0	82.0	stroop	82	0.902	green	green	congruent	s636
37.926	1.5	congruent	1.0	89.0	stroop	89	0.62	red	red	congruent	s636
39.932	1.5	congruent	1.0	71.0	stroop	71	0.844	blue	blue	congruent	s636
42.346	1.5	congruent	1.0	82.0	stroop	82	0.648	green	green	congruent	s636
44.487	1.5	incongruent	1.0	71.0	stroop	71	1.053	blue	red	incongruent	s636
47.173	1.5	incongruent	1.0	71.0	stroop	71	0.575	blue	red	incongruent	s636
49.179	1.5	incongruent	1.0	89.0	stroop	89	0.663	red	blue	incongruent	s636
51.318	1.5	congruent	1.0	89.0	stroop	89	0.555	red	red	congruent	s636
54.276	1.5	incongruent	1.0	82.0	stroop	82	0.827	green	blue	incongruent	s636
56.282	1.5	incongruent	1.0	82.0	stroop	82	0.515	green	blue	incongruent	s636
58.556	1.5	incongruent	1.0	71.0	stroop	71	1.115	blue	green	incongruent	s636
60.561	1.5	congruent	1.0	89.0	stroop	89	0.673	red	red	congruent	s636
62.566	1.5	congruent	1.0	71.0	stroop	71	0.576	blue	blue	congruent	s636
64.573	1.5	incongruent	1.0	82.0	stroop	82	0.856	green	blue	incongruent	s636
66.575	1.5	congruent	1.0	71.0	stroop	71	0.816	blue	blue	congruent	s636
68.717	1.5	congruent	1.0	89.0	stroop	89	0.619	red	red	congruent	s636
70.722	1.5	incongruent	1.0	82.0	stroop	82	1.179	green	red	incongruent	s636
72.728	1.5	congruent	1.0	71.0	stroop	71	1.005	blue	blue	congruent	s636
74.866	1.5	incongruent	1.0	89.0	stroop	89	1.215	red	green	incongruent	s636
76.872	1.5	incongruent	1.0	82.0	stroop	82	1.042	green	red	incongruent	s636
78.879	1.5	incongruent	1.0	89.0	stroop	89	1.017	red	blue	incongruent	s636
81.021	1.5	congruent	1.0	71.0	stroop	71	0.452	blue	blue	congruent	s636
83.162	1.5	congruent	1.0	89.0	stroop	89	0.591	red	red	congruent	s636
85.44	1.5	incongruent	1.0	82.0	stroop	82	0.669	green	blue	incongruent	s636
88.127	1.5	congruent	1.0	82.0	stroop	82	0.51	green	green	congruent	s636
90.132	1.5	congruent	1.0	82.0	stroop	82	0.636	green	green	congruent	s636
92.138	1.5	incongruent	1.0	71.0	stroop	71	1.152	blue	red	incongruent	s636
94.415	1.5	incongruent	1.0	71.0	stroop	71	0.508	blue	red	incongruent	s636
96.421	1.5	congruent	1.0	89.0	stroop	89	0.589	red	red	congruent	s636
98.426	1.5	incongruent	1.0	82.0	stroop	82	0.974	green	red	incongruent	s636
100.432	1.5	incongruent	1.0	89.0	stroop	89	1.153	red	green	incongruent	s636
102.437	1.5	incongruent	1.0	82.0	stroop	82	1.783	green	red	incongruent	s636
104.442	1.5	incongruent	1.0	71.0	stroop	71	0.835	blue	red	incongruent	s636
106.448	1.5	congruent	1.0	82.0	stroop	82	0.694	green	green	congruent	s636
108.726	1.5	incongruent	1.0	89.0	stroop	89	0.558	red	blue	incongruent	s636
110.732	1.5	congruent	1.0	82.0	stroop	82	0.749	green	green	congruent	s636
113.146	1.5	congruent	1.0	71.0	stroop	71	0.693	blue	blue	congruent	s636
115.151	1.5	congruent	1.0	71.0	stroop	71	0.709	blue	blue	congruent	s636
117.293	1.5	congruent	1.0	71.0	stroop	71	0.457	blue	blue	congruent	s636
119.298	1.5	congruent	1.0	89.0	stroop	89	1.052	red	red	congruent	s636
121.304	1.5	incongruent	1.0	89.0	stroop	89	0.46	red	green	incongruent	s636
123.31	1.5	congruent	1.0	82.0	stroop	82	0.729	green	green	congruent	s636
125.587	1.5	incongruent	1.0	71.0	stroop	71	0.678	blue	red	incongruent	s636
127.593	1.5	incongruent	1.0	82.0	stroop	82	1.059	green	red	incongruent	s636
129.872	1.5	incongruent	1.0	82.0	stroop	82	0.646	green	blue	incongruent	s636
132.149	1.5	incongruent	1.0	89.0	stroop	89	0.716	red	blue	incongruent	s636
134.155	1.5	congruent	1.0	82.0	stroop	82	0.742	green	green	congruent	s636
136.842	1.5	incongruent	1.0	71.0	stroop	71	0.726	blue	green	incongruent	s636
138.848	1.5	congruent	1.0	89.0	stroop	89	1.224	red	red	congruent	s636
141.125	1.5	congruent	1.0	71.0	stroop	71	1.14	blue	blue	congruent	s636
143.131	1.5	congruent	1.0	71.0	stroop	71	0.406	blue	blue	congruent	s636
145.137	1.5	incongruent	1.0	89.0	stroop	89	0.875	red	green	incongruent	s636
147.415	1.5	congruent	1.0	89.0	stroop	89	0.649	red	red	congruent	s636
149.556	1.5	congruent	1.0	82.0	stroop	82	0.639	green	green	congruent	s636
152.105	1.5	incongruent	1.0	89.0	stroop	89	0.75	red	blue	incongruent	s636
154.518	1.5	incongruent	1.0	82.0	stroop	82	0.754	green	red	incongruent	s636
156.524	1.5	incongruent	1.0	82.0	stroop	82	0.677	green	red	incongruent	s636
158.529	1.5	incongruent	1.0	71.0	stroop	71	0.814	blue	green	incongruent	s636
160.533	1.5	congruent	1.0	82.0	stroop	82	0.746	green	green	congruent	s636
163.083	1.5	congruent	1.0	89.0	stroop	89	0.7	red	red	congruent	s636
165.225	1.5	congruent	1.0	71.0	stroop	71	0.837	blue	blue	congruent	s636
167.23	1.5	congruent	1.0	89.0	stroop	89	0.67	red	red	congruent	s636
169.236	1.5	congruent	1.0	89.0	stroop	89	0.566	red	red	congruent	s636
171.514	1.5	incongruent	1.0	71.0	stroop	71	1.046	blue	green	incongruent	s636
173.521	1.5	congruent	1.0	82.0	stroop	82	0.706	green	green	congruent	s636
175.526	1.5	incongruent	1.0	89.0	stroop	89	0.948	red	green	incongruent	s636
177.669	1.5	incongruent	1.0	71.0	stroop	71	1.11	blue	green	incongruent	s636
179.675	1.5	incongruent	1.0	89.0	stroop	89	0.728	red	green	incongruent	s636
181.953	1.5	congruent	1.0	82.0	stroop	82	0.812	green	green	congruent	s636
184.094	1.5	incongruent	1.0	82.0	stroop	82	0.613	green	blue	incongruent	s636
186.506	1.5	congruent	1.0	71.0	stroop	71	0.718	blue	blue	congruent	s636
188.511	1.5	congruent	1.0	89.0	stroop	89	0.663	red	red	congruent	s636
190.518	1.5	incongruent	1.0	89.0	stroop	89	0.635	red	blue	incongruent	s636
193.341	1.5	incongruent	1.0	71.0	stroop	71	0.683	blue	red	incongruent	s636
