onset	duration	correct	correct_response	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	response_time	trial_id	worker_id
3.011	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s602
3.519	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	1.197	stim	s602
5.623	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s602
6.126	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	1.03	stim	s602
8.23	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s602
8.733863999999999	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.684	stim	s602
10.837	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s602
11.341728	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.546	stim	s602
13.445	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s602
13.950592	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.744	stim	s602
16.055	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s602
16.558	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.634	stim	s602
18.664	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s602
19.169864	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.609	stim	s602
21.275	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s602
21.778864000000002	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.688	stim	s602
23.883	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s602
24.387	1.7	0.0	89.0	n/a	attention_network_task	up	left	congruent	71	0.786	stim	s602
26.491	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s602
